========================================================================================================================
Training started at: 2026-04-07 20:43:30
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0/fedcda_fl_cifar10_20260407-204330-583267_pid2599959.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_hs-3_bn-3_wr-30_L-1.0/fedcda_fl_cifar10_20260407-204330-583267_pid2599959.log
------------------------------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedCDA history size: 3
FedCDA batch num: 3
FedCDA warmup round: 30
FedCDA L: 1.0
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=15.770 | RoundTime=51.80s | TotalTime=51.81s | Method=fedcda
[Round 002/210] Phase=standard | Stage=warmup | Acc=24.820 | RoundTime=50.62s | TotalTime=102.45s | Method=fedcda
[Round 003/210] Phase=standard | Stage=warmup | Acc=25.930 | RoundTime=56.19s | TotalTime=158.64s | Method=fedcda
[Round 004/210] Phase=standard | Stage=warmup | Acc=31.310 | RoundTime=49.95s | TotalTime=208.60s | Method=fedcda
[Round 005/210] Phase=standard | Stage=warmup | Acc=30.150 | RoundTime=51.74s | TotalTime=260.35s | Method=fedcda
[Round 006/210] Phase=standard | Stage=warmup | Acc=38.410 | RoundTime=53.00s | TotalTime=313.36s | Method=fedcda
[Round 007/210] Phase=standard | Stage=warmup | Acc=41.350 | RoundTime=50.21s | TotalTime=363.59s | Method=fedcda
[Round 008/210] Phase=standard | Stage=warmup | Acc=34.530 | RoundTime=54.35s | TotalTime=417.95s | Method=fedcda
[Round 009/210] Phase=standard | Stage=warmup | Acc=42.890 | RoundTime=49.85s | TotalTime=467.81s | Method=fedcda
[Round 010/210] Phase=standard | Stage=warmup | Acc=40.490 | RoundTime=48.77s | TotalTime=516.59s | Method=fedcda
[Round 011/210] Phase=standard | Stage=warmup | Acc=41.680 | RoundTime=54.67s | TotalTime=571.28s | Method=fedcda
[Round 012/210] Phase=standard | Stage=warmup | Acc=47.280 | RoundTime=47.42s | TotalTime=618.70s | Method=fedcda
[Round 013/210] Phase=standard | Stage=warmup | Acc=45.630 | RoundTime=49.52s | TotalTime=668.23s | Method=fedcda
[Round 014/210] Phase=standard | Stage=warmup | Acc=45.060 | RoundTime=49.46s | TotalTime=717.71s | Method=fedcda
[Round 015/210] Phase=standard | Stage=warmup | Acc=45.800 | RoundTime=47.47s | TotalTime=765.19s | Method=fedcda
[Round 016/210] Phase=standard | Stage=warmup | Acc=49.960 | RoundTime=49.17s | TotalTime=814.37s | Method=fedcda
[Round 017/210] Phase=standard | Stage=warmup | Acc=52.200 | RoundTime=45.81s | TotalTime=860.19s | Method=fedcda
[Round 018/210] Phase=standard | Stage=warmup | Acc=49.260 | RoundTime=45.47s | TotalTime=905.66s | Method=fedcda
[Round 019/210] Phase=standard | Stage=warmup | Acc=55.380 | RoundTime=50.59s | TotalTime=956.26s | Method=fedcda
[Round 020/210] Phase=standard | Stage=warmup | Acc=57.250 | RoundTime=45.05s | TotalTime=1001.32s | Method=fedcda
[Round 021/210] Phase=standard | Stage=warmup | Acc=56.150 | RoundTime=44.58s | TotalTime=1045.91s | Method=fedcda
[Round 022/210] Phase=standard | Stage=warmup | Acc=56.340 | RoundTime=47.48s | TotalTime=1093.39s | Method=fedcda
[Round 023/210] Phase=standard | Stage=warmup | Acc=53.500 | RoundTime=43.68s | TotalTime=1137.08s | Method=fedcda
[Round 024/210] Phase=standard | Stage=warmup | Acc=56.300 | RoundTime=50.08s | TotalTime=1187.17s | Method=fedcda
[Round 025/210] Phase=standard | Stage=warmup | Acc=59.950 | RoundTime=45.27s | TotalTime=1232.45s | Method=fedcda
[Round 026/210] Phase=standard | Stage=warmup | Acc=59.050 | RoundTime=42.63s | TotalTime=1275.09s | Method=fedcda
[Round 027/210] Phase=standard | Stage=warmup | Acc=59.690 | RoundTime=49.52s | TotalTime=1324.62s | Method=fedcda
