====================================================================================================
Training started at: 2026-03-15 02:00:18
Result directory: results/fl_mnist/feddenoise/pm-dir_a-0.5_nm-uni_nr-0.3
Result txt file : results/fl_mnist/feddenoise/pm-dir_a-0.5_nm-uni_nr-0.3/feddenoise_fl_mnist_20260315-020018.txt
Result log file : results/fl_mnist/feddenoise/pm-dir_a-0.5_nm-uni_nr-0.3/feddenoise_fl_mnist_20260315-020018.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: most_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | Pure=69.995 | RoundTime=48.53s | TotalTime=48.53s | Method=feddenoise
[Round 002/100] Acc=75.110 | Pure=70.036 | RoundTime=47.68s | TotalTime=96.21s | Method=feddenoise
[Round 003/100] Acc=94.270 | Pure=70.023 | RoundTime=46.65s | TotalTime=142.86s | Method=feddenoise
[Round 004/100] Acc=96.250 | Pure=69.977 | RoundTime=47.76s | TotalTime=190.62s | Method=feddenoise
[Round 005/100] Acc=90.700 | Pure=70.013 | RoundTime=46.44s | TotalTime=237.06s | Method=feddenoise
[Round 006/100] Acc=95.290 | Pure=69.940 | RoundTime=47.32s | TotalTime=284.38s | Method=feddenoise
[Round 007/100] Acc=95.190 | Pure=70.070 | RoundTime=48.21s | TotalTime=332.59s | Method=feddenoise
[Round 008/100] Acc=93.370 | Pure=69.951 | RoundTime=48.92s | TotalTime=381.51s | Method=feddenoise
[Round 009/100] Acc=92.610 | Pure=69.958 | RoundTime=47.90s | TotalTime=429.41s | Method=feddenoise
[Round 010/100] Acc=94.180 | Pure=69.984 | RoundTime=47.98s | TotalTime=477.39s | Method=feddenoise
[Round 011/100] Acc=90.030 | Pure=80.057 | RoundTime=59.12s | TotalTime=536.51s | Method=feddenoise
[Round 012/100] Acc=93.930 | Pure=80.305 | RoundTime=63.76s | TotalTime=600.27s | Method=feddenoise
[Round 013/100] Acc=96.810 | Pure=79.774 | RoundTime=65.10s | TotalTime=665.38s | Method=feddenoise
[Round 014/100] Acc=93.760 | Pure=79.916 | RoundTime=65.11s | TotalTime=730.49s | Method=feddenoise
[Round 015/100] Acc=96.780 | Pure=80.555 | RoundTime=64.02s | TotalTime=794.51s | Method=feddenoise
