========================================================================================================================
Training started at: 2026-04-08 06:35:16
Result directory: results/fl_cifar100/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar100/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260408-063516-200704_pid1977973.txt
Result log file : results/fl_cifar100/fedavg/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260408-063516-200704_pid1977973.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=39.23s | TotalTime=39.24s | Method=fedavg
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.150 | RoundTime=37.55s | TotalTime=76.79s | Method=fedavg
[Round 003/100] Phase=standard | Stage=warmup | Acc=3.750 | RoundTime=38.11s | TotalTime=114.91s | Method=fedavg
[Round 004/100] Phase=standard | Stage=warmup | Acc=7.170 | RoundTime=39.87s | TotalTime=154.79s | Method=fedavg
[Round 005/100] Phase=standard | Stage=warmup | Acc=9.030 | RoundTime=40.42s | TotalTime=195.22s | Method=fedavg
[Round 006/100] Phase=standard | Stage=warmup | Acc=10.440 | RoundTime=41.18s | TotalTime=236.41s | Method=fedavg
[Round 007/100] Phase=standard | Stage=warmup | Acc=11.900 | RoundTime=40.59s | TotalTime=277.01s | Method=fedavg
[Round 008/100] Phase=standard | Stage=warmup | Acc=12.710 | RoundTime=37.57s | TotalTime=314.59s | Method=fedavg
[Round 009/100] Phase=standard | Stage=warmup | Acc=13.680 | RoundTime=40.27s | TotalTime=354.86s | Method=fedavg
[Round 010/100] Phase=standard | Stage=warmup | Acc=14.170 | RoundTime=39.39s | TotalTime=394.26s | Method=fedavg
[Round 011/100] Phase=standard | Stage=warmup | Acc=14.800 | RoundTime=38.85s | TotalTime=433.11s | Method=fedavg
