====================================================================================================
Training started at: 2026-03-13 12:34:09
Result directory: results/fl_svhn/fedprox
Result txt file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123409.txt
Result log file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123409.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | RoundTime=64.23s | TotalTime=64.23s | Method=fedprox
[Round 002/100] Acc=35.910 | RoundTime=62.43s | TotalTime=126.66s | Method=fedprox
[Round 003/100] Acc=56.020 | RoundTime=63.02s | TotalTime=189.68s | Method=fedprox
[Round 004/100] Acc=67.260 | RoundTime=64.53s | TotalTime=254.21s | Method=fedprox
[Round 005/100] Acc=62.590 | RoundTime=64.75s | TotalTime=318.96s | Method=fedprox
[Round 006/100] Acc=69.170 | RoundTime=64.61s | TotalTime=383.57s | Method=fedprox
[Round 007/100] Acc=70.150 | RoundTime=64.71s | TotalTime=448.29s | Method=fedprox
[Round 008/100] Acc=66.890 | RoundTime=64.80s | TotalTime=513.09s | Method=fedprox
[Round 009/100] Acc=69.330 | RoundTime=63.86s | TotalTime=576.96s | Method=fedprox
[Round 010/100] Acc=68.180 | RoundTime=64.51s | TotalTime=641.47s | Method=fedprox
[Round 011/100] Acc=73.070 | RoundTime=66.43s | TotalTime=707.89s | Method=fedprox
[Round 012/100] Acc=74.780 | RoundTime=67.08s | TotalTime=774.97s | Method=fedprox
[Round 013/100] Acc=74.250 | RoundTime=66.01s | TotalTime=840.99s | Method=fedprox
[Round 014/100] Acc=71.590 | RoundTime=65.39s | TotalTime=906.38s | Method=fedprox
[Round 015/100] Acc=64.780 | RoundTime=64.94s | TotalTime=971.32s | Method=fedprox
[Round 016/100] Acc=68.170 | RoundTime=66.46s | TotalTime=1037.78s | Method=fedprox
[Round 017/100] Acc=67.700 | RoundTime=64.35s | TotalTime=1102.13s | Method=fedprox
[Round 018/100] Acc=71.460 | RoundTime=62.88s | TotalTime=1165.00s | Method=fedprox
[Round 019/100] Acc=68.950 | RoundTime=64.01s | TotalTime=1229.01s | Method=fedprox
[Round 020/100] Acc=71.370 | RoundTime=64.18s | TotalTime=1293.19s | Method=fedprox
[Round 021/100] Acc=72.530 | RoundTime=64.09s | TotalTime=1357.28s | Method=fedprox
[Round 022/100] Acc=68.370 | RoundTime=64.06s | TotalTime=1421.34s | Method=fedprox
