====================================================================================================
Training started at: 2026-03-13 14:10:32
Result directory: results/fl_svhn/fedprox
Result txt file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-141032.txt
Result log file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-141032.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.620 | RoundTime=62.92s | TotalTime=62.92s | Method=fedprox
[Round 002/100] Acc=43.970 | RoundTime=61.70s | TotalTime=124.62s | Method=fedprox
[Round 003/100] Acc=68.780 | RoundTime=63.41s | TotalTime=188.03s | Method=fedprox
[Round 004/100] Acc=67.900 | RoundTime=63.61s | TotalTime=251.64s | Method=fedprox
[Round 005/100] Acc=74.720 | RoundTime=62.12s | TotalTime=313.75s | Method=fedprox
[Round 006/100] Acc=78.950 | RoundTime=63.42s | TotalTime=377.17s | Method=fedprox
[Round 007/100] Acc=69.730 | RoundTime=62.32s | TotalTime=439.49s | Method=fedprox
[Round 008/100] Acc=73.280 | RoundTime=63.29s | TotalTime=502.77s | Method=fedprox
[Round 009/100] Acc=74.890 | RoundTime=62.28s | TotalTime=565.05s | Method=fedprox
[Round 010/100] Acc=77.520 | RoundTime=62.75s | TotalTime=627.80s | Method=fedprox
[Round 011/100] Acc=79.950 | RoundTime=62.87s | TotalTime=690.67s | Method=fedprox
[Round 012/100] Acc=74.160 | RoundTime=65.12s | TotalTime=755.79s | Method=fedprox
[Round 013/100] Acc=77.080 | RoundTime=62.81s | TotalTime=818.60s | Method=fedprox
[Round 014/100] Acc=75.040 | RoundTime=62.94s | TotalTime=881.55s | Method=fedprox
