====================================================================================================
Training started at: 2026-03-13 12:31:00
Result directory: results/fl_svhn/fedprox
Result txt file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123100.txt
Result log file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123100.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | RoundTime=73.96s | TotalTime=73.96s | Method=fedprox
[Round 002/100] Acc=27.110 | RoundTime=70.84s | TotalTime=144.80s | Method=fedprox
[Round 003/100] Acc=59.130 | RoundTime=72.55s | TotalTime=217.34s | Method=fedprox
[Round 004/100] Acc=66.490 | RoundTime=71.88s | TotalTime=289.22s | Method=fedprox
[Round 005/100] Acc=71.050 | RoundTime=71.90s | TotalTime=361.12s | Method=fedprox
[Round 006/100] Acc=69.160 | RoundTime=71.01s | TotalTime=432.13s | Method=fedprox
[Round 007/100] Acc=73.670 | RoundTime=74.80s | TotalTime=506.93s | Method=fedprox
[Round 008/100] Acc=71.950 | RoundTime=72.66s | TotalTime=579.59s | Method=fedprox
[Round 009/100] Acc=70.090 | RoundTime=72.94s | TotalTime=652.53s | Method=fedprox
[Round 010/100] Acc=69.960 | RoundTime=73.35s | TotalTime=725.89s | Method=fedprox
[Round 011/100] Acc=70.690 | RoundTime=72.30s | TotalTime=798.18s | Method=fedprox
[Round 012/100] Acc=70.570 | RoundTime=74.20s | TotalTime=872.39s | Method=fedprox
[Round 013/100] Acc=57.530 | RoundTime=72.63s | TotalTime=945.01s | Method=fedprox
[Round 014/100] Acc=59.640 | RoundTime=72.55s | TotalTime=1017.57s | Method=fedprox
[Round 015/100] Acc=74.530 | RoundTime=74.44s | TotalTime=1092.01s | Method=fedprox
[Round 016/100] Acc=68.210 | RoundTime=72.96s | TotalTime=1164.97s | Method=fedprox
[Round 017/100] Acc=72.880 | RoundTime=72.40s | TotalTime=1237.37s | Method=fedprox
[Round 018/100] Acc=74.240 | RoundTime=73.81s | TotalTime=1311.18s | Method=fedprox
[Round 019/100] Acc=73.010 | RoundTime=73.08s | TotalTime=1384.26s | Method=fedprox
[Round 020/100] Acc=73.850 | RoundTime=71.56s | TotalTime=1455.83s | Method=fedprox
[Round 021/100] Acc=69.230 | RoundTime=72.77s | TotalTime=1528.60s | Method=fedprox
[Round 022/100] Acc=70.330 | RoundTime=72.02s | TotalTime=1600.62s | Method=fedprox
[Round 023/100] Acc=70.620 | RoundTime=72.66s | TotalTime=1673.28s | Method=fedprox
[Round 024/100] Acc=73.160 | RoundTime=72.58s | TotalTime=1745.87s | Method=fedprox
[Round 025/100] Acc=72.650 | RoundTime=73.97s | TotalTime=1819.83s | Method=fedprox
[Round 026/100] Acc=67.840 | RoundTime=72.42s | TotalTime=1892.26s | Method=fedprox
[Round 027/100] Acc=70.820 | RoundTime=73.17s | TotalTime=1965.43s | Method=fedprox
[Round 028/100] Acc=69.360 | RoundTime=72.20s | TotalTime=2037.63s | Method=fedprox
[Round 029/100] Acc=68.160 | RoundTime=72.00s | TotalTime=2109.62s | Method=fedprox
[Round 030/100] Acc=71.720 | RoundTime=74.00s | TotalTime=2183.62s | Method=fedprox
[Round 031/100] Acc=71.140 | RoundTime=72.58s | TotalTime=2256.20s | Method=fedprox
[Round 032/100] Acc=76.360 | RoundTime=73.14s | TotalTime=2329.33s | Method=fedprox
[Round 033/100] Acc=69.830 | RoundTime=72.22s | TotalTime=2401.56s | Method=fedprox
[Round 034/100] Acc=70.370 | RoundTime=72.96s | TotalTime=2474.52s | Method=fedprox
[Round 035/100] Acc=72.650 | RoundTime=71.54s | TotalTime=2546.06s | Method=fedprox
[Round 036/100] Acc=68.990 | RoundTime=72.00s | TotalTime=2618.06s | Method=fedprox
[Round 037/100] Acc=64.970 | RoundTime=72.40s | TotalTime=2690.46s | Method=fedprox
[Round 038/100] Acc=71.350 | RoundTime=71.91s | TotalTime=2762.37s | Method=fedprox
[Round 039/100] Acc=67.620 | RoundTime=72.81s | TotalTime=2835.19s | Method=fedprox
[Round 040/100] Acc=71.000 | RoundTime=71.90s | TotalTime=2907.08s | Method=fedprox
[Round 041/100] Acc=66.140 | RoundTime=72.21s | TotalTime=2979.29s | Method=fedprox
[Round 042/100] Acc=70.250 | RoundTime=72.58s | TotalTime=3051.87s | Method=fedprox
[Round 043/100] Acc=70.990 | RoundTime=72.07s | TotalTime=3123.94s | Method=fedprox
[Round 044/100] Acc=69.880 | RoundTime=72.64s | TotalTime=3196.58s | Method=fedprox
[Round 045/100] Acc=71.490 | RoundTime=71.85s | TotalTime=3268.44s | Method=fedprox
[Round 046/100] Acc=70.230 | RoundTime=71.82s | TotalTime=3340.26s | Method=fedprox
[Round 047/100] Acc=72.010 | RoundTime=71.77s | TotalTime=3412.03s | Method=fedprox
[Round 048/100] Acc=69.050 | RoundTime=71.46s | TotalTime=3483.49s | Method=fedprox
[Round 049/100] Acc=70.830 | RoundTime=73.44s | TotalTime=3556.93s | Method=fedprox
[Round 050/100] Acc=69.890 | RoundTime=73.15s | TotalTime=3630.08s | Method=fedprox
[Round 051/100] Acc=67.240 | RoundTime=71.23s | TotalTime=3701.31s | Method=fedprox
[Round 052/100] Acc=66.000 | RoundTime=73.06s | TotalTime=3774.37s | Method=fedprox
[Round 053/100] Acc=66.270 | RoundTime=71.78s | TotalTime=3846.16s | Method=fedprox
[Round 054/100] Acc=69.050 | RoundTime=71.59s | TotalTime=3917.75s | Method=fedprox
[Round 055/100] Acc=71.500 | RoundTime=71.97s | TotalTime=3989.72s | Method=fedprox
[Round 056/100] Acc=71.450 | RoundTime=72.95s | TotalTime=4062.67s | Method=fedprox
[Round 057/100] Acc=72.220 | RoundTime=71.86s | TotalTime=4134.52s | Method=fedprox
[Round 058/100] Acc=68.110 | RoundTime=72.23s | TotalTime=4206.75s | Method=fedprox
[Round 059/100] Acc=66.980 | RoundTime=72.49s | TotalTime=4279.25s | Method=fedprox
[Round 060/100] Acc=67.060 | RoundTime=71.34s | TotalTime=4350.59s | Method=fedprox
[Round 061/100] Acc=59.260 | RoundTime=71.33s | TotalTime=4421.92s | Method=fedprox
[Round 062/100] Acc=70.880 | RoundTime=71.51s | TotalTime=4493.43s | Method=fedprox
[Round 063/100] Acc=71.180 | RoundTime=70.91s | TotalTime=4564.34s | Method=fedprox
[Round 064/100] Acc=70.040 | RoundTime=72.64s | TotalTime=4636.98s | Method=fedprox
[Round 065/100] Acc=67.470 | RoundTime=71.91s | TotalTime=4708.89s | Method=fedprox
[Round 066/100] Acc=64.760 | RoundTime=71.27s | TotalTime=4780.16s | Method=fedprox
[Round 067/100] Acc=69.540 | RoundTime=70.63s | TotalTime=4850.79s | Method=fedprox
[Round 068/100] Acc=73.640 | RoundTime=70.71s | TotalTime=4921.50s | Method=fedprox
[Round 069/100] Acc=69.930 | RoundTime=71.18s | TotalTime=4992.68s | Method=fedprox
[Round 070/100] Acc=69.910 | RoundTime=65.14s | TotalTime=5057.83s | Method=fedprox
[Round 071/100] Acc=66.890 | RoundTime=56.25s | TotalTime=5114.08s | Method=fedprox
[Round 072/100] Acc=65.640 | RoundTime=55.67s | TotalTime=5169.75s | Method=fedprox
[Round 073/100] Acc=66.110 | RoundTime=56.19s | TotalTime=5225.94s | Method=fedprox
[Round 074/100] Acc=69.840 | RoundTime=54.56s | TotalTime=5280.49s | Method=fedprox
[Round 075/100] Acc=72.840 | RoundTime=55.46s | TotalTime=5335.96s | Method=fedprox
[Round 076/100] Acc=70.620 | RoundTime=55.32s | TotalTime=5391.28s | Method=fedprox
[Round 077/100] Acc=67.590 | RoundTime=54.89s | TotalTime=5446.16s | Method=fedprox
[Round 078/100] Acc=68.480 | RoundTime=55.10s | TotalTime=5501.26s | Method=fedprox
[Round 079/100] Acc=71.580 | RoundTime=54.86s | TotalTime=5556.11s | Method=fedprox
[Round 080/100] Acc=66.790 | RoundTime=55.58s | TotalTime=5611.70s | Method=fedprox
[Round 081/100] Acc=60.880 | RoundTime=53.93s | TotalTime=5665.63s | Method=fedprox
[Round 082/100] Acc=70.050 | RoundTime=56.20s | TotalTime=5721.84s | Method=fedprox
[Round 083/100] Acc=69.550 | RoundTime=53.94s | TotalTime=5775.77s | Method=fedprox
[Round 084/100] Acc=73.970 | RoundTime=54.80s | TotalTime=5830.58s | Method=fedprox
[Round 085/100] Acc=68.850 | RoundTime=53.37s | TotalTime=5883.95s | Method=fedprox
[Round 086/100] Acc=69.840 | RoundTime=53.94s | TotalTime=5937.90s | Method=fedprox
[Round 087/100] Acc=68.290 | RoundTime=54.52s | TotalTime=5992.41s | Method=fedprox
[Round 088/100] Acc=69.900 | RoundTime=55.64s | TotalTime=6048.05s | Method=fedprox
[Round 089/100] Acc=67.520 | RoundTime=47.43s | TotalTime=6095.48s | Method=fedprox
[Round 090/100] Acc=70.970 | RoundTime=46.75s | TotalTime=6142.23s | Method=fedprox
[Round 091/100] Acc=70.330 | RoundTime=46.94s | TotalTime=6189.17s | Method=fedprox
[Round 092/100] Acc=70.610 | RoundTime=46.08s | TotalTime=6235.25s | Method=fedprox
[Round 093/100] Acc=68.210 | RoundTime=45.98s | TotalTime=6281.23s | Method=fedprox
[Round 094/100] Acc=69.750 | RoundTime=48.09s | TotalTime=6329.32s | Method=fedprox
[Round 095/100] Acc=70.930 | RoundTime=47.16s | TotalTime=6376.48s | Method=fedprox
[Round 096/100] Acc=70.110 | RoundTime=47.61s | TotalTime=6424.08s | Method=fedprox
[Round 097/100] Acc=68.110 | RoundTime=49.03s | TotalTime=6473.12s | Method=fedprox
[Round 098/100] Acc=69.480 | RoundTime=48.27s | TotalTime=6521.38s | Method=fedprox
[Round 099/100] Acc=70.060 | RoundTime=46.98s | TotalTime=6568.37s | Method=fedprox
[Round 100/100] Acc=64.720 | RoundTime=46.92s | TotalTime=6615.29s | Method=fedprox
====================================================================================================
Training finished at: 2026-03-13 14:21:15
Total elapsed time: 6615.29s
Final Acc: 64.720
Best Acc : 76.360
====================================================================================================
