====================================================================================================
Training started at: 2026-03-13 14:10:32
Result directory: results/fl_svhn/fedprox
Result txt file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-141032.txt
Result log file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-141032.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | RoundTime=64.06s | TotalTime=64.06s | Method=fedprox
[Round 002/100] Acc=60.310 | RoundTime=62.67s | TotalTime=126.73s | Method=fedprox
[Round 003/100] Acc=73.790 | RoundTime=63.27s | TotalTime=190.00s | Method=fedprox
[Round 004/100] Acc=76.500 | RoundTime=64.65s | TotalTime=254.65s | Method=fedprox
[Round 005/100] Acc=80.050 | RoundTime=61.56s | TotalTime=316.20s | Method=fedprox
[Round 006/100] Acc=78.850 | RoundTime=64.00s | TotalTime=380.21s | Method=fedprox
[Round 007/100] Acc=80.490 | RoundTime=62.17s | TotalTime=442.38s | Method=fedprox
[Round 008/100] Acc=75.380 | RoundTime=64.59s | TotalTime=506.97s | Method=fedprox
[Round 009/100] Acc=81.330 | RoundTime=62.81s | TotalTime=569.78s | Method=fedprox
[Round 010/100] Acc=80.000 | RoundTime=62.40s | TotalTime=632.18s | Method=fedprox
[Round 011/100] Acc=78.810 | RoundTime=62.65s | TotalTime=694.83s | Method=fedprox
[Round 012/100] Acc=79.860 | RoundTime=63.29s | TotalTime=758.12s | Method=fedprox
[Round 013/100] Acc=77.150 | RoundTime=63.14s | TotalTime=821.26s | Method=fedprox
[Round 014/100] Acc=79.540 | RoundTime=62.84s | TotalTime=884.10s | Method=fedprox
[Round 015/100] Acc=80.650 | RoundTime=63.61s | TotalTime=947.71s | Method=fedprox
[Round 016/100] Acc=81.060 | RoundTime=63.49s | TotalTime=1011.20s | Method=fedprox
[Round 017/100] Acc=78.730 | RoundTime=65.16s | TotalTime=1076.36s | Method=fedprox
[Round 018/100] Acc=78.330 | RoundTime=62.19s | TotalTime=1138.54s | Method=fedprox
