====================================================================================================
Training started at: 2026-03-13 14:15:59
Result directory: results/fl_svhn/fedprox
Result txt file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-141559.txt
Result log file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-141559.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | RoundTime=72.48s | TotalTime=72.48s | Method=fedprox
[Round 002/100] Acc=55.030 | RoundTime=72.25s | TotalTime=144.73s | Method=fedprox
[Round 003/100] Acc=76.200 | RoundTime=71.99s | TotalTime=216.71s | Method=fedprox
[Round 004/100] Acc=67.190 | RoundTime=72.32s | TotalTime=289.04s | Method=fedprox
[Round 005/100] Acc=77.950 | RoundTime=72.89s | TotalTime=361.93s | Method=fedprox
[Round 006/100] Acc=72.500 | RoundTime=72.65s | TotalTime=434.58s | Method=fedprox
[Round 007/100] Acc=77.130 | RoundTime=72.18s | TotalTime=506.76s | Method=fedprox
[Round 008/100] Acc=74.570 | RoundTime=73.72s | TotalTime=580.47s | Method=fedprox
[Round 009/100] Acc=72.460 | RoundTime=72.59s | TotalTime=653.07s | Method=fedprox
[Round 010/100] Acc=76.770 | RoundTime=72.98s | TotalTime=726.05s | Method=fedprox
[Round 011/100] Acc=73.790 | RoundTime=72.68s | TotalTime=798.74s | Method=fedprox
[Round 012/100] Acc=72.860 | RoundTime=73.48s | TotalTime=872.21s | Method=fedprox
[Round 013/100] Acc=70.490 | RoundTime=71.76s | TotalTime=943.97s | Method=fedprox
[Round 014/100] Acc=77.470 | RoundTime=73.42s | TotalTime=1017.40s | Method=fedprox
[Round 015/100] Acc=76.250 | RoundTime=71.97s | TotalTime=1089.37s | Method=fedprox
[Round 016/100] Acc=72.120 | RoundTime=72.21s | TotalTime=1161.58s | Method=fedprox
[Round 017/100] Acc=73.480 | RoundTime=71.82s | TotalTime=1233.39s | Method=fedprox
[Round 018/100] Acc=77.390 | RoundTime=73.79s | TotalTime=1307.18s | Method=fedprox
[Round 019/100] Acc=73.570 | RoundTime=72.46s | TotalTime=1379.65s | Method=fedprox
[Round 020/100] Acc=77.870 | RoundTime=72.40s | TotalTime=1452.05s | Method=fedprox
[Round 021/100] Acc=77.670 | RoundTime=74.26s | TotalTime=1526.31s | Method=fedprox
[Round 022/100] Acc=72.350 | RoundTime=72.42s | TotalTime=1598.73s | Method=fedprox
[Round 023/100] Acc=77.080 | RoundTime=74.45s | TotalTime=1673.18s | Method=fedprox
[Round 024/100] Acc=74.120 | RoundTime=72.26s | TotalTime=1745.44s | Method=fedprox
[Round 025/100] Acc=74.660 | RoundTime=72.94s | TotalTime=1818.38s | Method=fedprox
[Round 026/100] Acc=73.290 | RoundTime=73.21s | TotalTime=1891.59s | Method=fedprox
[Round 027/100] Acc=75.510 | RoundTime=74.21s | TotalTime=1965.80s | Method=fedprox
[Round 028/100] Acc=71.240 | RoundTime=73.57s | TotalTime=2039.38s | Method=fedprox
[Round 029/100] Acc=66.400 | RoundTime=73.84s | TotalTime=2113.22s | Method=fedprox
[Round 030/100] Acc=77.970 | RoundTime=72.39s | TotalTime=2185.60s | Method=fedprox
[Round 031/100] Acc=77.930 | RoundTime=73.20s | TotalTime=2258.80s | Method=fedprox
[Round 032/100] Acc=74.440 | RoundTime=71.69s | TotalTime=2330.50s | Method=fedprox
[Round 033/100] Acc=71.860 | RoundTime=73.00s | TotalTime=2403.50s | Method=fedprox
[Round 034/100] Acc=73.920 | RoundTime=72.14s | TotalTime=2475.64s | Method=fedprox
[Round 035/100] Acc=75.730 | RoundTime=72.96s | TotalTime=2548.60s | Method=fedprox
