====================================================================================================
Training started at: 2026-03-13 12:17:59
Result directory: results/fl_svhn/fedprox
Result txt file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-121759.txt
Result log file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-121759.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=15.940 | RoundTime=56.97s | TotalTime=56.98s | Method=fedprox
[Round 002/100] Acc=11.180 | RoundTime=55.66s | TotalTime=112.64s | Method=fedprox
[Round 003/100] Acc=46.430 | RoundTime=54.06s | TotalTime=166.70s | Method=fedprox
[Round 004/100] Acc=44.880 | RoundTime=55.40s | TotalTime=222.10s | Method=fedprox
[Round 005/100] Acc=56.860 | RoundTime=55.41s | TotalTime=277.51s | Method=fedprox
[Round 006/100] Acc=51.300 | RoundTime=56.23s | TotalTime=333.74s | Method=fedprox
[Round 007/100] Acc=58.190 | RoundTime=56.97s | TotalTime=390.71s | Method=fedprox
[Round 008/100] Acc=57.410 | RoundTime=56.59s | TotalTime=447.30s | Method=fedprox
[Round 009/100] Acc=42.740 | RoundTime=54.79s | TotalTime=502.08s | Method=fedprox
[Round 010/100] Acc=60.550 | RoundTime=55.28s | TotalTime=557.36s | Method=fedprox
[Round 011/100] Acc=62.080 | RoundTime=57.76s | TotalTime=615.12s | Method=fedprox
[Round 012/100] Acc=51.800 | RoundTime=57.22s | TotalTime=672.34s | Method=fedprox
[Round 013/100] Acc=51.110 | RoundTime=56.90s | TotalTime=729.24s | Method=fedprox
[Round 014/100] Acc=50.930 | RoundTime=57.69s | TotalTime=786.93s | Method=fedprox
[Round 015/100] Acc=54.860 | RoundTime=58.13s | TotalTime=845.06s | Method=fedprox
[Round 016/100] Acc=52.730 | RoundTime=59.59s | TotalTime=904.65s | Method=fedprox
[Round 017/100] Acc=49.730 | RoundTime=59.45s | TotalTime=964.11s | Method=fedprox
[Round 018/100] Acc=50.830 | RoundTime=61.61s | TotalTime=1025.71s | Method=fedprox
[Round 019/100] Acc=52.040 | RoundTime=61.93s | TotalTime=1087.65s | Method=fedprox
[Round 020/100] Acc=48.910 | RoundTime=61.47s | TotalTime=1149.12s | Method=fedprox
[Round 021/100] Acc=53.890 | RoundTime=61.24s | TotalTime=1210.35s | Method=fedprox
[Round 022/100] Acc=44.620 | RoundTime=62.93s | TotalTime=1273.28s | Method=fedprox
[Round 023/100] Acc=45.270 | RoundTime=63.03s | TotalTime=1336.31s | Method=fedprox
[Round 024/100] Acc=59.850 | RoundTime=62.88s | TotalTime=1399.19s | Method=fedprox
[Round 025/100] Acc=52.710 | RoundTime=63.59s | TotalTime=1462.79s | Method=fedprox
[Round 026/100] Acc=57.490 | RoundTime=63.73s | TotalTime=1526.52s | Method=fedprox
[Round 027/100] Acc=59.260 | RoundTime=64.08s | TotalTime=1590.59s | Method=fedprox
[Round 028/100] Acc=55.210 | RoundTime=63.11s | TotalTime=1653.70s | Method=fedprox
[Round 029/100] Acc=50.850 | RoundTime=62.78s | TotalTime=1716.48s | Method=fedprox
[Round 030/100] Acc=48.960 | RoundTime=62.16s | TotalTime=1778.63s | Method=fedprox
[Round 031/100] Acc=48.590 | RoundTime=63.20s | TotalTime=1841.83s | Method=fedprox
[Round 032/100] Acc=55.560 | RoundTime=63.23s | TotalTime=1905.06s | Method=fedprox
[Round 033/100] Acc=50.070 | RoundTime=62.47s | TotalTime=1967.53s | Method=fedprox
[Round 034/100] Acc=51.160 | RoundTime=62.90s | TotalTime=2030.43s | Method=fedprox
[Round 035/100] Acc=48.960 | RoundTime=61.48s | TotalTime=2091.91s | Method=fedprox
[Round 036/100] Acc=50.650 | RoundTime=61.13s | TotalTime=2153.04s | Method=fedprox
[Round 037/100] Acc=47.490 | RoundTime=60.91s | TotalTime=2213.95s | Method=fedprox
[Round 038/100] Acc=53.860 | RoundTime=60.62s | TotalTime=2274.57s | Method=fedprox
[Round 039/100] Acc=52.480 | RoundTime=60.71s | TotalTime=2335.28s | Method=fedprox
[Round 040/100] Acc=58.150 | RoundTime=61.17s | TotalTime=2396.45s | Method=fedprox
[Round 041/100] Acc=56.530 | RoundTime=61.37s | TotalTime=2457.82s | Method=fedprox
[Round 042/100] Acc=54.790 | RoundTime=61.89s | TotalTime=2519.70s | Method=fedprox
[Round 043/100] Acc=53.620 | RoundTime=61.14s | TotalTime=2580.84s | Method=fedprox
[Round 044/100] Acc=54.120 | RoundTime=61.16s | TotalTime=2642.01s | Method=fedprox
[Round 045/100] Acc=51.230 | RoundTime=63.23s | TotalTime=2705.23s | Method=fedprox
[Round 046/100] Acc=52.370 | RoundTime=61.29s | TotalTime=2766.52s | Method=fedprox
[Round 047/100] Acc=47.910 | RoundTime=61.72s | TotalTime=2828.24s | Method=fedprox
[Round 048/100] Acc=47.970 | RoundTime=62.97s | TotalTime=2891.22s | Method=fedprox
[Round 049/100] Acc=46.420 | RoundTime=60.22s | TotalTime=2951.44s | Method=fedprox
[Round 050/100] Acc=51.270 | RoundTime=60.79s | TotalTime=3012.23s | Method=fedprox
[Round 051/100] Acc=51.960 | RoundTime=60.07s | TotalTime=3072.30s | Method=fedprox
[Round 052/100] Acc=56.170 | RoundTime=61.27s | TotalTime=3133.57s | Method=fedprox
[Round 053/100] Acc=54.900 | RoundTime=61.26s | TotalTime=3194.82s | Method=fedprox
[Round 054/100] Acc=52.960 | RoundTime=63.00s | TotalTime=3257.83s | Method=fedprox
[Round 055/100] Acc=47.340 | RoundTime=62.19s | TotalTime=3320.01s | Method=fedprox
[Round 056/100] Acc=52.480 | RoundTime=62.19s | TotalTime=3382.20s | Method=fedprox
[Round 057/100] Acc=57.420 | RoundTime=59.61s | TotalTime=3441.81s | Method=fedprox
[Round 058/100] Acc=49.060 | RoundTime=60.07s | TotalTime=3501.89s | Method=fedprox
[Round 059/100] Acc=47.820 | RoundTime=58.53s | TotalTime=3560.42s | Method=fedprox
[Round 060/100] Acc=56.000 | RoundTime=59.08s | TotalTime=3619.49s | Method=fedprox
[Round 061/100] Acc=54.670 | RoundTime=61.11s | TotalTime=3680.61s | Method=fedprox
[Round 062/100] Acc=51.130 | RoundTime=61.47s | TotalTime=3742.08s | Method=fedprox
[Round 063/100] Acc=57.030 | RoundTime=59.85s | TotalTime=3801.92s | Method=fedprox
[Round 064/100] Acc=53.680 | RoundTime=60.38s | TotalTime=3862.31s | Method=fedprox
[Round 065/100] Acc=54.080 | RoundTime=60.87s | TotalTime=3923.17s | Method=fedprox
[Round 066/100] Acc=53.580 | RoundTime=58.71s | TotalTime=3981.88s | Method=fedprox
[Round 067/100] Acc=52.540 | RoundTime=59.22s | TotalTime=4041.11s | Method=fedprox
[Round 068/100] Acc=57.510 | RoundTime=59.79s | TotalTime=4100.90s | Method=fedprox
[Round 069/100] Acc=56.020 | RoundTime=59.81s | TotalTime=4160.71s | Method=fedprox
[Round 070/100] Acc=53.920 | RoundTime=60.71s | TotalTime=4221.43s | Method=fedprox
[Round 071/100] Acc=49.540 | RoundTime=59.07s | TotalTime=4280.50s | Method=fedprox
[Round 072/100] Acc=52.650 | RoundTime=60.84s | TotalTime=4341.34s | Method=fedprox
