====================================================================================================
Training started at: 2026-03-13 13:57:27
Result directory: results/fl_svhn/fedprox
Result txt file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-135727.txt
Result log file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-135727.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=16.620 | RoundTime=53.44s | TotalTime=53.44s | Method=fedprox
[Round 002/100] Acc=60.690 | RoundTime=52.16s | TotalTime=105.60s | Method=fedprox
[Round 003/100] Acc=78.120 | RoundTime=52.36s | TotalTime=157.96s | Method=fedprox
[Round 004/100] Acc=76.700 | RoundTime=53.86s | TotalTime=211.82s | Method=fedprox
[Round 005/100] Acc=78.760 | RoundTime=51.96s | TotalTime=263.78s | Method=fedprox
[Round 006/100] Acc=77.190 | RoundTime=52.74s | TotalTime=316.52s | Method=fedprox
[Round 007/100] Acc=79.110 | RoundTime=52.18s | TotalTime=368.70s | Method=fedprox
[Round 008/100] Acc=81.310 | RoundTime=51.14s | TotalTime=419.83s | Method=fedprox
[Round 009/100] Acc=81.470 | RoundTime=51.98s | TotalTime=471.81s | Method=fedprox
[Round 010/100] Acc=81.860 | RoundTime=52.19s | TotalTime=524.01s | Method=fedprox
[Round 011/100] Acc=79.870 | RoundTime=52.13s | TotalTime=576.14s | Method=fedprox
[Round 012/100] Acc=81.030 | RoundTime=51.81s | TotalTime=627.94s | Method=fedprox
[Round 013/100] Acc=80.950 | RoundTime=51.58s | TotalTime=679.53s | Method=fedprox
[Round 014/100] Acc=81.200 | RoundTime=51.02s | TotalTime=730.54s | Method=fedprox
[Round 015/100] Acc=75.660 | RoundTime=50.53s | TotalTime=781.08s | Method=fedprox
[Round 016/100] Acc=78.050 | RoundTime=52.94s | TotalTime=834.02s | Method=fedprox
[Round 017/100] Acc=78.860 | RoundTime=52.17s | TotalTime=886.19s | Method=fedprox
[Round 018/100] Acc=81.780 | RoundTime=51.75s | TotalTime=937.94s | Method=fedprox
