====================================================================================================
Training started at: 2026-03-13 12:31:00
Result directory: results/fl_svhn/fedprox
Result txt file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123100.txt
Result log file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123100.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | RoundTime=74.36s | TotalTime=74.36s | Method=fedprox
[Round 002/100] Acc=15.950 | RoundTime=71.54s | TotalTime=145.90s | Method=fedprox
[Round 003/100] Acc=44.780 | RoundTime=72.35s | TotalTime=218.25s | Method=fedprox
[Round 004/100] Acc=46.830 | RoundTime=71.68s | TotalTime=289.93s | Method=fedprox
[Round 005/100] Acc=54.340 | RoundTime=72.29s | TotalTime=362.21s | Method=fedprox
[Round 006/100] Acc=50.650 | RoundTime=71.17s | TotalTime=433.38s | Method=fedprox
[Round 007/100] Acc=56.030 | RoundTime=75.20s | TotalTime=508.58s | Method=fedprox
[Round 008/100] Acc=51.130 | RoundTime=72.70s | TotalTime=581.28s | Method=fedprox
[Round 009/100] Acc=43.520 | RoundTime=72.67s | TotalTime=653.95s | Method=fedprox
[Round 010/100] Acc=52.630 | RoundTime=73.14s | TotalTime=727.09s | Method=fedprox
[Round 011/100] Acc=61.190 | RoundTime=71.76s | TotalTime=798.85s | Method=fedprox
[Round 012/100] Acc=56.930 | RoundTime=74.61s | TotalTime=873.46s | Method=fedprox
[Round 013/100] Acc=53.130 | RoundTime=72.79s | TotalTime=946.26s | Method=fedprox
[Round 014/100] Acc=58.570 | RoundTime=73.12s | TotalTime=1019.38s | Method=fedprox
[Round 015/100] Acc=50.850 | RoundTime=74.44s | TotalTime=1093.82s | Method=fedprox
[Round 016/100] Acc=58.510 | RoundTime=73.19s | TotalTime=1167.01s | Method=fedprox
[Round 017/100] Acc=56.080 | RoundTime=74.04s | TotalTime=1241.04s | Method=fedprox
[Round 018/100] Acc=50.260 | RoundTime=74.24s | TotalTime=1315.29s | Method=fedprox
[Round 019/100] Acc=49.590 | RoundTime=73.12s | TotalTime=1388.41s | Method=fedprox
[Round 020/100] Acc=43.500 | RoundTime=71.49s | TotalTime=1459.90s | Method=fedprox
[Round 021/100] Acc=46.720 | RoundTime=73.79s | TotalTime=1533.69s | Method=fedprox
[Round 022/100] Acc=51.190 | RoundTime=71.90s | TotalTime=1605.59s | Method=fedprox
[Round 023/100] Acc=52.090 | RoundTime=72.77s | TotalTime=1678.37s | Method=fedprox
[Round 024/100] Acc=57.910 | RoundTime=72.36s | TotalTime=1750.73s | Method=fedprox
[Round 025/100] Acc=51.270 | RoundTime=73.80s | TotalTime=1824.53s | Method=fedprox
[Round 026/100] Acc=51.920 | RoundTime=73.28s | TotalTime=1897.81s | Method=fedprox
[Round 027/100] Acc=49.650 | RoundTime=73.09s | TotalTime=1970.90s | Method=fedprox
[Round 028/100] Acc=53.280 | RoundTime=72.38s | TotalTime=2043.28s | Method=fedprox
[Round 029/100] Acc=52.930 | RoundTime=72.11s | TotalTime=2115.40s | Method=fedprox
[Round 030/100] Acc=51.810 | RoundTime=74.22s | TotalTime=2189.62s | Method=fedprox
[Round 031/100] Acc=58.410 | RoundTime=73.13s | TotalTime=2262.74s | Method=fedprox
[Round 032/100] Acc=54.280 | RoundTime=74.16s | TotalTime=2336.91s | Method=fedprox
[Round 033/100] Acc=55.300 | RoundTime=72.68s | TotalTime=2409.59s | Method=fedprox
[Round 034/100] Acc=51.080 | RoundTime=72.18s | TotalTime=2481.77s | Method=fedprox
[Round 035/100] Acc=52.360 | RoundTime=72.15s | TotalTime=2553.92s | Method=fedprox
[Round 036/100] Acc=57.240 | RoundTime=72.05s | TotalTime=2625.97s | Method=fedprox
[Round 037/100] Acc=46.820 | RoundTime=72.33s | TotalTime=2698.31s | Method=fedprox
[Round 038/100] Acc=59.250 | RoundTime=71.76s | TotalTime=2770.06s | Method=fedprox
[Round 039/100] Acc=50.360 | RoundTime=72.13s | TotalTime=2842.19s | Method=fedprox
[Round 040/100] Acc=54.090 | RoundTime=71.56s | TotalTime=2913.74s | Method=fedprox
[Round 041/100] Acc=51.880 | RoundTime=71.89s | TotalTime=2985.63s | Method=fedprox
[Round 042/100] Acc=53.360 | RoundTime=73.26s | TotalTime=3058.90s | Method=fedprox
[Round 043/100] Acc=54.010 | RoundTime=72.18s | TotalTime=3131.08s | Method=fedprox
[Round 044/100] Acc=55.210 | RoundTime=72.95s | TotalTime=3204.03s | Method=fedprox
[Round 045/100] Acc=52.850 | RoundTime=71.96s | TotalTime=3275.99s | Method=fedprox
[Round 046/100] Acc=50.990 | RoundTime=71.18s | TotalTime=3347.18s | Method=fedprox
[Round 047/100] Acc=50.610 | RoundTime=72.83s | TotalTime=3420.01s | Method=fedprox
[Round 048/100] Acc=54.200 | RoundTime=71.68s | TotalTime=3491.69s | Method=fedprox
[Round 049/100] Acc=33.890 | RoundTime=73.17s | TotalTime=3564.86s | Method=fedprox
[Round 050/100] Acc=48.130 | RoundTime=72.22s | TotalTime=3637.08s | Method=fedprox
[Round 051/100] Acc=59.140 | RoundTime=72.09s | TotalTime=3709.17s | Method=fedprox
[Round 052/100] Acc=53.680 | RoundTime=71.91s | TotalTime=3781.08s | Method=fedprox
