====================================================================================================
Training started at: 2026-03-13 14:21:38
Result directory: results/fl_svhn/fedprox
Result txt file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-142138.txt
Result log file : results/fl_svhn/fedprox/model=fedprox_dataset=fl_svhn_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-142138.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | RoundTime=72.54s | TotalTime=72.54s | Method=fedprox
[Round 002/100] Acc=64.210 | RoundTime=71.74s | TotalTime=144.29s | Method=fedprox
[Round 003/100] Acc=75.680 | RoundTime=71.29s | TotalTime=215.58s | Method=fedprox
[Round 004/100] Acc=77.170 | RoundTime=72.64s | TotalTime=288.22s | Method=fedprox
[Round 005/100] Acc=76.670 | RoundTime=71.77s | TotalTime=359.99s | Method=fedprox
[Round 006/100] Acc=79.910 | RoundTime=71.23s | TotalTime=431.22s | Method=fedprox
[Round 007/100] Acc=77.590 | RoundTime=71.18s | TotalTime=502.41s | Method=fedprox
[Round 008/100] Acc=81.850 | RoundTime=71.73s | TotalTime=574.14s | Method=fedprox
[Round 009/100] Acc=80.510 | RoundTime=71.09s | TotalTime=645.23s | Method=fedprox
[Round 010/100] Acc=79.970 | RoundTime=71.83s | TotalTime=717.06s | Method=fedprox
[Round 011/100] Acc=79.260 | RoundTime=71.44s | TotalTime=788.51s | Method=fedprox
[Round 012/100] Acc=79.670 | RoundTime=71.81s | TotalTime=860.31s | Method=fedprox
[Round 013/100] Acc=77.200 | RoundTime=71.65s | TotalTime=931.96s | Method=fedprox
[Round 014/100] Acc=81.050 | RoundTime=72.26s | TotalTime=1004.23s | Method=fedprox
