====================================================================================================
Training started at: 2026-03-31 14:39:08
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.5
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.5/fedcda_fl_cifar10_20260331-143908-783753_pid2760513.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.5/fedcda_fl_cifar10_20260331-143908-783753_pid2760513.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.5
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=12.460 | RoundTime=23.39s | TotalTime=23.39s | Method=fedcda
[Round 002/100] Acc=10.190 | RoundTime=23.62s | TotalTime=47.01s | Method=fedcda
[Round 003/100] Acc=29.800 | RoundTime=22.89s | TotalTime=69.90s | Method=fedcda
[Round 004/100] Acc=28.890 | RoundTime=23.32s | TotalTime=93.22s | Method=fedcda
[Round 005/100] Acc=32.460 | RoundTime=24.19s | TotalTime=117.41s | Method=fedcda
[Round 006/100] Acc=28.970 | RoundTime=24.61s | TotalTime=142.02s | Method=fedcda
[Round 007/100] Acc=37.860 | RoundTime=23.39s | TotalTime=165.41s | Method=fedcda
[Round 008/100] Acc=36.600 | RoundTime=24.28s | TotalTime=189.69s | Method=fedcda
[Round 009/100] Acc=32.270 | RoundTime=23.86s | TotalTime=213.54s | Method=fedcda
[Round 010/100] Acc=24.450 | RoundTime=25.75s | TotalTime=239.30s | Method=fedcda
[Round 011/100] Acc=31.660 | RoundTime=23.67s | TotalTime=262.97s | Method=fedcda
[Round 012/100] Acc=41.720 | RoundTime=23.80s | TotalTime=286.77s | Method=fedcda
[Round 013/100] Acc=41.460 | RoundTime=21.85s | TotalTime=308.62s | Method=fedcda
[Round 014/100] Acc=44.220 | RoundTime=21.08s | TotalTime=329.69s | Method=fedcda
[Round 015/100] Acc=44.600 | RoundTime=21.15s | TotalTime=350.84s | Method=fedcda
[Round 016/100] Acc=41.720 | RoundTime=21.62s | TotalTime=372.47s | Method=fedcda
[Round 017/100] Acc=39.670 | RoundTime=21.79s | TotalTime=394.26s | Method=fedcda
[Round 018/100] Acc=32.150 | RoundTime=22.29s | TotalTime=416.54s | Method=fedcda
[Round 019/100] Acc=36.520 | RoundTime=20.63s | TotalTime=437.17s | Method=fedcda
[Round 020/100] Acc=28.140 | RoundTime=21.58s | TotalTime=458.75s | Method=fedcda
[Round 021/100] Acc=31.650 | RoundTime=22.53s | TotalTime=481.29s | Method=fedcda
[Round 022/100] Acc=39.570 | RoundTime=22.71s | TotalTime=504.00s | Method=fedcda
[Round 023/100] Acc=40.810 | RoundTime=24.15s | TotalTime=528.15s | Method=fedcda
[Round 024/100] Acc=36.690 | RoundTime=22.33s | TotalTime=550.48s | Method=fedcda
[Round 025/100] Acc=34.540 | RoundTime=21.55s | TotalTime=572.03s | Method=fedcda
[Round 026/100] Acc=42.590 | RoundTime=22.11s | TotalTime=594.14s | Method=fedcda
[Round 027/100] Acc=44.140 | RoundTime=21.50s | TotalTime=615.65s | Method=fedcda
[Round 028/100] Acc=42.950 | RoundTime=21.90s | TotalTime=637.55s | Method=fedcda
[Round 029/100] Acc=42.310 | RoundTime=21.90s | TotalTime=659.44s | Method=fedcda
[Round 030/100] Acc=39.960 | RoundTime=21.84s | TotalTime=681.28s | Method=fedcda
[Round 031/100] Acc=42.270 | RoundTime=21.89s | TotalTime=703.17s | Method=fedcda
[Round 032/100] Acc=33.450 | RoundTime=22.00s | TotalTime=725.18s | Method=fedcda
[Round 033/100] Acc=40.750 | RoundTime=21.99s | TotalTime=747.17s | Method=fedcda
[Round 034/100] Acc=43.730 | RoundTime=22.47s | TotalTime=769.63s | Method=fedcda
[Round 035/100] Acc=47.570 | RoundTime=22.68s | TotalTime=792.31s | Method=fedcda
[Round 036/100] Acc=47.670 | RoundTime=25.52s | TotalTime=817.83s | Method=fedcda
[Round 037/100] Acc=41.450 | RoundTime=22.96s | TotalTime=840.80s | Method=fedcda
