====================================================================================================
Training started at: 2026-03-09 05:16:21
Result directory: results/fl_cifar10/feddenoise
Result txt file : results/fl_cifar10/feddenoise/model=feddenoise_dataset=fl_cifar10_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.3_denoise=most_sim_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260309-051621.txt
Result log file : results/fl_cifar10/feddenoise/model=feddenoise_dataset=fl_cifar10_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.3_denoise=most_sim_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260309-051621.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.3
Denoise strategy: most_sim
Noise type: asymmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.090 | Pure=89.361 | RoundTime=36.12s | TotalTime=36.12s | Method=feddenoise
[Round 002/100] Acc=32.860 | Pure=84.626 | RoundTime=34.11s | TotalTime=70.23s | Method=feddenoise
[Round 003/100] Acc=49.940 | Pure=83.707 | RoundTime=35.64s | TotalTime=105.87s | Method=feddenoise
[Round 004/100] Acc=54.360 | Pure=88.593 | RoundTime=34.25s | TotalTime=140.12s | Method=feddenoise
[Round 005/100] Acc=57.300 | Pure=86.460 | RoundTime=34.03s | TotalTime=174.15s | Method=feddenoise
[Round 006/100] Acc=59.110 | Pure=83.675 | RoundTime=34.09s | TotalTime=208.24s | Method=feddenoise
[Round 007/100] Acc=61.410 | Pure=84.981 | RoundTime=33.71s | TotalTime=241.95s | Method=feddenoise
[Round 008/100] Acc=63.140 | Pure=86.985 | RoundTime=34.94s | TotalTime=276.89s | Method=feddenoise
[Round 009/100] Acc=63.210 | Pure=81.735 | RoundTime=34.05s | TotalTime=310.94s | Method=feddenoise
[Round 010/100] Acc=64.380 | Pure=85.912 | RoundTime=34.83s | TotalTime=345.77s | Method=feddenoise
[Round 011/100] Acc=63.530 | Pure=93.035 | RoundTime=52.73s | TotalTime=398.50s | Method=feddenoise
[Round 012/100] Acc=65.060 | Pure=95.655 | RoundTime=50.93s | TotalTime=449.43s | Method=feddenoise
[Round 013/100] Acc=66.480 | Pure=96.587 | RoundTime=51.18s | TotalTime=500.61s | Method=feddenoise
[Round 014/100] Acc=66.920 | Pure=96.281 | RoundTime=51.05s | TotalTime=551.66s | Method=feddenoise
[Round 015/100] Acc=67.220 | Pure=97.025 | RoundTime=51.50s | TotalTime=603.16s | Method=feddenoise
[Round 016/100] Acc=68.140 | Pure=92.828 | RoundTime=51.53s | TotalTime=654.70s | Method=feddenoise
[Round 017/100] Acc=68.910 | Pure=96.222 | RoundTime=50.56s | TotalTime=705.26s | Method=feddenoise
[Round 018/100] Acc=69.610 | Pure=96.075 | RoundTime=51.08s | TotalTime=756.34s | Method=feddenoise
[Round 019/100] Acc=69.870 | Pure=96.962 | RoundTime=50.75s | TotalTime=807.09s | Method=feddenoise
[Round 020/100] Acc=70.290 | Pure=96.924 | RoundTime=51.13s | TotalTime=858.22s | Method=feddenoise
