====================================================================================================
Training started at: 2026-03-08 10:06:29
Result directory: results/fl_cifar10/feddenoise
Result txt file : results/fl_cifar10/feddenoise/model=feddenoise_dataset=fl_cifar10_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=random_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260308-100629.txt
Result log file : results/fl_cifar10/feddenoise/model=feddenoise_dataset=fl_cifar10_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=random_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260308-100629.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: random
Noise type: asymmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | Pure=87.408 | RoundTime=34.77s | TotalTime=34.77s | Method=feddenoise
[Round 002/100] Acc=38.760 | Pure=88.297 | RoundTime=34.06s | TotalTime=68.83s | Method=feddenoise
[Round 003/100] Acc=51.400 | Pure=84.506 | RoundTime=34.94s | TotalTime=103.78s | Method=feddenoise
[Round 004/100] Acc=56.010 | Pure=88.530 | RoundTime=35.91s | TotalTime=139.69s | Method=feddenoise
[Round 005/100] Acc=57.740 | Pure=84.776 | RoundTime=34.74s | TotalTime=174.43s | Method=feddenoise
[Round 006/100] Acc=59.730 | Pure=83.845 | RoundTime=34.07s | TotalTime=208.50s | Method=feddenoise
[Round 007/100] Acc=61.130 | Pure=84.824 | RoundTime=34.15s | TotalTime=242.66s | Method=feddenoise
[Round 008/100] Acc=63.300 | Pure=88.773 | RoundTime=35.09s | TotalTime=277.75s | Method=feddenoise
[Round 009/100] Acc=63.760 | Pure=88.887 | RoundTime=34.84s | TotalTime=312.59s | Method=feddenoise
[Round 010/100] Acc=64.320 | Pure=84.069 | RoundTime=33.96s | TotalTime=346.55s | Method=feddenoise
[Round 011/100] Acc=66.160 | Pure=91.507 | RoundTime=51.49s | TotalTime=398.04s | Method=feddenoise
[Round 012/100] Acc=66.750 | Pure=92.109 | RoundTime=51.01s | TotalTime=449.05s | Method=feddenoise
[Round 013/100] Acc=66.970 | Pure=92.421 | RoundTime=51.38s | TotalTime=500.43s | Method=feddenoise
[Round 014/100] Acc=67.980 | Pure=90.595 | RoundTime=51.84s | TotalTime=552.27s | Method=feddenoise
[Round 015/100] Acc=68.240 | Pure=90.699 | RoundTime=54.15s | TotalTime=606.42s | Method=feddenoise
[Round 016/100] Acc=68.910 | Pure=90.778 | RoundTime=50.94s | TotalTime=657.36s | Method=feddenoise
[Round 017/100] Acc=69.780 | Pure=92.962 | RoundTime=51.74s | TotalTime=709.11s | Method=feddenoise
[Round 018/100] Acc=70.390 | Pure=93.290 | RoundTime=52.26s | TotalTime=761.37s | Method=feddenoise
[Round 019/100] Acc=71.100 | Pure=94.754 | RoundTime=52.09s | TotalTime=813.45s | Method=feddenoise
[Round 020/100] Acc=71.060 | Pure=90.988 | RoundTime=53.09s | TotalTime=866.54s | Method=feddenoise
[Round 021/100] Acc=71.100 | Pure=89.817 | RoundTime=51.26s | TotalTime=917.80s | Method=feddenoise
[Round 022/100] Acc=71.920 | Pure=90.500 | RoundTime=52.26s | TotalTime=970.06s | Method=feddenoise
[Round 023/100] Acc=72.340 | Pure=92.232 | RoundTime=52.11s | TotalTime=1022.17s | Method=feddenoise
[Round 024/100] Acc=71.980 | Pure=91.081 | RoundTime=51.60s | TotalTime=1073.77s | Method=feddenoise
[Round 025/100] Acc=72.250 | Pure=92.181 | RoundTime=52.82s | TotalTime=1126.59s | Method=feddenoise
[Round 026/100] Acc=73.080 | Pure=91.449 | RoundTime=51.54s | TotalTime=1178.13s | Method=feddenoise
[Round 027/100] Acc=73.190 | Pure=92.841 | RoundTime=51.87s | TotalTime=1230.01s | Method=feddenoise
[Round 028/100] Acc=73.280 | Pure=89.274 | RoundTime=52.06s | TotalTime=1282.06s | Method=feddenoise
[Round 029/100] Acc=73.350 | Pure=90.882 | RoundTime=51.54s | TotalTime=1333.60s | Method=feddenoise
[Round 030/100] Acc=73.830 | Pure=94.145 | RoundTime=53.12s | TotalTime=1386.73s | Method=feddenoise
[Round 031/100] Acc=73.580 | Pure=90.351 | RoundTime=52.04s | TotalTime=1438.77s | Method=feddenoise
[Round 032/100] Acc=74.460 | Pure=92.863 | RoundTime=52.32s | TotalTime=1491.09s | Method=feddenoise
[Round 033/100] Acc=74.270 | Pure=93.394 | RoundTime=53.00s | TotalTime=1544.09s | Method=feddenoise
[Round 034/100] Acc=74.690 | Pure=94.517 | RoundTime=53.23s | TotalTime=1597.32s | Method=feddenoise
[Round 035/100] Acc=74.880 | Pure=91.799 | RoundTime=53.67s | TotalTime=1651.00s | Method=feddenoise
[Round 036/100] Acc=75.000 | Pure=94.591 | RoundTime=53.40s | TotalTime=1704.40s | Method=feddenoise
[Round 037/100] Acc=74.730 | Pure=91.639 | RoundTime=51.55s | TotalTime=1755.95s | Method=feddenoise
