====================================================================================================
Training started at: 2026-03-08 08:42:40
Result directory: results/fl_cifar10/feddenoise
Result txt file : results/fl_cifar10/feddenoise/model=feddenoise_dataset=fl_cifar10_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=least_sim_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-084240.txt
Result log file : results/fl_cifar10/feddenoise/model=feddenoise_dataset=fl_cifar10_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=least_sim_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260308-084240.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.590 | Pure=89.201 | RoundTime=34.77s | TotalTime=34.77s | Method=feddenoise
[Round 002/100] Acc=35.800 | Pure=86.576 | RoundTime=34.44s | TotalTime=69.21s | Method=feddenoise
[Round 003/100] Acc=50.020 | Pure=82.727 | RoundTime=33.36s | TotalTime=102.57s | Method=feddenoise
[Round 004/100] Acc=54.600 | Pure=83.513 | RoundTime=34.40s | TotalTime=136.97s | Method=feddenoise
[Round 005/100] Acc=57.330 | Pure=86.096 | RoundTime=34.20s | TotalTime=171.17s | Method=feddenoise
[Round 006/100] Acc=59.590 | Pure=82.378 | RoundTime=35.16s | TotalTime=206.33s | Method=feddenoise
[Round 007/100] Acc=60.840 | Pure=88.023 | RoundTime=34.14s | TotalTime=240.47s | Method=feddenoise
[Round 008/100] Acc=62.330 | Pure=84.305 | RoundTime=35.37s | TotalTime=275.84s | Method=feddenoise
[Round 009/100] Acc=62.580 | Pure=84.256 | RoundTime=34.81s | TotalTime=310.65s | Method=feddenoise
[Round 010/100] Acc=64.550 | Pure=87.903 | RoundTime=34.50s | TotalTime=345.14s | Method=feddenoise
[Round 011/100] Acc=65.620 | Pure=93.240 | RoundTime=51.03s | TotalTime=396.17s | Method=feddenoise
[Round 012/100] Acc=66.050 | Pure=93.561 | RoundTime=51.25s | TotalTime=447.42s | Method=feddenoise
[Round 013/100] Acc=66.130 | Pure=91.941 | RoundTime=51.26s | TotalTime=498.68s | Method=feddenoise
[Round 014/100] Acc=67.660 | Pure=89.030 | RoundTime=50.96s | TotalTime=549.64s | Method=feddenoise
[Round 015/100] Acc=68.750 | Pure=95.290 | RoundTime=51.97s | TotalTime=601.60s | Method=feddenoise
[Round 016/100] Acc=69.160 | Pure=92.740 | RoundTime=51.36s | TotalTime=652.97s | Method=feddenoise
[Round 017/100] Acc=69.260 | Pure=92.871 | RoundTime=50.87s | TotalTime=703.84s | Method=feddenoise
[Round 018/100] Acc=69.300 | Pure=88.159 | RoundTime=50.93s | TotalTime=754.77s | Method=feddenoise
[Round 019/100] Acc=70.520 | Pure=91.976 | RoundTime=53.37s | TotalTime=808.14s | Method=feddenoise
[Round 020/100] Acc=70.270 | Pure=92.640 | RoundTime=51.41s | TotalTime=859.55s | Method=feddenoise
[Round 021/100] Acc=70.110 | Pure=91.965 | RoundTime=50.65s | TotalTime=910.20s | Method=feddenoise
[Round 022/100] Acc=71.150 | Pure=93.140 | RoundTime=51.27s | TotalTime=961.47s | Method=feddenoise
[Round 023/100] Acc=71.790 | Pure=91.797 | RoundTime=51.29s | TotalTime=1012.75s | Method=feddenoise
[Round 024/100] Acc=72.030 | Pure=93.497 | RoundTime=50.92s | TotalTime=1063.67s | Method=feddenoise
[Round 025/100] Acc=72.540 | Pure=94.859 | RoundTime=50.78s | TotalTime=1114.45s | Method=feddenoise
[Round 026/100] Acc=72.350 | Pure=91.567 | RoundTime=51.10s | TotalTime=1165.55s | Method=feddenoise
[Round 027/100] Acc=72.620 | Pure=94.184 | RoundTime=52.31s | TotalTime=1217.86s | Method=feddenoise
[Round 028/100] Acc=73.130 | Pure=94.376 | RoundTime=50.97s | TotalTime=1268.83s | Method=feddenoise
[Round 029/100] Acc=73.070 | Pure=91.553 | RoundTime=51.72s | TotalTime=1320.55s | Method=feddenoise
[Round 030/100] Acc=73.350 | Pure=95.256 | RoundTime=51.87s | TotalTime=1372.42s | Method=feddenoise
[Round 031/100] Acc=73.540 | Pure=91.762 | RoundTime=51.05s | TotalTime=1423.48s | Method=feddenoise
