========================================================================================================================
Training started at: 2026-04-10 10:42:05
Result directory: results/fl_cifar10/fedrdn/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar10/fedrdn/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar10_20260410-104205-918004_pid3963723.txt
Result log file : results/fl_cifar10/fedrdn/pm-dir_a-0.8_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar10_20260410-104205-918004_pid3963723.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=172.40s | TotalTime=172.41s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=14.690 | RoundTime=158.39s | TotalTime=330.81s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=35.420 | RoundTime=160.17s | TotalTime=490.98s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=43.180 | RoundTime=158.50s | TotalTime=649.49s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=47.190 | RoundTime=159.54s | TotalTime=809.04s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=51.120 | RoundTime=159.50s | TotalTime=968.54s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=55.380 | RoundTime=159.47s | TotalTime=1128.02s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=56.920 | RoundTime=159.24s | TotalTime=1287.27s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=59.350 | RoundTime=159.00s | TotalTime=1446.28s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=61.530 | RoundTime=157.56s | TotalTime=1603.85s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=63.680 | RoundTime=159.08s | TotalTime=1762.93s | Method=fedrdn
