========================================================================================================================
Training started at: 2026-04-07 22:57:44
Result directory: results/fl_cifar100/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar100/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-225744-840741_pid3936931.txt
Result log file : results/fl_cifar100/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-225744-840741_pid3936931.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=52.83s | TotalTime=52.86s | Method=fedavg
[Round 060/210] Phase=standard | Stage=warmup | Acc=42.490 | RoundTime=52.71s | TotalTime=3166.11s | Method=fedavg
[Round 061/210] Phase=standard | Stage=warmup | Acc=42.820 | RoundTime=52.98s | TotalTime=3219.10s | Method=fedavg
[Round 062/210] Phase=standard | Stage=warmup | Acc=43.620 | RoundTime=53.67s | TotalTime=3272.77s | Method=fedavg
[Round 063/210] Phase=standard | Stage=warmup | Acc=43.600 | RoundTime=54.27s | TotalTime=3327.05s | Method=fedavg
[Round 064/210] Phase=standard | Stage=warmup | Acc=44.560 | RoundTime=52.68s | TotalTime=3379.73s | Method=fedavg
[Round 065/210] Phase=standard | Stage=warmup | Acc=44.940 | RoundTime=52.94s | TotalTime=3432.68s | Method=fedavg
[Round 066/210] Phase=standard | Stage=warmup | Acc=44.810 | RoundTime=52.83s | TotalTime=3485.52s | Method=fedavg
[Round 067/210] Phase=standard | Stage=warmup | Acc=45.110 | RoundTime=52.94s | TotalTime=3538.47s | Method=fedavg
[Round 068/210] Phase=standard | Stage=warmup | Acc=45.720 | RoundTime=52.81s | TotalTime=3591.32s | Method=fedavg
[Round 069/210] Phase=standard | Stage=warmup | Acc=45.830 | RoundTime=52.83s | TotalTime=3644.16s | Method=fedavg
[Round 070/210] Phase=standard | Stage=warmup | Acc=45.950 | RoundTime=48.94s | TotalTime=3693.10s | Method=fedavg
[Round 071/210] Phase=standard | Stage=warmup | Acc=46.150 | RoundTime=42.51s | TotalTime=3735.62s | Method=fedavg
[Round 072/210] Phase=standard | Stage=warmup | Acc=46.930 | RoundTime=52.49s | TotalTime=3788.12s | Method=fedavg
[Round 073/210] Phase=standard | Stage=warmup | Acc=47.090 | RoundTime=52.72s | TotalTime=3840.86s | Method=fedavg
[Round 074/210] Phase=standard | Stage=warmup | Acc=47.130 | RoundTime=52.89s | TotalTime=3893.76s | Method=fedavg
[Round 075/210] Phase=standard | Stage=warmup | Acc=47.300 | RoundTime=53.86s | TotalTime=3947.62s | Method=fedavg
[Round 076/210] Phase=standard | Stage=warmup | Acc=47.330 | RoundTime=53.02s | TotalTime=4000.65s | Method=fedavg
[Round 077/210] Phase=standard | Stage=warmup | Acc=48.030 | RoundTime=52.68s | TotalTime=4053.34s | Method=fedavg
[Round 078/210] Phase=standard | Stage=warmup | Acc=47.960 | RoundTime=52.70s | TotalTime=4106.04s | Method=fedavg
[Round 079/210] Phase=standard | Stage=warmup | Acc=48.590 | RoundTime=52.90s | TotalTime=4158.95s | Method=fedavg
[Round 080/210] Phase=standard | Stage=warmup | Acc=48.560 | RoundTime=54.69s | TotalTime=4213.65s | Method=fedavg
[Round 081/210] Phase=standard | Stage=warmup | Acc=48.510 | RoundTime=53.78s | TotalTime=4267.44s | Method=fedavg
[Round 082/210] Phase=standard | Stage=warmup | Acc=48.780 | RoundTime=52.82s | TotalTime=4320.27s | Method=fedavg
[Round 083/210] Phase=standard | Stage=warmup | Acc=49.320 | RoundTime=52.82s | TotalTime=4373.10s | Method=fedavg
[Round 084/210] Phase=standard | Stage=warmup | Acc=49.230 | RoundTime=52.76s | TotalTime=4425.87s | Method=fedavg
[Round 085/210] Phase=standard | Stage=warmup | Acc=49.590 | RoundTime=52.63s | TotalTime=4478.51s | Method=fedavg
[Round 086/210] Phase=standard | Stage=warmup | Acc=49.810 | RoundTime=52.30s | TotalTime=4530.82s | Method=fedavg
[Round 087/210] Phase=standard | Stage=warmup | Acc=50.100 | RoundTime=52.76s | TotalTime=4583.60s | Method=fedavg
[Round 088/210] Phase=standard | Stage=warmup | Acc=50.360 | RoundTime=52.75s | TotalTime=4636.35s | Method=fedavg
[Round 089/210] Phase=standard | Stage=warmup | Acc=50.370 | RoundTime=52.60s | TotalTime=4688.96s | Method=fedavg
[Round 090/210] Phase=standard | Stage=warmup | Acc=50.230 | RoundTime=52.94s | TotalTime=4741.91s | Method=fedavg
[Round 091/210] Phase=standard | Stage=warmup | Acc=50.820 | RoundTime=52.77s | TotalTime=4794.69s | Method=fedavg
[Round 092/210] Phase=standard | Stage=warmup | Acc=50.740 | RoundTime=52.80s | TotalTime=4847.50s | Method=fedavg
[Round 093/210] Phase=standard | Stage=warmup | Acc=51.060 | RoundTime=51.48s | TotalTime=4898.99s | Method=fedavg
[Round 094/210] Phase=standard | Stage=warmup | Acc=51.340 | RoundTime=53.68s | TotalTime=4952.69s | Method=fedavg
[Round 095/210] Phase=standard | Stage=warmup | Acc=51.310 | RoundTime=52.82s | TotalTime=5005.52s | Method=fedavg
[Round 096/210] Phase=standard | Stage=warmup | Acc=51.390 | RoundTime=53.22s | TotalTime=5058.75s | Method=fedavg
[Round 097/210] Phase=standard | Stage=warmup | Acc=51.430 | RoundTime=54.35s | TotalTime=5113.11s | Method=fedavg
[Round 098/210] Phase=standard | Stage=warmup | Acc=51.710 | RoundTime=53.04s | TotalTime=5166.16s | Method=fedavg
[Round 099/210] Phase=standard | Stage=warmup | Acc=52.120 | RoundTime=52.64s | TotalTime=5218.81s | Method=fedavg
[Round 100/210] Phase=standard | Stage=warmup | Acc=52.310 | RoundTime=52.82s | TotalTime=5271.64s | Method=fedavg
[Round 101/210] Phase=standard | Stage=warmup | Acc=52.050 | RoundTime=52.90s | TotalTime=5324.55s | Method=fedavg
[Round 102/210] Phase=standard | Stage=warmup | Acc=52.010 | RoundTime=53.30s | TotalTime=5377.86s | Method=fedavg
[Round 103/210] Phase=standard | Stage=warmup | Acc=52.080 | RoundTime=52.85s | TotalTime=5430.72s | Method=fedavg
[Round 104/210] Phase=standard | Stage=warmup | Acc=52.260 | RoundTime=52.71s | TotalTime=5483.44s | Method=fedavg
[Round 105/210] Phase=standard | Stage=warmup | Acc=53.040 | RoundTime=55.17s | TotalTime=5538.62s | Method=fedavg
[Round 106/210] Phase=standard | Stage=warmup | Acc=52.580 | RoundTime=52.73s | TotalTime=5591.37s | Method=fedavg
[Round 107/210] Phase=standard | Stage=warmup | Acc=52.760 | RoundTime=52.65s | TotalTime=5644.02s | Method=fedavg
[Round 108/210] Phase=standard | Stage=warmup | Acc=53.010 | RoundTime=52.80s | TotalTime=5696.83s | Method=fedavg
[Round 109/210] Phase=standard | Stage=warmup | Acc=52.620 | RoundTime=52.59s | TotalTime=5749.43s | Method=fedavg
[Round 110/210] Phase=standard | Stage=warmup | Acc=52.710 | RoundTime=52.81s | TotalTime=5802.25s | Method=fedavg
[Round 111/210] Phase=standard | Stage=warmup | Acc=53.250 | RoundTime=52.70s | TotalTime=5854.96s | Method=fedavg
[Round 112/210] Phase=standard | Stage=warmup | Acc=53.280 | RoundTime=52.91s | TotalTime=5907.88s | Method=fedavg
[Round 113/210] Phase=standard | Stage=warmup | Acc=53.310 | RoundTime=52.74s | TotalTime=5960.63s | Method=fedavg
[Round 114/210] Phase=standard | Stage=warmup | Acc=53.020 | RoundTime=52.97s | TotalTime=6013.60s | Method=fedavg
[Round 115/210] Phase=standard | Stage=warmup | Acc=53.580 | RoundTime=52.74s | TotalTime=6066.36s | Method=fedavg
[Round 116/210] Phase=standard | Stage=warmup | Acc=53.640 | RoundTime=52.79s | TotalTime=6119.16s | Method=fedavg
[Round 117/210] Phase=standard | Stage=warmup | Acc=53.630 | RoundTime=52.98s | TotalTime=6172.15s | Method=fedavg
[Round 118/210] Phase=standard | Stage=warmup | Acc=53.620 | RoundTime=52.84s | TotalTime=6225.00s | Method=fedavg
[Round 119/210] Phase=standard | Stage=warmup | Acc=53.350 | RoundTime=53.40s | TotalTime=6278.41s | Method=fedavg
[Round 120/210] Phase=standard | Stage=warmup | Acc=53.570 | RoundTime=53.37s | TotalTime=6331.78s | Method=fedavg
[Round 121/210] Phase=standard | Stage=warmup | Acc=53.360 | RoundTime=52.68s | TotalTime=6384.47s | Method=fedavg
[Round 122/210] Phase=standard | Stage=warmup | Acc=53.950 | RoundTime=53.55s | TotalTime=6438.03s | Method=fedavg
[Round 123/210] Phase=standard | Stage=warmup | Acc=54.240 | RoundTime=53.01s | TotalTime=6491.04s | Method=fedavg
[Round 124/210] Phase=standard | Stage=warmup | Acc=53.920 | RoundTime=52.89s | TotalTime=6543.94s | Method=fedavg
[Round 125/210] Phase=standard | Stage=warmup | Acc=54.150 | RoundTime=52.55s | TotalTime=6596.49s | Method=fedavg
[Round 126/210] Phase=standard | Stage=warmup | Acc=54.030 | RoundTime=52.70s | TotalTime=6649.20s | Method=fedavg
[Round 127/210] Phase=standard | Stage=warmup | Acc=53.860 | RoundTime=53.99s | TotalTime=6703.20s | Method=fedavg
[Round 128/210] Phase=standard | Stage=warmup | Acc=53.820 | RoundTime=52.79s | TotalTime=6756.00s | Method=fedavg
[Round 129/210] Phase=standard | Stage=warmup | Acc=54.270 | RoundTime=52.60s | TotalTime=6808.60s | Method=fedavg
[Round 130/210] Phase=standard | Stage=warmup | Acc=54.420 | RoundTime=52.65s | TotalTime=6861.26s | Method=fedavg
[Round 131/210] Phase=standard | Stage=warmup | Acc=53.820 | RoundTime=52.56s | TotalTime=6913.83s | Method=fedavg
[Round 132/210] Phase=standard | Stage=warmup | Acc=54.580 | RoundTime=51.78s | TotalTime=6965.61s | Method=fedavg
[Round 133/210] Phase=standard | Stage=warmup | Acc=54.520 | RoundTime=52.67s | TotalTime=7018.29s | Method=fedavg
[Round 134/210] Phase=standard | Stage=warmup | Acc=54.150 | RoundTime=52.65s | TotalTime=7070.95s | Method=fedavg
[Round 135/210] Phase=standard | Stage=warmup | Acc=54.280 | RoundTime=52.39s | TotalTime=7123.35s | Method=fedavg
[Round 136/210] Phase=standard | Stage=warmup | Acc=54.260 | RoundTime=52.77s | TotalTime=7176.13s | Method=fedavg
