========================================================================================================================
Training started at: 2026-04-07 22:57:44
Result directory: results/fl_cifar100/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar100/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-225744-840741_pid3936931.txt
Result log file : results/fl_cifar100/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-225744-840741_pid3936931.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=52.83s | TotalTime=52.86s | Method=fedavg
[Round 002/210] Phase=standard | Stage=warmup | Acc=1.550 | RoundTime=52.83s | TotalTime=105.69s | Method=fedavg
[Round 003/210] Phase=standard | Stage=warmup | Acc=3.480 | RoundTime=52.78s | TotalTime=158.48s | Method=fedavg
[Round 004/210] Phase=standard | Stage=warmup | Acc=7.140 | RoundTime=53.05s | TotalTime=211.54s | Method=fedavg
[Round 005/210] Phase=standard | Stage=warmup | Acc=9.090 | RoundTime=52.64s | TotalTime=264.18s | Method=fedavg
[Round 006/210] Phase=standard | Stage=warmup | Acc=10.300 | RoundTime=52.71s | TotalTime=316.90s | Method=fedavg
[Round 007/210] Phase=standard | Stage=warmup | Acc=10.970 | RoundTime=52.72s | TotalTime=369.63s | Method=fedavg
[Round 008/210] Phase=standard | Stage=warmup | Acc=11.690 | RoundTime=52.77s | TotalTime=422.40s | Method=fedavg
[Round 009/210] Phase=standard | Stage=warmup | Acc=13.240 | RoundTime=51.97s | TotalTime=474.38s | Method=fedavg
[Round 010/210] Phase=standard | Stage=warmup | Acc=13.270 | RoundTime=52.43s | TotalTime=526.82s | Method=fedavg
[Round 011/210] Phase=standard | Stage=warmup | Acc=14.250 | RoundTime=51.88s | TotalTime=578.71s | Method=fedavg
[Round 012/210] Phase=standard | Stage=warmup | Acc=16.190 | RoundTime=52.40s | TotalTime=631.12s | Method=fedavg
[Round 013/210] Phase=standard | Stage=warmup | Acc=16.660 | RoundTime=52.63s | TotalTime=683.76s | Method=fedavg
[Round 014/210] Phase=standard | Stage=warmup | Acc=17.530 | RoundTime=53.55s | TotalTime=737.32s | Method=fedavg
[Round 015/210] Phase=standard | Stage=warmup | Acc=18.210 | RoundTime=52.65s | TotalTime=789.97s | Method=fedavg
[Round 016/210] Phase=standard | Stage=warmup | Acc=18.530 | RoundTime=52.72s | TotalTime=842.70s | Method=fedavg
[Round 017/210] Phase=standard | Stage=warmup | Acc=19.850 | RoundTime=52.71s | TotalTime=895.41s | Method=fedavg
[Round 018/210] Phase=standard | Stage=warmup | Acc=20.360 | RoundTime=52.67s | TotalTime=948.09s | Method=fedavg
[Round 019/210] Phase=standard | Stage=warmup | Acc=21.580 | RoundTime=52.92s | TotalTime=1001.02s | Method=fedavg
[Round 020/210] Phase=standard | Stage=warmup | Acc=22.040 | RoundTime=52.71s | TotalTime=1053.74s | Method=fedavg
[Round 021/210] Phase=standard | Stage=warmup | Acc=22.410 | RoundTime=53.24s | TotalTime=1106.99s | Method=fedavg
[Round 022/210] Phase=standard | Stage=warmup | Acc=23.070 | RoundTime=52.86s | TotalTime=1159.85s | Method=fedavg
[Round 023/210] Phase=standard | Stage=warmup | Acc=23.580 | RoundTime=53.14s | TotalTime=1213.00s | Method=fedavg
[Round 024/210] Phase=standard | Stage=warmup | Acc=24.900 | RoundTime=52.90s | TotalTime=1265.91s | Method=fedavg
[Round 025/210] Phase=standard | Stage=warmup | Acc=25.100 | RoundTime=52.62s | TotalTime=1318.53s | Method=fedavg
[Round 026/210] Phase=standard | Stage=warmup | Acc=26.330 | RoundTime=52.76s | TotalTime=1371.30s | Method=fedavg
[Round 027/210] Phase=standard | Stage=warmup | Acc=26.420 | RoundTime=52.81s | TotalTime=1424.13s | Method=fedavg
[Round 028/210] Phase=standard | Stage=warmup | Acc=27.260 | RoundTime=53.56s | TotalTime=1477.70s | Method=fedavg
[Round 029/210] Phase=standard | Stage=warmup | Acc=28.150 | RoundTime=52.74s | TotalTime=1530.45s | Method=fedavg
[Round 030/210] Phase=standard | Stage=warmup | Acc=28.740 | RoundTime=52.42s | TotalTime=1582.88s | Method=fedavg
[Round 031/210] Phase=standard | Stage=warmup | Acc=28.770 | RoundTime=51.85s | TotalTime=1634.74s | Method=fedavg
[Round 032/210] Phase=standard | Stage=warmup | Acc=30.140 | RoundTime=52.69s | TotalTime=1687.44s | Method=fedavg
[Round 033/210] Phase=standard | Stage=warmup | Acc=31.070 | RoundTime=52.61s | TotalTime=1740.06s | Method=fedavg
[Round 034/210] Phase=standard | Stage=warmup | Acc=31.210 | RoundTime=52.85s | TotalTime=1792.92s | Method=fedavg
[Round 035/210] Phase=standard | Stage=warmup | Acc=31.700 | RoundTime=52.58s | TotalTime=1845.51s | Method=fedavg
[Round 036/210] Phase=standard | Stage=warmup | Acc=32.310 | RoundTime=53.37s | TotalTime=1898.90s | Method=fedavg
[Round 037/210] Phase=standard | Stage=warmup | Acc=33.160 | RoundTime=53.28s | TotalTime=1952.19s | Method=fedavg
[Round 038/210] Phase=standard | Stage=warmup | Acc=33.500 | RoundTime=52.65s | TotalTime=2004.85s | Method=fedavg
[Round 039/210] Phase=standard | Stage=warmup | Acc=33.630 | RoundTime=53.31s | TotalTime=2058.17s | Method=fedavg
[Round 040/210] Phase=standard | Stage=warmup | Acc=34.580 | RoundTime=52.95s | TotalTime=2111.12s | Method=fedavg
[Round 041/210] Phase=standard | Stage=warmup | Acc=35.080 | RoundTime=52.58s | TotalTime=2163.71s | Method=fedavg
[Round 042/210] Phase=standard | Stage=warmup | Acc=35.540 | RoundTime=52.56s | TotalTime=2216.28s | Method=fedavg
[Round 043/210] Phase=standard | Stage=warmup | Acc=35.910 | RoundTime=52.79s | TotalTime=2269.08s | Method=fedavg
[Round 044/210] Phase=standard | Stage=warmup | Acc=36.540 | RoundTime=52.87s | TotalTime=2321.95s | Method=fedavg
[Round 045/210] Phase=standard | Stage=warmup | Acc=37.180 | RoundTime=52.82s | TotalTime=2374.79s | Method=fedavg
[Round 046/210] Phase=standard | Stage=warmup | Acc=37.110 | RoundTime=52.78s | TotalTime=2427.58s | Method=fedavg
[Round 047/210] Phase=standard | Stage=warmup | Acc=37.800 | RoundTime=52.68s | TotalTime=2480.27s | Method=fedavg
[Round 048/210] Phase=standard | Stage=warmup | Acc=38.060 | RoundTime=53.38s | TotalTime=2533.65s | Method=fedavg
[Round 049/210] Phase=standard | Stage=warmup | Acc=39.040 | RoundTime=51.00s | TotalTime=2584.66s | Method=fedavg
[Round 050/210] Phase=standard | Stage=warmup | Acc=38.900 | RoundTime=52.72s | TotalTime=2637.39s | Method=fedavg
[Round 051/210] Phase=standard | Stage=warmup | Acc=39.150 | RoundTime=52.70s | TotalTime=2690.10s | Method=fedavg
[Round 052/210] Phase=standard | Stage=warmup | Acc=39.650 | RoundTime=52.56s | TotalTime=2742.66s | Method=fedavg
[Round 053/210] Phase=standard | Stage=warmup | Acc=40.170 | RoundTime=52.65s | TotalTime=2795.33s | Method=fedavg
[Round 054/210] Phase=standard | Stage=warmup | Acc=40.570 | RoundTime=53.04s | TotalTime=2848.37s | Method=fedavg
[Round 055/210] Phase=standard | Stage=warmup | Acc=41.290 | RoundTime=52.87s | TotalTime=2901.25s | Method=fedavg
[Round 056/210] Phase=standard | Stage=warmup | Acc=41.630 | RoundTime=52.83s | TotalTime=2954.09s | Method=fedavg
[Round 057/210] Phase=standard | Stage=warmup | Acc=41.870 | RoundTime=53.71s | TotalTime=3007.80s | Method=fedavg
[Round 058/210] Phase=standard | Stage=warmup | Acc=41.940 | RoundTime=52.91s | TotalTime=3060.72s | Method=fedavg
[Round 059/210] Phase=standard | Stage=warmup | Acc=42.570 | RoundTime=52.66s | TotalTime=3113.39s | Method=fedavg
