========================================================================================================================
Training started at: 2026-04-08 07:40:41
Result directory: results/fl_cifar100/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar100/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260408-074041-716056_pid2315443.txt
Result log file : results/fl_cifar100/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260408-074041-716056_pid2315443.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=39.86s | TotalTime=39.87s | Method=fedavg
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.390 | RoundTime=38.49s | TotalTime=78.37s | Method=fedavg
[Round 003/100] Phase=standard | Stage=warmup | Acc=4.100 | RoundTime=38.25s | TotalTime=116.63s | Method=fedavg
[Round 004/100] Phase=standard | Stage=warmup | Acc=6.960 | RoundTime=38.45s | TotalTime=155.09s | Method=fedavg
[Round 005/100] Phase=standard | Stage=warmup | Acc=9.460 | RoundTime=38.59s | TotalTime=193.69s | Method=fedavg
[Round 006/100] Phase=standard | Stage=warmup | Acc=10.010 | RoundTime=38.33s | TotalTime=232.03s | Method=fedavg
[Round 007/100] Phase=standard | Stage=warmup | Acc=11.100 | RoundTime=39.30s | TotalTime=271.33s | Method=fedavg
[Round 008/100] Phase=standard | Stage=warmup | Acc=11.470 | RoundTime=40.15s | TotalTime=311.49s | Method=fedavg
[Round 009/100] Phase=standard | Stage=warmup | Acc=12.850 | RoundTime=39.46s | TotalTime=350.96s | Method=fedavg
[Round 010/100] Phase=standard | Stage=warmup | Acc=13.340 | RoundTime=39.05s | TotalTime=390.02s | Method=fedavg
[Round 011/100] Phase=standard | Stage=warmup | Acc=14.270 | RoundTime=37.96s | TotalTime=427.99s | Method=fedavg
[Round 012/100] Phase=standard | Stage=warmup | Acc=15.890 | RoundTime=38.51s | TotalTime=466.50s | Method=fedavg
