========================================================================================================================
Training started at: 2026-04-10 12:28:55
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260410-122855-832734_pid84354.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.1_nm-uni_nr-0.5_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260410-122855-832734_pid84354.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.5
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=173.67s | TotalTime=173.68s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.110 | RoundTime=158.65s | TotalTime=332.34s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=4.690 | RoundTime=159.48s | TotalTime=491.83s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=8.020 | RoundTime=157.23s | TotalTime=649.08s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=10.610 | RoundTime=152.65s | TotalTime=801.74s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=11.650 | RoundTime=157.71s | TotalTime=959.46s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=13.000 | RoundTime=157.74s | TotalTime=1117.21s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=14.870 | RoundTime=157.91s | TotalTime=1275.13s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=16.720 | RoundTime=160.79s | TotalTime=1435.94s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=18.440 | RoundTime=161.61s | TotalTime=1597.56s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=19.020 | RoundTime=160.77s | TotalTime=1758.35s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=19.900 | RoundTime=158.85s | TotalTime=1917.20s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=21.010 | RoundTime=158.73s | TotalTime=2075.94s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=21.890 | RoundTime=159.19s | TotalTime=2235.14s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=22.300 | RoundTime=160.28s | TotalTime=2395.43s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=23.200 | RoundTime=158.09s | TotalTime=2553.53s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=23.830 | RoundTime=159.01s | TotalTime=2712.55s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=24.060 | RoundTime=158.14s | TotalTime=2870.70s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=24.330 | RoundTime=160.11s | TotalTime=3030.82s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=24.750 | RoundTime=157.87s | TotalTime=3188.70s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=25.110 | RoundTime=157.81s | TotalTime=3346.52s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=24.790 | RoundTime=159.89s | TotalTime=3506.42s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=24.190 | RoundTime=162.20s | TotalTime=3668.63s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=24.150 | RoundTime=158.71s | TotalTime=3827.36s | Method=fedrdn
