====================================================================================================
Training started at: 2026-03-15 12:40:51
Result directory: results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3
Result txt file : results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3/feddenoise_fl_svhn_20260315-124051.txt
Result log file : results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3/feddenoise_fl_svhn_20260315-124051.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: asymmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.4
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=15.370 | Pure=70.139 | RoundTime=51.25s | TotalTime=51.25s | Method=feddenoise
[Round 002/100] Acc=42.030 | Pure=70.111 | RoundTime=52.38s | TotalTime=103.63s | Method=feddenoise
[Round 003/100] Acc=59.330 | Pure=70.131 | RoundTime=53.48s | TotalTime=157.11s | Method=feddenoise
[Round 004/100] Acc=62.080 | Pure=70.019 | RoundTime=52.70s | TotalTime=209.81s | Method=feddenoise
[Round 005/100] Acc=63.110 | Pure=70.182 | RoundTime=50.50s | TotalTime=260.31s | Method=feddenoise
[Round 006/100] Acc=55.850 | Pure=70.100 | RoundTime=50.69s | TotalTime=310.99s | Method=feddenoise
[Round 007/100] Acc=55.030 | Pure=70.157 | RoundTime=51.06s | TotalTime=362.05s | Method=feddenoise
[Round 008/100] Acc=65.960 | Pure=70.046 | RoundTime=52.28s | TotalTime=414.33s | Method=feddenoise
[Round 009/100] Acc=64.350 | Pure=70.128 | RoundTime=53.41s | TotalTime=467.75s | Method=feddenoise
[Round 010/100] Acc=55.320 | Pure=70.129 | RoundTime=55.91s | TotalTime=523.66s | Method=feddenoise
[Round 011/100] Acc=64.930 | Pure=76.070 | RoundTime=74.93s | TotalTime=598.60s | Method=feddenoise
[Round 012/100] Acc=62.850 | Pure=76.363 | RoundTime=74.60s | TotalTime=673.19s | Method=feddenoise
[Round 013/100] Acc=74.100 | Pure=76.001 | RoundTime=75.01s | TotalTime=748.21s | Method=feddenoise
[Round 014/100] Acc=62.390 | Pure=78.820 | RoundTime=75.48s | TotalTime=823.68s | Method=feddenoise
[Round 015/100] Acc=73.270 | Pure=78.203 | RoundTime=78.24s | TotalTime=901.93s | Method=feddenoise
[Round 016/100] Acc=61.770 | Pure=75.947 | RoundTime=74.47s | TotalTime=976.40s | Method=feddenoise
[Round 017/100] Acc=69.410 | Pure=78.007 | RoundTime=75.35s | TotalTime=1051.75s | Method=feddenoise
[Round 018/100] Acc=74.230 | Pure=77.085 | RoundTime=75.88s | TotalTime=1127.63s | Method=feddenoise
[Round 019/100] Acc=72.980 | Pure=76.639 | RoundTime=75.20s | TotalTime=1202.83s | Method=feddenoise
[Round 020/100] Acc=67.660 | Pure=78.816 | RoundTime=76.11s | TotalTime=1278.94s | Method=feddenoise
[Round 021/100] Acc=69.930 | Pure=85.364 | RoundTime=76.96s | TotalTime=1355.90s | Method=feddenoise
[Round 022/100] Acc=69.330 | Pure=84.845 | RoundTime=74.69s | TotalTime=1430.59s | Method=feddenoise
[Round 023/100] Acc=74.810 | Pure=85.484 | RoundTime=74.59s | TotalTime=1505.18s | Method=feddenoise
[Round 024/100] Acc=75.440 | Pure=83.050 | RoundTime=75.34s | TotalTime=1580.53s | Method=feddenoise
[Round 025/100] Acc=75.900 | Pure=84.213 | RoundTime=73.85s | TotalTime=1654.38s | Method=feddenoise
[Round 026/100] Acc=74.550 | Pure=84.635 | RoundTime=75.21s | TotalTime=1729.59s | Method=feddenoise
[Round 027/100] Acc=76.140 | Pure=84.043 | RoundTime=75.98s | TotalTime=1805.57s | Method=feddenoise
[Round 028/100] Acc=76.660 | Pure=83.548 | RoundTime=75.64s | TotalTime=1881.22s | Method=feddenoise
[Round 029/100] Acc=76.340 | Pure=87.617 | RoundTime=76.37s | TotalTime=1957.59s | Method=feddenoise
[Round 030/100] Acc=77.940 | Pure=83.751 | RoundTime=76.58s | TotalTime=2034.17s | Method=feddenoise
[Round 031/100] Acc=74.190 | Pure=86.207 | RoundTime=76.82s | TotalTime=2110.98s | Method=feddenoise
