====================================================================================================
Training started at: 2026-03-15 07:16:20
Result directory: results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3
Result txt file : results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3/feddenoise_fl_svhn_20260315-071620.txt
Result log file : results/fl_svhn/feddenoise/pm-dir_a-0.3_nm-uni_nr-0.3/feddenoise_fl_svhn_20260315-071620.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: asymmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: random
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=20.600 | Pure=70.116 | RoundTime=51.75s | TotalTime=51.75s | Method=feddenoise
[Round 002/100] Acc=37.380 | Pure=70.137 | RoundTime=50.04s | TotalTime=101.79s | Method=feddenoise
[Round 003/100] Acc=53.280 | Pure=69.999 | RoundTime=51.83s | TotalTime=153.63s | Method=feddenoise
[Round 004/100] Acc=52.900 | Pure=70.076 | RoundTime=52.04s | TotalTime=205.66s | Method=feddenoise
[Round 005/100] Acc=62.230 | Pure=70.117 | RoundTime=49.82s | TotalTime=255.49s | Method=feddenoise
[Round 006/100] Acc=55.970 | Pure=70.159 | RoundTime=51.17s | TotalTime=306.66s | Method=feddenoise
[Round 007/100] Acc=71.970 | Pure=70.141 | RoundTime=50.51s | TotalTime=357.17s | Method=feddenoise
[Round 008/100] Acc=68.080 | Pure=70.065 | RoundTime=50.55s | TotalTime=407.72s | Method=feddenoise
[Round 009/100] Acc=60.380 | Pure=70.085 | RoundTime=51.88s | TotalTime=459.59s | Method=feddenoise
[Round 010/100] Acc=60.440 | Pure=70.082 | RoundTime=55.48s | TotalTime=515.07s | Method=feddenoise
[Round 011/100] Acc=57.270 | Pure=74.657 | RoundTime=73.82s | TotalTime=588.89s | Method=feddenoise
[Round 012/100] Acc=65.760 | Pure=73.167 | RoundTime=76.36s | TotalTime=665.25s | Method=feddenoise
[Round 013/100] Acc=74.750 | Pure=72.380 | RoundTime=73.26s | TotalTime=738.51s | Method=feddenoise
[Round 014/100] Acc=68.660 | Pure=73.634 | RoundTime=74.61s | TotalTime=813.12s | Method=feddenoise
[Round 015/100] Acc=63.140 | Pure=74.065 | RoundTime=74.43s | TotalTime=887.55s | Method=feddenoise
[Round 016/100] Acc=67.320 | Pure=73.883 | RoundTime=75.70s | TotalTime=963.25s | Method=feddenoise
[Round 017/100] Acc=62.950 | Pure=75.140 | RoundTime=72.93s | TotalTime=1036.18s | Method=feddenoise
[Round 018/100] Acc=68.880 | Pure=73.690 | RoundTime=73.20s | TotalTime=1109.38s | Method=feddenoise
[Round 019/100] Acc=61.660 | Pure=73.244 | RoundTime=76.08s | TotalTime=1185.47s | Method=feddenoise
[Round 020/100] Acc=67.800 | Pure=74.797 | RoundTime=73.39s | TotalTime=1258.86s | Method=feddenoise
