====================================================================================================
Training started at: 2026-03-27 03:50:14
Result directory: results/fl_mnist/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-global_dr-0.3
Result txt file : results/fl_mnist/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-global_dr-0.3/feddenoise_fl_mnist_20260327-035014-025440_pid2235084.txt
Result log file : results/fl_mnist/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric_st-global_dr-0.3/feddenoise_fl_mnist_20260327-035014-025440_pid2235084.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: global
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | Pure=70.021 | RoundTime=27.10s | TotalTime=27.10s | Method=feddenoise
[Round 002/100] Acc=70.940 | Pure=69.997 | RoundTime=27.60s | TotalTime=54.70s | Method=feddenoise
[Round 003/100] Acc=95.810 | Pure=70.044 | RoundTime=25.59s | TotalTime=80.28s | Method=feddenoise
[Round 004/100] Acc=97.460 | Pure=69.917 | RoundTime=27.97s | TotalTime=108.25s | Method=feddenoise
[Round 005/100] Acc=96.540 | Pure=70.062 | RoundTime=30.02s | TotalTime=138.27s | Method=feddenoise
[Round 006/100] Acc=95.110 | Pure=69.990 | RoundTime=33.85s | TotalTime=172.12s | Method=feddenoise
[Round 007/100] Acc=96.430 | Pure=69.979 | RoundTime=27.18s | TotalTime=199.30s | Method=feddenoise
[Round 008/100] Acc=96.350 | Pure=70.023 | RoundTime=29.93s | TotalTime=229.23s | Method=feddenoise
[Round 009/100] Acc=96.030 | Pure=70.018 | RoundTime=26.49s | TotalTime=255.72s | Method=feddenoise
[Round 010/100] Acc=94.820 | Pure=69.984 | RoundTime=27.57s | TotalTime=283.28s | Method=feddenoise
[Round 011/100] Acc=95.800 | Pure=96.063 | RoundTime=33.42s | TotalTime=316.70s | Method=feddenoise
[Round 012/100] Acc=97.970 | Pure=96.008 | RoundTime=33.39s | TotalTime=350.08s | Method=feddenoise
[Round 013/100] Acc=97.990 | Pure=95.890 | RoundTime=33.45s | TotalTime=383.53s | Method=feddenoise
[Round 014/100] Acc=98.310 | Pure=95.953 | RoundTime=33.47s | TotalTime=417.00s | Method=feddenoise
[Round 015/100] Acc=98.310 | Pure=96.175 | RoundTime=35.42s | TotalTime=452.42s | Method=feddenoise
[Round 016/100] Acc=98.290 | Pure=95.942 | RoundTime=34.49s | TotalTime=486.91s | Method=feddenoise
[Round 017/100] Acc=98.180 | Pure=96.056 | RoundTime=33.82s | TotalTime=520.74s | Method=feddenoise
[Round 018/100] Acc=98.130 | Pure=96.159 | RoundTime=35.59s | TotalTime=556.33s | Method=feddenoise
[Round 019/100] Acc=98.370 | Pure=96.274 | RoundTime=38.50s | TotalTime=594.83s | Method=feddenoise
