====================================================================================================
Training started at: 2026-03-27 17:34:27
Result directory: results/fl_mnist/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_mnist/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260327-173427-596662_pid3035629.txt
Result log file : results/fl_mnist/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260327-173427-596662_pid3035629.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=9.740 | RoundTime=20.29s | TotalTime=20.29s | Method=fedcda
[Round 002/100] Acc=64.150 | RoundTime=20.07s | TotalTime=40.37s | Method=fedcda
[Round 003/100] Acc=75.440 | RoundTime=20.20s | TotalTime=60.57s | Method=fedcda
[Round 004/100] Acc=92.300 | RoundTime=20.29s | TotalTime=80.85s | Method=fedcda
[Round 005/100] Acc=77.450 | RoundTime=20.43s | TotalTime=101.28s | Method=fedcda
[Round 006/100] Acc=90.900 | RoundTime=20.42s | TotalTime=121.70s | Method=fedcda
[Round 007/100] Acc=84.830 | RoundTime=20.62s | TotalTime=142.32s | Method=fedcda
[Round 008/100] Acc=86.880 | RoundTime=20.97s | TotalTime=163.30s | Method=fedcda
[Round 009/100] Acc=90.940 | RoundTime=20.43s | TotalTime=183.73s | Method=fedcda
[Round 010/100] Acc=81.850 | RoundTime=20.54s | TotalTime=204.27s | Method=fedcda
[Round 011/100] Acc=88.680 | RoundTime=23.15s | TotalTime=227.42s | Method=fedcda
[Round 012/100] Acc=82.560 | RoundTime=20.93s | TotalTime=248.35s | Method=fedcda
[Round 013/100] Acc=83.780 | RoundTime=20.60s | TotalTime=268.95s | Method=fedcda
[Round 014/100] Acc=88.570 | RoundTime=20.66s | TotalTime=289.61s | Method=fedcda
[Round 015/100] Acc=84.420 | RoundTime=20.54s | TotalTime=310.16s | Method=fedcda
[Round 016/100] Acc=93.910 | RoundTime=20.61s | TotalTime=330.77s | Method=fedcda
[Round 017/100] Acc=75.750 | RoundTime=20.98s | TotalTime=351.74s | Method=fedcda
[Round 018/100] Acc=85.590 | RoundTime=21.13s | TotalTime=372.88s | Method=fedcda
