====================================================================================================
Training started at: 2026-03-22 07:53:34
Result directory: results/fl_mnist/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15
Result txt file : results/fl_mnist/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260322-075334-156492_pid3117817.txt
Result log file : results/fl_mnist/fedcda/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-least_sim_dr-0.15/fedcda_fl_mnist_20260322-075334-156492_pid3117817.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=9.800 | RoundTime=19.98s | TotalTime=19.98s | Method=fedcda
[Round 002/100] Acc=50.030 | RoundTime=20.15s | TotalTime=40.14s | Method=fedcda
[Round 003/100] Acc=83.810 | RoundTime=21.78s | TotalTime=61.92s | Method=fedcda
[Round 004/100] Acc=85.150 | RoundTime=22.23s | TotalTime=84.15s | Method=fedcda
[Round 005/100] Acc=85.630 | RoundTime=22.37s | TotalTime=106.52s | Method=fedcda
[Round 006/100] Acc=92.130 | RoundTime=21.99s | TotalTime=128.51s | Method=fedcda
[Round 007/100] Acc=77.180 | RoundTime=22.10s | TotalTime=150.60s | Method=fedcda
[Round 008/100] Acc=89.560 | RoundTime=21.94s | TotalTime=172.55s | Method=fedcda
[Round 009/100] Acc=79.610 | RoundTime=22.19s | TotalTime=194.73s | Method=fedcda
[Round 010/100] Acc=86.550 | RoundTime=22.40s | TotalTime=217.14s | Method=fedcda
[Round 011/100] Acc=88.120 | RoundTime=24.56s | TotalTime=241.70s | Method=fedcda
[Round 012/100] Acc=90.240 | RoundTime=22.53s | TotalTime=264.23s | Method=fedcda
[Round 013/100] Acc=87.400 | RoundTime=22.59s | TotalTime=286.83s | Method=fedcda
[Round 014/100] Acc=85.450 | RoundTime=22.50s | TotalTime=309.33s | Method=fedcda
[Round 015/100] Acc=86.250 | RoundTime=22.65s | TotalTime=331.97s | Method=fedcda
[Round 016/100] Acc=77.070 | RoundTime=22.74s | TotalTime=354.71s | Method=fedcda
[Round 017/100] Acc=82.580 | RoundTime=22.69s | TotalTime=377.41s | Method=fedcda
[Round 018/100] Acc=88.660 | RoundTime=22.81s | TotalTime=400.21s | Method=fedcda
[Round 019/100] Acc=90.470 | RoundTime=23.02s | TotalTime=423.23s | Method=fedcda
[Round 020/100] Acc=90.090 | RoundTime=22.84s | TotalTime=446.07s | Method=fedcda
[Round 021/100] Acc=87.640 | RoundTime=22.63s | TotalTime=468.70s | Method=fedcda
[Round 022/100] Acc=86.660 | RoundTime=22.80s | TotalTime=491.49s | Method=fedcda
[Round 023/100] Acc=87.590 | RoundTime=22.60s | TotalTime=514.10s | Method=fedcda
[Round 024/100] Acc=84.170 | RoundTime=25.12s | TotalTime=539.21s | Method=fedcda
[Round 025/100] Acc=94.060 | RoundTime=22.55s | TotalTime=561.77s | Method=fedcda
[Round 026/100] Acc=87.340 | RoundTime=22.79s | TotalTime=584.55s | Method=fedcda
[Round 027/100] Acc=90.250 | RoundTime=22.66s | TotalTime=607.21s | Method=fedcda
[Round 028/100] Acc=88.210 | RoundTime=22.56s | TotalTime=629.78s | Method=fedcda
[Round 029/100] Acc=86.890 | RoundTime=22.65s | TotalTime=652.43s | Method=fedcda
[Round 030/100] Acc=85.470 | RoundTime=22.71s | TotalTime=675.14s | Method=fedcda
[Round 031/100] Acc=84.460 | RoundTime=22.79s | TotalTime=697.93s | Method=fedcda
[Round 032/100] Acc=89.450 | RoundTime=22.72s | TotalTime=720.66s | Method=fedcda
[Round 033/100] Acc=84.700 | RoundTime=22.84s | TotalTime=743.50s | Method=fedcda
[Round 034/100] Acc=87.160 | RoundTime=23.01s | TotalTime=766.51s | Method=fedcda
[Round 035/100] Acc=89.110 | RoundTime=22.57s | TotalTime=789.08s | Method=fedcda
[Round 036/100] Acc=90.240 | RoundTime=22.55s | TotalTime=811.63s | Method=fedcda
[Round 037/100] Acc=91.420 | RoundTime=22.74s | TotalTime=834.37s | Method=fedcda
[Round 038/100] Acc=75.980 | RoundTime=25.33s | TotalTime=859.70s | Method=fedcda
[Round 039/100] Acc=92.910 | RoundTime=22.82s | TotalTime=882.52s | Method=fedcda
[Round 040/100] Acc=88.280 | RoundTime=22.95s | TotalTime=905.47s | Method=fedcda
[Round 041/100] Acc=93.090 | RoundTime=22.88s | TotalTime=928.35s | Method=fedcda
[Round 042/100] Acc=75.080 | RoundTime=23.13s | TotalTime=951.49s | Method=fedcda
[Round 043/100] Acc=91.660 | RoundTime=23.36s | TotalTime=974.85s | Method=fedcda
[Round 044/100] Acc=92.200 | RoundTime=23.03s | TotalTime=997.88s | Method=fedcda
[Round 045/100] Acc=79.740 | RoundTime=23.13s | TotalTime=1021.01s | Method=fedcda
[Round 046/100] Acc=86.570 | RoundTime=23.14s | TotalTime=1044.16s | Method=fedcda
[Round 047/100] Acc=85.360 | RoundTime=23.26s | TotalTime=1067.42s | Method=fedcda
[Round 048/100] Acc=87.870 | RoundTime=22.91s | TotalTime=1090.34s | Method=fedcda
[Round 049/100] Acc=91.180 | RoundTime=23.02s | TotalTime=1113.36s | Method=fedcda
[Round 050/100] Acc=89.420 | RoundTime=23.35s | TotalTime=1136.71s | Method=fedcda
[Round 051/100] Acc=89.850 | RoundTime=34.15s | TotalTime=1170.86s | Method=fedcda
[Round 052/100] Acc=89.820 | RoundTime=33.76s | TotalTime=1204.62s | Method=fedcda
[Round 053/100] Acc=89.800 | RoundTime=33.91s | TotalTime=1238.53s | Method=fedcda
[Round 054/100] Acc=89.930 | RoundTime=34.38s | TotalTime=1272.91s | Method=fedcda
[Round 055/100] Acc=89.830 | RoundTime=33.86s | TotalTime=1306.77s | Method=fedcda
[Round 056/100] Acc=89.740 | RoundTime=34.24s | TotalTime=1341.01s | Method=fedcda
[Round 057/100] Acc=89.990 | RoundTime=33.26s | TotalTime=1374.27s | Method=fedcda
[Round 058/100] Acc=76.860 | RoundTime=33.41s | TotalTime=1407.68s | Method=fedcda
[Round 059/100] Acc=77.080 | RoundTime=34.06s | TotalTime=1441.74s | Method=fedcda
[Round 060/100] Acc=77.360 | RoundTime=33.71s | TotalTime=1475.45s | Method=fedcda
[Round 061/100] Acc=77.440 | RoundTime=33.21s | TotalTime=1508.66s | Method=fedcda
