====================================================================================================
Training started at: 2026-03-10 03:51:14
Result directory: results/fl_tinyimagenet/feddenoise
Result txt file : results/fl_tinyimagenet/feddenoise/model=feddenoise_dataset=fl_tinyimagenet_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=most_sim_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260310-035114.txt
Result log file : results/fl_tinyimagenet/feddenoise/model=feddenoise_dataset=fl_tinyimagenet_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=most_sim_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260310-035114.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_tinyimagenet
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: most_sim
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=0.750 | Pure=78.737 | RoundTime=84.97s | TotalTime=84.97s | Method=feddenoise
[Round 002/100] Acc=1.970 | Pure=82.049 | RoundTime=128.53s | TotalTime=213.50s | Method=feddenoise
[Round 003/100] Acc=3.580 | Pure=82.628 | RoundTime=116.87s | TotalTime=330.37s | Method=feddenoise
[Round 004/100] Acc=4.230 | Pure=84.288 | RoundTime=85.76s | TotalTime=416.13s | Method=feddenoise
[Round 005/100] Acc=4.950 | Pure=84.428 | RoundTime=83.93s | TotalTime=500.07s | Method=feddenoise
[Round 006/100] Acc=5.630 | Pure=85.751 | RoundTime=84.75s | TotalTime=584.81s | Method=feddenoise
[Round 007/100] Acc=5.990 | Pure=83.066 | RoundTime=83.02s | TotalTime=667.83s | Method=feddenoise
[Round 008/100] Acc=6.090 | Pure=84.183 | RoundTime=84.90s | TotalTime=752.73s | Method=feddenoise
[Round 009/100] Acc=6.740 | Pure=81.752 | RoundTime=86.82s | TotalTime=839.55s | Method=feddenoise
[Round 010/100] Acc=7.280 | Pure=86.373 | RoundTime=84.18s | TotalTime=923.73s | Method=feddenoise
[Round 011/100] Acc=7.640 | Pure=89.378 | RoundTime=114.97s | TotalTime=1038.70s | Method=feddenoise
