====================================================================================================
Training started at: 2026-03-08 13:28:15
Result directory: results/fl_tinyimagenet/feddenoise
Result txt file : results/fl_tinyimagenet/feddenoise/model=feddenoise_dataset=fl_tinyimagenet_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=mix_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260308-132815.txt
Result log file : results/fl_tinyimagenet/feddenoise/model=feddenoise_dataset=fl_tinyimagenet_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=mix_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260308-132815.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_tinyimagenet
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: mix
Noise type: asymmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=0.580 | Pure=82.558 | RoundTime=88.21s | TotalTime=88.21s | Method=feddenoise
[Round 002/100] Acc=1.920 | Pure=86.214 | RoundTime=83.76s | TotalTime=171.97s | Method=feddenoise
[Round 003/100] Acc=6.330 | Pure=85.802 | RoundTime=78.62s | TotalTime=250.59s | Method=feddenoise
[Round 004/100] Acc=8.910 | Pure=90.410 | RoundTime=77.72s | TotalTime=328.31s | Method=feddenoise
[Round 005/100] Acc=10.100 | Pure=87.909 | RoundTime=79.03s | TotalTime=407.34s | Method=feddenoise
[Round 006/100] Acc=11.250 | Pure=87.215 | RoundTime=78.75s | TotalTime=486.09s | Method=feddenoise
[Round 007/100] Acc=11.790 | Pure=90.309 | RoundTime=78.20s | TotalTime=564.29s | Method=feddenoise
[Round 008/100] Acc=12.420 | Pure=89.427 | RoundTime=79.00s | TotalTime=643.30s | Method=feddenoise
[Round 009/100] Acc=13.440 | Pure=88.229 | RoundTime=77.83s | TotalTime=721.12s | Method=feddenoise
[Round 010/100] Acc=13.080 | Pure=83.912 | RoundTime=79.90s | TotalTime=801.02s | Method=feddenoise
[Round 011/100] Acc=14.310 | Pure=89.051 | RoundTime=101.83s | TotalTime=902.85s | Method=feddenoise
[Round 012/100] Acc=14.650 | Pure=90.275 | RoundTime=103.87s | TotalTime=1006.72s | Method=feddenoise
[Round 013/100] Acc=15.210 | Pure=92.539 | RoundTime=100.34s | TotalTime=1107.06s | Method=feddenoise
[Round 014/100] Acc=15.850 | Pure=88.794 | RoundTime=102.33s | TotalTime=1209.39s | Method=feddenoise
[Round 015/100] Acc=15.670 | Pure=86.726 | RoundTime=102.89s | TotalTime=1312.28s | Method=feddenoise
[Round 016/100] Acc=16.440 | Pure=91.504 | RoundTime=103.94s | TotalTime=1416.22s | Method=feddenoise
[Round 017/100] Acc=16.640 | Pure=90.710 | RoundTime=100.45s | TotalTime=1516.67s | Method=feddenoise
[Round 018/100] Acc=17.010 | Pure=91.052 | RoundTime=102.13s | TotalTime=1618.80s | Method=feddenoise
[Round 019/100] Acc=16.770 | Pure=85.775 | RoundTime=100.54s | TotalTime=1719.34s | Method=feddenoise
[Round 020/100] Acc=16.910 | Pure=88.095 | RoundTime=101.69s | TotalTime=1821.02s | Method=feddenoise
[Round 021/100] Acc=16.800 | Pure=86.010 | RoundTime=102.93s | TotalTime=1923.95s | Method=feddenoise
[Round 022/100] Acc=17.320 | Pure=89.709 | RoundTime=101.49s | TotalTime=2025.44s | Method=feddenoise
[Round 023/100] Acc=17.820 | Pure=86.269 | RoundTime=105.86s | TotalTime=2131.30s | Method=feddenoise
[Round 024/100] Acc=17.890 | Pure=89.253 | RoundTime=100.70s | TotalTime=2232.01s | Method=feddenoise
[Round 025/100] Acc=18.800 | Pure=90.556 | RoundTime=99.61s | TotalTime=2331.61s | Method=feddenoise
[Round 026/100] Acc=17.950 | Pure=86.370 | RoundTime=102.20s | TotalTime=2433.82s | Method=feddenoise
[Round 027/100] Acc=18.340 | Pure=87.703 | RoundTime=99.97s | TotalTime=2533.79s | Method=feddenoise
[Round 028/100] Acc=18.350 | Pure=89.546 | RoundTime=103.69s | TotalTime=2637.48s | Method=feddenoise
[Round 029/100] Acc=19.020 | Pure=94.476 | RoundTime=101.87s | TotalTime=2739.35s | Method=feddenoise
[Round 030/100] Acc=19.170 | Pure=89.596 | RoundTime=99.23s | TotalTime=2838.59s | Method=feddenoise
[Round 031/100] Acc=19.740 | Pure=88.080 | RoundTime=103.47s | TotalTime=2942.06s | Method=feddenoise
[Round 032/100] Acc=20.000 | Pure=93.826 | RoundTime=101.39s | TotalTime=3043.45s | Method=feddenoise
[Round 033/100] Acc=19.910 | Pure=92.262 | RoundTime=102.62s | TotalTime=3146.07s | Method=feddenoise
[Round 034/100] Acc=20.180 | Pure=90.340 | RoundTime=101.38s | TotalTime=3247.45s | Method=feddenoise
[Round 035/100] Acc=19.970 | Pure=86.719 | RoundTime=98.87s | TotalTime=3346.32s | Method=feddenoise
[Round 036/100] Acc=19.620 | Pure=87.769 | RoundTime=99.81s | TotalTime=3446.13s | Method=feddenoise
[Round 037/100] Acc=20.180 | Pure=88.080 | RoundTime=99.98s | TotalTime=3546.11s | Method=feddenoise
[Round 038/100] Acc=20.040 | Pure=88.514 | RoundTime=103.40s | TotalTime=3649.51s | Method=feddenoise
[Round 039/100] Acc=20.410 | Pure=88.557 | RoundTime=98.60s | TotalTime=3748.12s | Method=feddenoise
[Round 040/100] Acc=19.750 | Pure=86.344 | RoundTime=104.21s | TotalTime=3852.32s | Method=feddenoise
[Round 041/100] Acc=20.170 | Pure=88.073 | RoundTime=100.56s | TotalTime=3952.89s | Method=feddenoise
[Round 042/100] Acc=20.980 | Pure=93.021 | RoundTime=99.96s | TotalTime=4052.84s | Method=feddenoise
[Round 043/100] Acc=21.030 | Pure=89.920 | RoundTime=101.14s | TotalTime=4153.98s | Method=feddenoise
[Round 044/100] Acc=21.150 | Pure=88.567 | RoundTime=99.98s | TotalTime=4253.97s | Method=feddenoise
[Round 045/100] Acc=21.280 | Pure=91.794 | RoundTime=102.16s | TotalTime=4356.13s | Method=feddenoise
[Round 046/100] Acc=20.790 | Pure=87.137 | RoundTime=102.14s | TotalTime=4458.28s | Method=feddenoise
[Round 047/100] Acc=20.510 | Pure=88.503 | RoundTime=101.92s | TotalTime=4560.19s | Method=feddenoise
[Round 048/100] Acc=21.320 | Pure=87.304 | RoundTime=102.00s | TotalTime=4662.19s | Method=feddenoise
[Round 049/100] Acc=21.440 | Pure=88.998 | RoundTime=103.03s | TotalTime=4765.22s | Method=feddenoise
[Round 050/100] Acc=21.040 | Pure=87.973 | RoundTime=101.05s | TotalTime=4866.27s | Method=feddenoise
[Round 051/100] Acc=21.130 | Pure=90.862 | RoundTime=99.97s | TotalTime=4966.24s | Method=feddenoise
[Round 052/100] Acc=21.490 | Pure=91.184 | RoundTime=101.53s | TotalTime=5067.76s | Method=feddenoise
