====================================================================================================
Training started at: 2026-03-09 03:15:06
Result directory: results/fl_tinyimagenet/feddenoise
Result txt file : results/fl_tinyimagenet/feddenoise/model=feddenoise_dataset=fl_tinyimagenet_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.3_denoise=random_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260309-031506.txt
Result log file : results/fl_tinyimagenet/feddenoise/model=feddenoise_dataset=fl_tinyimagenet_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.3_denoise=random_noiseType=asymmetric_noiseMax=0.3_avg=weight_seed=0_20260309-031506.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_tinyimagenet
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.3
Denoise strategy: random
Noise type: asymmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=0.500 | Pure=83.378 | RoundTime=76.78s | TotalTime=76.78s | Method=feddenoise
[Round 002/100] Acc=1.990 | Pure=85.915 | RoundTime=76.86s | TotalTime=153.64s | Method=feddenoise
[Round 003/100] Acc=5.850 | Pure=80.825 | RoundTime=77.14s | TotalTime=230.78s | Method=feddenoise
[Round 004/100] Acc=8.550 | Pure=86.516 | RoundTime=76.69s | TotalTime=307.48s | Method=feddenoise
[Round 005/100] Acc=9.970 | Pure=88.525 | RoundTime=76.92s | TotalTime=384.40s | Method=feddenoise
[Round 006/100] Acc=10.650 | Pure=85.728 | RoundTime=76.53s | TotalTime=460.93s | Method=feddenoise
[Round 007/100] Acc=11.940 | Pure=89.817 | RoundTime=76.21s | TotalTime=537.14s | Method=feddenoise
[Round 008/100] Acc=12.650 | Pure=86.987 | RoundTime=76.19s | TotalTime=613.33s | Method=feddenoise
[Round 009/100] Acc=13.150 | Pure=84.269 | RoundTime=76.83s | TotalTime=690.15s | Method=feddenoise
[Round 010/100] Acc=13.190 | Pure=85.709 | RoundTime=74.93s | TotalTime=765.09s | Method=feddenoise
[Round 011/100] Acc=13.710 | Pure=90.554 | RoundTime=100.15s | TotalTime=865.24s | Method=feddenoise
[Round 012/100] Acc=14.620 | Pure=90.494 | RoundTime=100.41s | TotalTime=965.64s | Method=feddenoise
[Round 013/100] Acc=15.210 | Pure=92.579 | RoundTime=99.12s | TotalTime=1064.76s | Method=feddenoise
[Round 014/100] Acc=15.770 | Pure=91.247 | RoundTime=97.89s | TotalTime=1162.66s | Method=feddenoise
[Round 015/100] Acc=16.070 | Pure=91.786 | RoundTime=99.46s | TotalTime=1262.12s | Method=feddenoise
[Round 016/100] Acc=15.970 | Pure=94.841 | RoundTime=98.47s | TotalTime=1360.59s | Method=feddenoise
[Round 017/100] Acc=16.780 | Pure=91.630 | RoundTime=99.54s | TotalTime=1460.13s | Method=feddenoise
[Round 018/100] Acc=16.710 | Pure=92.727 | RoundTime=98.74s | TotalTime=1558.87s | Method=feddenoise
[Round 019/100] Acc=17.170 | Pure=94.449 | RoundTime=101.08s | TotalTime=1659.95s | Method=feddenoise
[Round 020/100] Acc=17.550 | Pure=93.091 | RoundTime=99.75s | TotalTime=1759.70s | Method=feddenoise
[Round 021/100] Acc=16.970 | Pure=90.475 | RoundTime=101.21s | TotalTime=1860.91s | Method=feddenoise
[Round 022/100] Acc=17.350 | Pure=90.298 | RoundTime=99.57s | TotalTime=1960.47s | Method=feddenoise
[Round 023/100] Acc=18.090 | Pure=92.741 | RoundTime=98.78s | TotalTime=2059.25s | Method=feddenoise
[Round 024/100] Acc=18.100 | Pure=90.818 | RoundTime=98.80s | TotalTime=2158.05s | Method=feddenoise
[Round 025/100] Acc=18.820 | Pure=93.232 | RoundTime=98.03s | TotalTime=2256.08s | Method=feddenoise
[Round 026/100] Acc=18.870 | Pure=92.636 | RoundTime=99.76s | TotalTime=2355.84s | Method=feddenoise
[Round 027/100] Acc=19.150 | Pure=88.321 | RoundTime=99.19s | TotalTime=2455.03s | Method=feddenoise
