====================================================================================================
Training started at: 2026-03-10 03:51:14
Result directory: results/fl_tinyimagenet/feddenoise
Result txt file : results/fl_tinyimagenet/feddenoise/model=feddenoise_dataset=fl_tinyimagenet_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=median_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260310-035114.txt
Result log file : results/fl_tinyimagenet/feddenoise/model=feddenoise_dataset=fl_tinyimagenet_structure=homogeneity_parti=100_onlineRatio=0.1_commE=100_localE=10_bs=64_lr=0.01_alpha=0.5_drop=0.15_denoise=median_noiseType=symmetric_noiseMax=0.3_avg=weight_seed=0_20260310-035114.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_tinyimagenet
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Alpha: 0.5
Drop rate: 0.15
Denoise strategy: median
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=0.590 | Pure=81.746 | RoundTime=85.72s | TotalTime=85.72s | Method=feddenoise
[Round 002/100] Acc=2.710 | Pure=85.041 | RoundTime=127.81s | TotalTime=213.53s | Method=feddenoise
[Round 003/100] Acc=3.550 | Pure=83.962 | RoundTime=117.50s | TotalTime=331.03s | Method=feddenoise
[Round 004/100] Acc=4.200 | Pure=85.220 | RoundTime=85.75s | TotalTime=416.78s | Method=feddenoise
[Round 005/100] Acc=4.790 | Pure=81.127 | RoundTime=84.51s | TotalTime=501.29s | Method=feddenoise
[Round 006/100] Acc=5.590 | Pure=86.707 | RoundTime=86.27s | TotalTime=587.55s | Method=feddenoise
[Round 007/100] Acc=5.990 | Pure=82.387 | RoundTime=84.39s | TotalTime=671.94s | Method=feddenoise
[Round 008/100] Acc=6.340 | Pure=84.286 | RoundTime=84.84s | TotalTime=756.79s | Method=feddenoise
[Round 009/100] Acc=6.110 | Pure=81.423 | RoundTime=86.17s | TotalTime=842.96s | Method=feddenoise
[Round 010/100] Acc=6.800 | Pure=84.409 | RoundTime=85.59s | TotalTime=928.54s | Method=feddenoise
[Round 011/100] Acc=6.920 | Pure=89.933 | RoundTime=114.89s | TotalTime=1043.43s | Method=feddenoise
[Round 012/100] Acc=7.140 | Pure=84.841 | RoundTime=115.00s | TotalTime=1158.43s | Method=feddenoise
[Round 013/100] Acc=7.620 | Pure=88.284 | RoundTime=114.30s | TotalTime=1272.73s | Method=feddenoise
[Round 014/100] Acc=8.200 | Pure=92.381 | RoundTime=114.55s | TotalTime=1387.27s | Method=feddenoise
[Round 015/100] Acc=8.580 | Pure=88.648 | RoundTime=113.30s | TotalTime=1500.57s | Method=feddenoise
[Round 016/100] Acc=8.300 | Pure=86.647 | RoundTime=116.04s | TotalTime=1616.61s | Method=feddenoise
[Round 017/100] Acc=8.410 | Pure=88.829 | RoundTime=117.04s | TotalTime=1733.65s | Method=feddenoise
[Round 018/100] Acc=8.800 | Pure=89.518 | RoundTime=114.46s | TotalTime=1848.11s | Method=feddenoise
[Round 019/100] Acc=8.520 | Pure=87.524 | RoundTime=116.60s | TotalTime=1964.71s | Method=feddenoise
[Round 020/100] Acc=8.500 | Pure=88.453 | RoundTime=114.29s | TotalTime=2079.00s | Method=feddenoise
[Round 021/100] Acc=8.800 | Pure=89.921 | RoundTime=115.05s | TotalTime=2194.05s | Method=feddenoise
[Round 022/100] Acc=8.680 | Pure=87.708 | RoundTime=114.67s | TotalTime=2308.72s | Method=feddenoise
[Round 023/100] Acc=9.130 | Pure=90.206 | RoundTime=114.88s | TotalTime=2423.59s | Method=feddenoise
[Round 024/100] Acc=8.550 | Pure=85.445 | RoundTime=113.87s | TotalTime=2537.47s | Method=feddenoise
[Round 025/100] Acc=8.970 | Pure=87.122 | RoundTime=114.68s | TotalTime=2652.15s | Method=feddenoise
[Round 026/100] Acc=8.810 | Pure=86.292 | RoundTime=114.53s | TotalTime=2766.68s | Method=feddenoise
[Round 027/100] Acc=9.310 | Pure=88.384 | RoundTime=113.94s | TotalTime=2880.61s | Method=feddenoise
[Round 028/100] Acc=9.660 | Pure=85.573 | RoundTime=117.21s | TotalTime=2997.82s | Method=feddenoise
[Round 029/100] Acc=9.450 | Pure=87.858 | RoundTime=117.77s | TotalTime=3115.60s | Method=feddenoise
[Round 030/100] Acc=9.420 | Pure=85.470 | RoundTime=120.58s | TotalTime=3236.17s | Method=feddenoise
[Round 031/100] Acc=9.670 | Pure=88.471 | RoundTime=116.53s | TotalTime=3352.71s | Method=feddenoise
[Round 032/100] Acc=10.020 | Pure=91.061 | RoundTime=116.66s | TotalTime=3469.37s | Method=feddenoise
[Round 033/100] Acc=9.980 | Pure=89.704 | RoundTime=117.18s | TotalTime=3586.55s | Method=feddenoise
[Round 034/100] Acc=9.530 | Pure=88.590 | RoundTime=116.16s | TotalTime=3702.71s | Method=feddenoise
[Round 035/100] Acc=9.910 | Pure=90.104 | RoundTime=114.42s | TotalTime=3817.14s | Method=feddenoise
[Round 036/100] Acc=9.590 | Pure=86.978 | RoundTime=113.73s | TotalTime=3930.86s | Method=feddenoise
[Round 037/100] Acc=9.990 | Pure=89.474 | RoundTime=114.82s | TotalTime=4045.69s | Method=feddenoise
[Round 038/100] Acc=9.870 | Pure=84.230 | RoundTime=114.94s | TotalTime=4160.63s | Method=feddenoise
[Round 039/100] Acc=10.340 | Pure=90.197 | RoundTime=112.88s | TotalTime=4273.51s | Method=feddenoise
