====================================================================================================
Training started at: 2026-03-30 18:06:10
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.3
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.3/fedcda_fl_cifar10_20260330-180610-031077_pid1420797.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.3/fedcda_fl_cifar10_20260330-180610-031077_pid1420797.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 48
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.1
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=23.96s | TotalTime=23.96s | Method=fedcda
[Round 002/100] Acc=16.310 | RoundTime=23.17s | TotalTime=47.13s | Method=fedcda
[Round 003/100] Acc=15.260 | RoundTime=23.32s | TotalTime=70.46s | Method=fedcda
[Round 004/100] Acc=36.930 | RoundTime=23.24s | TotalTime=93.70s | Method=fedcda
[Round 005/100] Acc=25.720 | RoundTime=23.81s | TotalTime=117.51s | Method=fedcda
[Round 006/100] Acc=32.610 | RoundTime=23.53s | TotalTime=141.04s | Method=fedcda
[Round 007/100] Acc=40.330 | RoundTime=23.79s | TotalTime=164.83s | Method=fedcda
[Round 008/100] Acc=38.300 | RoundTime=23.05s | TotalTime=187.88s | Method=fedcda
[Round 009/100] Acc=44.200 | RoundTime=23.42s | TotalTime=211.30s | Method=fedcda
[Round 010/100] Acc=33.820 | RoundTime=24.06s | TotalTime=235.36s | Method=fedcda
[Round 011/100] Acc=40.340 | RoundTime=25.70s | TotalTime=261.06s | Method=fedcda
[Round 012/100] Acc=33.660 | RoundTime=24.26s | TotalTime=285.32s | Method=fedcda
[Round 013/100] Acc=41.850 | RoundTime=23.72s | TotalTime=309.04s | Method=fedcda
[Round 014/100] Acc=41.370 | RoundTime=21.19s | TotalTime=330.24s | Method=fedcda
[Round 015/100] Acc=38.210 | RoundTime=20.99s | TotalTime=351.22s | Method=fedcda
[Round 016/100] Acc=47.860 | RoundTime=20.95s | TotalTime=372.18s | Method=fedcda
[Round 017/100] Acc=51.470 | RoundTime=21.27s | TotalTime=393.45s | Method=fedcda
[Round 018/100] Acc=39.740 | RoundTime=21.01s | TotalTime=414.46s | Method=fedcda
[Round 019/100] Acc=42.010 | RoundTime=21.22s | TotalTime=435.68s | Method=fedcda
[Round 020/100] Acc=53.780 | RoundTime=21.00s | TotalTime=456.68s | Method=fedcda
