========================================================================================================================
Training started at: 2026-04-07 23:42:10
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260407-234210-921164_pid4170751.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260407-234210-921164_pid4170751.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=39.56s | TotalTime=39.57s | Method=fedprox
[Round 002/110] Phase=standard | Stage=warmup | Acc=1.010 | RoundTime=35.56s | TotalTime=75.14s | Method=fedprox
[Round 003/110] Phase=standard | Stage=warmup | Acc=2.840 | RoundTime=36.11s | TotalTime=111.26s | Method=fedprox
[Round 004/110] Phase=standard | Stage=warmup | Acc=4.970 | RoundTime=41.08s | TotalTime=152.35s | Method=fedprox
[Round 005/110] Phase=standard | Stage=warmup | Acc=6.800 | RoundTime=41.05s | TotalTime=193.40s | Method=fedprox
[Round 006/110] Phase=standard | Stage=warmup | Acc=6.990 | RoundTime=41.29s | TotalTime=234.70s | Method=fedprox
[Round 007/110] Phase=standard | Stage=warmup | Acc=8.280 | RoundTime=41.62s | TotalTime=276.33s | Method=fedprox
[Round 008/110] Phase=standard | Stage=warmup | Acc=9.060 | RoundTime=41.10s | TotalTime=317.44s | Method=fedprox
[Round 009/110] Phase=standard | Stage=warmup | Acc=9.650 | RoundTime=40.87s | TotalTime=358.32s | Method=fedprox
[Round 010/110] Phase=standard | Stage=warmup | Acc=10.700 | RoundTime=40.94s | TotalTime=399.27s | Method=fedprox
[Round 011/110] Phase=standard | Stage=warmup | Acc=11.090 | RoundTime=41.32s | TotalTime=440.59s | Method=fedprox
[Round 012/110] Phase=standard | Stage=warmup | Acc=12.440 | RoundTime=41.36s | TotalTime=481.96s | Method=fedprox
[Round 013/110] Phase=standard | Stage=warmup | Acc=12.160 | RoundTime=41.31s | TotalTime=523.28s | Method=fedprox
[Round 014/110] Phase=standard | Stage=warmup | Acc=13.580 | RoundTime=41.96s | TotalTime=565.25s | Method=fedprox
[Round 015/110] Phase=standard | Stage=warmup | Acc=14.750 | RoundTime=41.78s | TotalTime=607.04s | Method=fedprox
[Round 016/110] Phase=standard | Stage=warmup | Acc=14.540 | RoundTime=41.07s | TotalTime=648.12s | Method=fedprox
[Round 017/110] Phase=standard | Stage=warmup | Acc=16.000 | RoundTime=41.39s | TotalTime=689.52s | Method=fedprox
[Round 018/110] Phase=standard | Stage=warmup | Acc=16.110 | RoundTime=41.41s | TotalTime=730.94s | Method=fedprox
[Round 019/110] Phase=standard | Stage=warmup | Acc=16.140 | RoundTime=41.54s | TotalTime=772.49s | Method=fedprox
[Round 020/110] Phase=standard | Stage=warmup | Acc=17.940 | RoundTime=41.08s | TotalTime=813.58s | Method=fedprox
[Round 021/110] Phase=standard | Stage=warmup | Acc=18.190 | RoundTime=40.67s | TotalTime=854.26s | Method=fedprox
[Round 022/110] Phase=standard | Stage=warmup | Acc=18.450 | RoundTime=40.78s | TotalTime=895.04s | Method=fedprox
[Round 023/110] Phase=standard | Stage=warmup | Acc=19.510 | RoundTime=40.55s | TotalTime=935.60s | Method=fedprox
[Round 024/110] Phase=standard | Stage=warmup | Acc=20.280 | RoundTime=40.97s | TotalTime=976.58s | Method=fedprox
[Round 025/110] Phase=standard | Stage=warmup | Acc=20.810 | RoundTime=39.66s | TotalTime=1016.25s | Method=fedprox
[Round 026/110] Phase=standard | Stage=warmup | Acc=21.460 | RoundTime=40.16s | TotalTime=1056.43s | Method=fedprox
[Round 027/110] Phase=standard | Stage=warmup | Acc=21.640 | RoundTime=40.94s | TotalTime=1097.37s | Method=fedprox
[Round 028/110] Phase=standard | Stage=warmup | Acc=22.510 | RoundTime=41.29s | TotalTime=1138.67s | Method=fedprox
[Round 029/110] Phase=standard | Stage=warmup | Acc=22.650 | RoundTime=42.35s | TotalTime=1181.03s | Method=fedprox
[Round 030/110] Phase=standard | Stage=warmup | Acc=23.590 | RoundTime=41.80s | TotalTime=1222.84s | Method=fedprox
[Round 031/110] Phase=standard | Stage=warmup | Acc=24.080 | RoundTime=42.30s | TotalTime=1265.15s | Method=fedprox
[Round 032/110] Phase=standard | Stage=warmup | Acc=24.570 | RoundTime=40.20s | TotalTime=1305.36s | Method=fedprox
[Round 033/110] Phase=standard | Stage=warmup | Acc=24.760 | RoundTime=40.49s | TotalTime=1345.86s | Method=fedprox
[Round 034/110] Phase=standard | Stage=warmup | Acc=25.570 | RoundTime=40.84s | TotalTime=1386.71s | Method=fedprox
[Round 035/110] Phase=standard | Stage=warmup | Acc=25.760 | RoundTime=41.16s | TotalTime=1427.89s | Method=fedprox
[Round 036/110] Phase=standard | Stage=warmup | Acc=26.350 | RoundTime=40.40s | TotalTime=1468.29s | Method=fedprox
[Round 037/110] Phase=standard | Stage=warmup | Acc=26.680 | RoundTime=41.70s | TotalTime=1510.00s | Method=fedprox
