========================================================================================================================
Training started at: 2026-04-08 06:17:15
Result directory: results/fl_cifar100/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.001
Result txt file : results/fl_cifar100/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260408-061715-822275_pid1893792.txt
Result log file : results/fl_cifar100/fedprox/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric_mu-0.001/fedprox_fl_cifar100_20260408-061715-822275_pid1893792.log
------------------------------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedProx mu: 0.001
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=44.88s | TotalTime=44.89s | Method=fedprox
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.090 | RoundTime=43.60s | TotalTime=88.50s | Method=fedprox
[Round 003/100] Phase=standard | Stage=warmup | Acc=2.940 | RoundTime=48.96s | TotalTime=137.47s | Method=fedprox
[Round 004/100] Phase=standard | Stage=warmup | Acc=5.420 | RoundTime=46.77s | TotalTime=184.25s | Method=fedprox
[Round 005/100] Phase=standard | Stage=warmup | Acc=7.070 | RoundTime=46.70s | TotalTime=230.95s | Method=fedprox
[Round 006/100] Phase=standard | Stage=warmup | Acc=7.640 | RoundTime=44.63s | TotalTime=275.59s | Method=fedprox
[Round 007/100] Phase=standard | Stage=warmup | Acc=8.960 | RoundTime=45.60s | TotalTime=321.20s | Method=fedprox
[Round 008/100] Phase=standard | Stage=warmup | Acc=9.240 | RoundTime=46.49s | TotalTime=367.70s | Method=fedprox
[Round 009/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=45.20s | TotalTime=412.91s | Method=fedprox
[Round 010/100] Phase=standard | Stage=warmup | Acc=10.760 | RoundTime=45.02s | TotalTime=457.94s | Method=fedprox
[Round 011/100] Phase=standard | Stage=warmup | Acc=12.000 | RoundTime=45.13s | TotalTime=503.08s | Method=fedprox
[Round 012/100] Phase=standard | Stage=warmup | Acc=13.080 | RoundTime=44.89s | TotalTime=547.97s | Method=fedprox
[Round 013/100] Phase=standard | Stage=warmup | Acc=13.300 | RoundTime=44.90s | TotalTime=592.88s | Method=fedprox
[Round 014/100] Phase=standard | Stage=warmup | Acc=14.240 | RoundTime=44.19s | TotalTime=637.07s | Method=fedprox
[Round 015/100] Phase=standard | Stage=warmup | Acc=15.020 | RoundTime=43.40s | TotalTime=680.49s | Method=fedprox
[Round 016/100] Phase=standard | Stage=warmup | Acc=15.170 | RoundTime=43.38s | TotalTime=723.87s | Method=fedprox
[Round 017/100] Phase=standard | Stage=warmup | Acc=16.460 | RoundTime=44.08s | TotalTime=767.96s | Method=fedprox
[Round 018/100] Phase=standard | Stage=warmup | Acc=16.240 | RoundTime=42.57s | TotalTime=810.54s | Method=fedprox
[Round 019/100] Phase=standard | Stage=warmup | Acc=16.830 | RoundTime=46.16s | TotalTime=856.70s | Method=fedprox
[Round 020/100] Phase=standard | Stage=warmup | Acc=18.150 | RoundTime=46.06s | TotalTime=902.77s | Method=fedprox
[Round 021/100] Phase=standard | Stage=warmup | Acc=18.890 | RoundTime=47.40s | TotalTime=950.17s | Method=fedprox
[Round 022/100] Phase=standard | Stage=warmup | Acc=19.100 | RoundTime=47.39s | TotalTime=997.57s | Method=fedprox
[Round 023/100] Phase=standard | Stage=warmup | Acc=20.440 | RoundTime=46.17s | TotalTime=1043.75s | Method=fedprox
[Round 024/100] Phase=standard | Stage=warmup | Acc=20.750 | RoundTime=41.55s | TotalTime=1085.31s | Method=fedprox
[Round 025/100] Phase=standard | Stage=warmup | Acc=21.380 | RoundTime=42.26s | TotalTime=1127.57s | Method=fedprox
[Round 026/100] Phase=standard | Stage=warmup | Acc=22.300 | RoundTime=45.29s | TotalTime=1172.87s | Method=fedprox
[Round 027/100] Phase=standard | Stage=warmup | Acc=21.950 | RoundTime=48.23s | TotalTime=1221.11s | Method=fedprox
[Round 028/100] Phase=standard | Stage=warmup | Acc=23.130 | RoundTime=47.38s | TotalTime=1268.50s | Method=fedprox
[Round 029/100] Phase=standard | Stage=warmup | Acc=23.390 | RoundTime=46.33s | TotalTime=1314.84s | Method=fedprox
[Round 030/100] Phase=standard | Stage=warmup | Acc=24.120 | RoundTime=46.51s | TotalTime=1361.36s | Method=fedprox
[Round 031/100] Phase=standard | Stage=warmup | Acc=24.170 | RoundTime=43.51s | TotalTime=1404.87s | Method=fedprox
[Round 032/100] Phase=standard | Stage=warmup | Acc=25.310 | RoundTime=47.63s | TotalTime=1452.51s | Method=fedprox
[Round 033/100] Phase=standard | Stage=warmup | Acc=25.560 | RoundTime=45.29s | TotalTime=1497.82s | Method=fedprox
[Round 034/100] Phase=standard | Stage=warmup | Acc=25.990 | RoundTime=45.99s | TotalTime=1543.82s | Method=fedprox
[Round 035/100] Phase=standard | Stage=warmup | Acc=26.370 | RoundTime=45.18s | TotalTime=1589.01s | Method=fedprox
[Round 036/100] Phase=standard | Stage=warmup | Acc=26.540 | RoundTime=45.77s | TotalTime=1634.78s | Method=fedprox
[Round 037/100] Phase=standard | Stage=warmup | Acc=27.110 | RoundTime=44.72s | TotalTime=1679.51s | Method=fedprox
[Round 038/100] Phase=standard | Stage=warmup | Acc=27.470 | RoundTime=45.19s | TotalTime=1724.70s | Method=fedprox
