====================================================================================================
Training started at: 2026-03-14 11:12:24
Result directory: results/fl_svhn/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3
Result txt file : results/fl_svhn/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3/fedprox_fl_svhn_20260314-111224.txt
Result log file : results/fl_svhn/fedprox/pm-dir_a-0.5_nm-uni_nr-0.3/fedprox_fl_svhn_20260314-111224.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.590 | RoundTime=126.32s | TotalTime=126.32s | Method=fedprox
[Round 002/100] Acc=46.020 | RoundTime=124.01s | TotalTime=250.33s | Method=fedprox
[Round 003/100] Acc=70.570 | RoundTime=125.21s | TotalTime=375.54s | Method=fedprox
[Round 004/100] Acc=69.340 | RoundTime=124.05s | TotalTime=499.60s | Method=fedprox
[Round 005/100] Acc=73.690 | RoundTime=123.33s | TotalTime=622.93s | Method=fedprox
[Round 006/100] Acc=77.300 | RoundTime=124.91s | TotalTime=747.84s | Method=fedprox
[Round 007/100] Acc=76.490 | RoundTime=125.29s | TotalTime=873.13s | Method=fedprox
[Round 008/100] Acc=75.980 | RoundTime=123.96s | TotalTime=997.10s | Method=fedprox
[Round 009/100] Acc=78.430 | RoundTime=124.45s | TotalTime=1121.55s | Method=fedprox
[Round 010/100] Acc=76.220 | RoundTime=124.67s | TotalTime=1246.22s | Method=fedprox
[Round 011/100] Acc=78.250 | RoundTime=124.25s | TotalTime=1370.47s | Method=fedprox
[Round 012/100] Acc=77.150 | RoundTime=124.66s | TotalTime=1495.13s | Method=fedprox
[Round 013/100] Acc=78.420 | RoundTime=124.27s | TotalTime=1619.40s | Method=fedprox
[Round 014/100] Acc=77.950 | RoundTime=125.57s | TotalTime=1744.96s | Method=fedprox
[Round 015/100] Acc=76.600 | RoundTime=119.84s | TotalTime=1864.80s | Method=fedprox
[Round 016/100] Acc=74.620 | RoundTime=103.03s | TotalTime=1967.83s | Method=fedprox
[Round 017/100] Acc=73.260 | RoundTime=85.07s | TotalTime=2052.90s | Method=fedprox
