====================================================================================================
Training started at: 2026-03-13 12:34:05
Result directory: results/fl_mnist/fedprox
Result txt file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123405.txt
Result log file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123405.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | RoundTime=57.80s | TotalTime=57.80s | Method=fedprox
[Round 002/100] Acc=61.220 | RoundTime=57.25s | TotalTime=115.04s | Method=fedprox
[Round 003/100] Acc=96.880 | RoundTime=57.96s | TotalTime=173.00s | Method=fedprox
[Round 004/100] Acc=97.060 | RoundTime=57.33s | TotalTime=230.34s | Method=fedprox
[Round 005/100] Acc=96.610 | RoundTime=58.42s | TotalTime=288.75s | Method=fedprox
[Round 006/100] Acc=95.860 | RoundTime=59.56s | TotalTime=348.31s | Method=fedprox
[Round 007/100] Acc=95.930 | RoundTime=58.22s | TotalTime=406.53s | Method=fedprox
[Round 008/100] Acc=91.620 | RoundTime=57.47s | TotalTime=464.00s | Method=fedprox
[Round 009/100] Acc=95.460 | RoundTime=58.59s | TotalTime=522.59s | Method=fedprox
[Round 010/100] Acc=95.900 | RoundTime=58.64s | TotalTime=581.23s | Method=fedprox
[Round 011/100] Acc=93.760 | RoundTime=58.58s | TotalTime=639.82s | Method=fedprox
[Round 012/100] Acc=96.270 | RoundTime=59.47s | TotalTime=699.29s | Method=fedprox
[Round 013/100] Acc=92.990 | RoundTime=58.96s | TotalTime=758.25s | Method=fedprox
[Round 014/100] Acc=94.850 | RoundTime=58.87s | TotalTime=817.12s | Method=fedprox
[Round 015/100] Acc=93.590 | RoundTime=58.73s | TotalTime=875.85s | Method=fedprox
[Round 016/100] Acc=94.020 | RoundTime=58.19s | TotalTime=934.04s | Method=fedprox
[Round 017/100] Acc=94.140 | RoundTime=59.01s | TotalTime=993.06s | Method=fedprox
[Round 018/100] Acc=95.730 | RoundTime=59.22s | TotalTime=1052.28s | Method=fedprox
[Round 019/100] Acc=95.060 | RoundTime=58.32s | TotalTime=1110.60s | Method=fedprox
[Round 020/100] Acc=94.560 | RoundTime=58.42s | TotalTime=1169.02s | Method=fedprox
[Round 021/100] Acc=94.540 | RoundTime=57.60s | TotalTime=1226.62s | Method=fedprox
[Round 022/100] Acc=94.350 | RoundTime=58.18s | TotalTime=1284.80s | Method=fedprox
[Round 023/100] Acc=91.230 | RoundTime=59.10s | TotalTime=1343.91s | Method=fedprox
[Round 024/100] Acc=93.970 | RoundTime=58.77s | TotalTime=1402.68s | Method=fedprox
[Round 025/100] Acc=93.450 | RoundTime=58.53s | TotalTime=1461.21s | Method=fedprox
[Round 026/100] Acc=94.880 | RoundTime=58.22s | TotalTime=1519.43s | Method=fedprox
[Round 027/100] Acc=94.360 | RoundTime=59.94s | TotalTime=1579.38s | Method=fedprox
[Round 028/100] Acc=94.450 | RoundTime=57.58s | TotalTime=1636.96s | Method=fedprox
[Round 029/100] Acc=95.910 | RoundTime=58.26s | TotalTime=1695.22s | Method=fedprox
[Round 030/100] Acc=95.110 | RoundTime=57.52s | TotalTime=1752.74s | Method=fedprox
[Round 031/100] Acc=94.170 | RoundTime=58.21s | TotalTime=1810.95s | Method=fedprox
[Round 032/100] Acc=94.850 | RoundTime=57.50s | TotalTime=1868.45s | Method=fedprox
[Round 033/100] Acc=95.120 | RoundTime=57.58s | TotalTime=1926.03s | Method=fedprox
[Round 034/100] Acc=94.570 | RoundTime=58.72s | TotalTime=1984.75s | Method=fedprox
[Round 035/100] Acc=95.280 | RoundTime=59.04s | TotalTime=2043.79s | Method=fedprox
[Round 036/100] Acc=95.780 | RoundTime=58.96s | TotalTime=2102.75s | Method=fedprox
[Round 037/100] Acc=95.330 | RoundTime=57.42s | TotalTime=2160.17s | Method=fedprox
[Round 038/100] Acc=94.930 | RoundTime=58.06s | TotalTime=2218.23s | Method=fedprox
[Round 039/100] Acc=95.660 | RoundTime=58.98s | TotalTime=2277.21s | Method=fedprox
[Round 040/100] Acc=94.900 | RoundTime=59.09s | TotalTime=2336.30s | Method=fedprox
[Round 041/100] Acc=94.960 | RoundTime=59.15s | TotalTime=2395.45s | Method=fedprox
[Round 042/100] Acc=95.420 | RoundTime=57.20s | TotalTime=2452.65s | Method=fedprox
[Round 043/100] Acc=95.040 | RoundTime=57.22s | TotalTime=2509.88s | Method=fedprox
[Round 044/100] Acc=94.830 | RoundTime=58.48s | TotalTime=2568.36s | Method=fedprox
[Round 045/100] Acc=95.220 | RoundTime=57.26s | TotalTime=2625.62s | Method=fedprox
[Round 046/100] Acc=94.060 | RoundTime=56.54s | TotalTime=2682.16s | Method=fedprox
[Round 047/100] Acc=94.640 | RoundTime=57.15s | TotalTime=2739.31s | Method=fedprox
[Round 048/100] Acc=92.890 | RoundTime=58.27s | TotalTime=2797.58s | Method=fedprox
[Round 049/100] Acc=94.970 | RoundTime=58.34s | TotalTime=2855.92s | Method=fedprox
[Round 050/100] Acc=94.020 | RoundTime=58.87s | TotalTime=2914.79s | Method=fedprox
[Round 051/100] Acc=94.320 | RoundTime=57.02s | TotalTime=2971.81s | Method=fedprox
[Round 052/100] Acc=95.290 | RoundTime=58.01s | TotalTime=3029.83s | Method=fedprox
[Round 053/100] Acc=94.440 | RoundTime=57.36s | TotalTime=3087.18s | Method=fedprox
[Round 054/100] Acc=95.260 | RoundTime=57.01s | TotalTime=3144.19s | Method=fedprox
[Round 055/100] Acc=94.820 | RoundTime=57.49s | TotalTime=3201.68s | Method=fedprox
[Round 056/100] Acc=94.900 | RoundTime=57.91s | TotalTime=3259.59s | Method=fedprox
[Round 057/100] Acc=94.320 | RoundTime=57.69s | TotalTime=3317.29s | Method=fedprox
[Round 058/100] Acc=93.950 | RoundTime=57.38s | TotalTime=3374.67s | Method=fedprox
[Round 059/100] Acc=95.430 | RoundTime=57.36s | TotalTime=3432.03s | Method=fedprox
[Round 060/100] Acc=94.780 | RoundTime=57.22s | TotalTime=3489.25s | Method=fedprox
[Round 061/100] Acc=94.580 | RoundTime=57.57s | TotalTime=3546.82s | Method=fedprox
