====================================================================================================
Training started at: 2026-03-13 10:54:53
Result directory: results/fl_mnist/fedprox
Result txt file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-105453.txt
Result log file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-105453.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.280 | RoundTime=46.36s | TotalTime=46.36s | Method=fedprox
[Round 002/100] Acc=11.350 | RoundTime=44.28s | TotalTime=90.64s | Method=fedprox
[Round 003/100] Acc=60.690 | RoundTime=45.42s | TotalTime=136.06s | Method=fedprox
[Round 004/100] Acc=82.840 | RoundTime=46.39s | TotalTime=182.45s | Method=fedprox
[Round 005/100] Acc=90.120 | RoundTime=47.30s | TotalTime=229.74s | Method=fedprox
[Round 006/100] Acc=87.470 | RoundTime=47.63s | TotalTime=277.37s | Method=fedprox
[Round 007/100] Acc=78.000 | RoundTime=47.66s | TotalTime=325.03s | Method=fedprox
[Round 008/100] Acc=70.330 | RoundTime=47.09s | TotalTime=372.13s | Method=fedprox
[Round 009/100] Acc=77.800 | RoundTime=48.71s | TotalTime=420.83s | Method=fedprox
[Round 010/100] Acc=76.500 | RoundTime=50.34s | TotalTime=471.18s | Method=fedprox
[Round 011/100] Acc=87.280 | RoundTime=49.23s | TotalTime=520.41s | Method=fedprox
[Round 012/100] Acc=76.550 | RoundTime=51.01s | TotalTime=571.42s | Method=fedprox
[Round 013/100] Acc=76.050 | RoundTime=50.64s | TotalTime=622.05s | Method=fedprox
[Round 014/100] Acc=81.570 | RoundTime=51.70s | TotalTime=673.76s | Method=fedprox
[Round 015/100] Acc=76.410 | RoundTime=51.78s | TotalTime=725.54s | Method=fedprox
[Round 016/100] Acc=81.070 | RoundTime=52.66s | TotalTime=778.20s | Method=fedprox
[Round 017/100] Acc=82.630 | RoundTime=52.06s | TotalTime=830.26s | Method=fedprox
[Round 018/100] Acc=79.370 | RoundTime=51.92s | TotalTime=882.18s | Method=fedprox
[Round 019/100] Acc=78.020 | RoundTime=51.59s | TotalTime=933.77s | Method=fedprox
[Round 020/100] Acc=78.710 | RoundTime=52.22s | TotalTime=985.98s | Method=fedprox
[Round 021/100] Acc=80.290 | RoundTime=52.92s | TotalTime=1038.90s | Method=fedprox
[Round 022/100] Acc=81.570 | RoundTime=51.96s | TotalTime=1090.87s | Method=fedprox
