====================================================================================================
Training started at: 2026-03-13 11:04:12
Result directory: results/fl_mnist/fedprox
Result txt file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-110412.txt
Result log file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-110412.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | RoundTime=56.92s | TotalTime=56.92s | Method=fedprox
[Round 002/100] Acc=27.260 | RoundTime=56.86s | TotalTime=113.78s | Method=fedprox
[Round 003/100] Acc=77.730 | RoundTime=56.87s | TotalTime=170.66s | Method=fedprox
[Round 004/100] Acc=94.340 | RoundTime=56.94s | TotalTime=227.60s | Method=fedprox
[Round 005/100] Acc=92.110 | RoundTime=55.87s | TotalTime=283.47s | Method=fedprox
[Round 006/100] Acc=91.060 | RoundTime=57.83s | TotalTime=341.30s | Method=fedprox
[Round 007/100] Acc=85.400 | RoundTime=57.44s | TotalTime=398.75s | Method=fedprox
[Round 008/100] Acc=91.140 | RoundTime=57.30s | TotalTime=456.05s | Method=fedprox
[Round 009/100] Acc=87.080 | RoundTime=58.04s | TotalTime=514.09s | Method=fedprox
[Round 010/100] Acc=91.340 | RoundTime=55.15s | TotalTime=569.24s | Method=fedprox
[Round 011/100] Acc=93.830 | RoundTime=55.69s | TotalTime=624.93s | Method=fedprox
[Round 012/100] Acc=86.830 | RoundTime=56.04s | TotalTime=680.97s | Method=fedprox
[Round 013/100] Acc=92.290 | RoundTime=55.57s | TotalTime=736.54s | Method=fedprox
[Round 014/100] Acc=90.300 | RoundTime=57.16s | TotalTime=793.70s | Method=fedprox
[Round 015/100] Acc=91.430 | RoundTime=55.65s | TotalTime=849.35s | Method=fedprox
[Round 016/100] Acc=90.670 | RoundTime=55.71s | TotalTime=905.07s | Method=fedprox
[Round 017/100] Acc=91.800 | RoundTime=57.47s | TotalTime=962.54s | Method=fedprox
[Round 018/100] Acc=93.730 | RoundTime=57.82s | TotalTime=1020.36s | Method=fedprox
[Round 019/100] Acc=93.260 | RoundTime=57.12s | TotalTime=1077.47s | Method=fedprox
[Round 020/100] Acc=90.890 | RoundTime=54.98s | TotalTime=1132.46s | Method=fedprox
[Round 021/100] Acc=92.160 | RoundTime=56.12s | TotalTime=1188.58s | Method=fedprox
[Round 022/100] Acc=88.400 | RoundTime=57.30s | TotalTime=1245.88s | Method=fedprox
[Round 023/100] Acc=92.550 | RoundTime=55.80s | TotalTime=1301.68s | Method=fedprox
[Round 024/100] Acc=90.540 | RoundTime=55.37s | TotalTime=1357.05s | Method=fedprox
[Round 025/100] Acc=89.050 | RoundTime=54.56s | TotalTime=1411.60s | Method=fedprox
[Round 026/100] Acc=91.130 | RoundTime=54.55s | TotalTime=1466.15s | Method=fedprox
[Round 027/100] Acc=95.170 | RoundTime=54.53s | TotalTime=1520.69s | Method=fedprox
[Round 028/100] Acc=89.320 | RoundTime=56.45s | TotalTime=1577.14s | Method=fedprox
[Round 029/100] Acc=93.760 | RoundTime=55.12s | TotalTime=1632.26s | Method=fedprox
[Round 030/100] Acc=93.490 | RoundTime=55.05s | TotalTime=1687.31s | Method=fedprox
[Round 031/100] Acc=91.820 | RoundTime=55.29s | TotalTime=1742.60s | Method=fedprox
[Round 032/100] Acc=91.920 | RoundTime=56.03s | TotalTime=1798.63s | Method=fedprox
[Round 033/100] Acc=92.830 | RoundTime=55.30s | TotalTime=1853.93s | Method=fedprox
[Round 034/100] Acc=93.310 | RoundTime=56.98s | TotalTime=1910.91s | Method=fedprox
[Round 035/100] Acc=92.020 | RoundTime=56.15s | TotalTime=1967.06s | Method=fedprox
[Round 036/100] Acc=93.790 | RoundTime=57.07s | TotalTime=2024.13s | Method=fedprox
[Round 037/100] Acc=92.640 | RoundTime=55.41s | TotalTime=2079.54s | Method=fedprox
[Round 038/100] Acc=94.240 | RoundTime=54.93s | TotalTime=2134.48s | Method=fedprox
[Round 039/100] Acc=91.240 | RoundTime=56.40s | TotalTime=2190.87s | Method=fedprox
[Round 040/100] Acc=89.170 | RoundTime=55.35s | TotalTime=2246.22s | Method=fedprox
[Round 041/100] Acc=92.740 | RoundTime=56.51s | TotalTime=2302.73s | Method=fedprox
[Round 042/100] Acc=90.640 | RoundTime=57.33s | TotalTime=2360.06s | Method=fedprox
[Round 043/100] Acc=94.360 | RoundTime=57.11s | TotalTime=2417.17s | Method=fedprox
[Round 044/100] Acc=93.200 | RoundTime=56.69s | TotalTime=2473.86s | Method=fedprox
[Round 045/100] Acc=92.570 | RoundTime=56.26s | TotalTime=2530.12s | Method=fedprox
[Round 046/100] Acc=92.840 | RoundTime=57.02s | TotalTime=2587.14s | Method=fedprox
[Round 047/100] Acc=93.770 | RoundTime=57.07s | TotalTime=2644.21s | Method=fedprox
[Round 048/100] Acc=93.070 | RoundTime=56.71s | TotalTime=2700.92s | Method=fedprox
[Round 049/100] Acc=93.620 | RoundTime=57.12s | TotalTime=2758.04s | Method=fedprox
[Round 050/100] Acc=93.970 | RoundTime=58.83s | TotalTime=2816.87s | Method=fedprox
[Round 051/100] Acc=93.120 | RoundTime=57.68s | TotalTime=2874.56s | Method=fedprox
[Round 052/100] Acc=90.730 | RoundTime=57.03s | TotalTime=2931.59s | Method=fedprox
[Round 053/100] Acc=92.090 | RoundTime=56.52s | TotalTime=2988.11s | Method=fedprox
[Round 054/100] Acc=92.260 | RoundTime=59.71s | TotalTime=3047.82s | Method=fedprox
[Round 055/100] Acc=92.150 | RoundTime=58.76s | TotalTime=3106.58s | Method=fedprox
[Round 056/100] Acc=93.320 | RoundTime=58.50s | TotalTime=3165.08s | Method=fedprox
[Round 057/100] Acc=87.330 | RoundTime=58.03s | TotalTime=3223.10s | Method=fedprox
[Round 058/100] Acc=92.060 | RoundTime=57.26s | TotalTime=3280.36s | Method=fedprox
[Round 059/100] Acc=93.360 | RoundTime=57.23s | TotalTime=3337.59s | Method=fedprox
[Round 060/100] Acc=93.140 | RoundTime=55.99s | TotalTime=3393.58s | Method=fedprox
[Round 061/100] Acc=93.000 | RoundTime=57.22s | TotalTime=3450.81s | Method=fedprox
[Round 062/100] Acc=93.100 | RoundTime=55.88s | TotalTime=3506.69s | Method=fedprox
[Round 063/100] Acc=93.650 | RoundTime=55.56s | TotalTime=3562.25s | Method=fedprox
[Round 064/100] Acc=92.090 | RoundTime=56.05s | TotalTime=3618.30s | Method=fedprox
[Round 065/100] Acc=92.180 | RoundTime=56.36s | TotalTime=3674.66s | Method=fedprox
[Round 066/100] Acc=90.490 | RoundTime=56.40s | TotalTime=3731.06s | Method=fedprox
[Round 067/100] Acc=93.310 | RoundTime=56.84s | TotalTime=3787.89s | Method=fedprox
[Round 068/100] Acc=93.270 | RoundTime=55.84s | TotalTime=3843.74s | Method=fedprox
[Round 069/100] Acc=93.080 | RoundTime=55.36s | TotalTime=3899.10s | Method=fedprox
[Round 070/100] Acc=93.510 | RoundTime=55.68s | TotalTime=3954.78s | Method=fedprox
[Round 071/100] Acc=91.710 | RoundTime=55.20s | TotalTime=4009.98s | Method=fedprox
[Round 072/100] Acc=93.830 | RoundTime=53.68s | TotalTime=4063.67s | Method=fedprox
[Round 073/100] Acc=94.020 | RoundTime=55.62s | TotalTime=4119.29s | Method=fedprox
[Round 074/100] Acc=91.840 | RoundTime=54.77s | TotalTime=4174.06s | Method=fedprox
[Round 075/100] Acc=93.230 | RoundTime=53.84s | TotalTime=4227.90s | Method=fedprox
[Round 076/100] Acc=93.620 | RoundTime=54.31s | TotalTime=4282.21s | Method=fedprox
[Round 077/100] Acc=92.740 | RoundTime=51.47s | TotalTime=4333.67s | Method=fedprox
[Round 078/100] Acc=92.910 | RoundTime=43.42s | TotalTime=4377.09s | Method=fedprox
[Round 079/100] Acc=92.020 | RoundTime=43.44s | TotalTime=4420.53s | Method=fedprox
[Round 080/100] Acc=91.990 | RoundTime=44.80s | TotalTime=4465.34s | Method=fedprox
[Round 081/100] Acc=92.760 | RoundTime=43.88s | TotalTime=4509.22s | Method=fedprox
[Round 082/100] Acc=93.990 | RoundTime=44.30s | TotalTime=4553.52s | Method=fedprox
[Round 083/100] Acc=92.520 | RoundTime=44.19s | TotalTime=4597.71s | Method=fedprox
[Round 084/100] Acc=92.740 | RoundTime=44.57s | TotalTime=4642.28s | Method=fedprox
[Round 085/100] Acc=94.310 | RoundTime=45.13s | TotalTime=4687.41s | Method=fedprox
[Round 086/100] Acc=94.240 | RoundTime=45.11s | TotalTime=4732.52s | Method=fedprox
[Round 087/100] Acc=92.890 | RoundTime=45.35s | TotalTime=4777.87s | Method=fedprox
[Round 088/100] Acc=93.080 | RoundTime=44.59s | TotalTime=4822.46s | Method=fedprox
[Round 089/100] Acc=93.710 | RoundTime=45.08s | TotalTime=4867.54s | Method=fedprox
[Round 090/100] Acc=93.780 | RoundTime=45.08s | TotalTime=4912.62s | Method=fedprox
[Round 091/100] Acc=93.280 | RoundTime=44.07s | TotalTime=4956.69s | Method=fedprox
[Round 092/100] Acc=93.090 | RoundTime=44.18s | TotalTime=5000.87s | Method=fedprox
[Round 093/100] Acc=92.630 | RoundTime=45.72s | TotalTime=5046.59s | Method=fedprox
[Round 094/100] Acc=92.610 | RoundTime=46.32s | TotalTime=5092.92s | Method=fedprox
[Round 095/100] Acc=93.650 | RoundTime=44.88s | TotalTime=5137.80s | Method=fedprox
[Round 096/100] Acc=92.800 | RoundTime=45.41s | TotalTime=5183.21s | Method=fedprox
[Round 097/100] Acc=93.590 | RoundTime=48.06s | TotalTime=5231.26s | Method=fedprox
[Round 098/100] Acc=92.780 | RoundTime=47.52s | TotalTime=5278.78s | Method=fedprox
[Round 099/100] Acc=92.340 | RoundTime=48.89s | TotalTime=5327.67s | Method=fedprox
[Round 100/100] Acc=92.010 | RoundTime=47.63s | TotalTime=5375.30s | Method=fedprox
====================================================================================================
Training finished at: 2026-03-13 12:33:47
Total elapsed time: 5375.30s
Final Acc: 92.010
Best Acc : 95.170
====================================================================================================
