====================================================================================================
Training started at: 2026-03-13 11:01:22
Result directory: results/fl_mnist/fedprox
Result txt file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-110122.txt
Result log file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-110122.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=9.800 | RoundTime=55.01s | TotalTime=55.01s | Method=fedprox
[Round 002/100] Acc=16.100 | RoundTime=54.50s | TotalTime=109.51s | Method=fedprox
[Round 003/100] Acc=68.790 | RoundTime=54.72s | TotalTime=164.23s | Method=fedprox
[Round 004/100] Acc=70.060 | RoundTime=55.93s | TotalTime=220.16s | Method=fedprox
[Round 005/100] Acc=87.920 | RoundTime=54.17s | TotalTime=274.33s | Method=fedprox
[Round 006/100] Acc=78.960 | RoundTime=55.88s | TotalTime=330.21s | Method=fedprox
[Round 007/100] Acc=75.360 | RoundTime=56.72s | TotalTime=386.92s | Method=fedprox
[Round 008/100] Acc=80.270 | RoundTime=55.48s | TotalTime=442.40s | Method=fedprox
[Round 009/100] Acc=78.510 | RoundTime=56.70s | TotalTime=499.10s | Method=fedprox
[Round 010/100] Acc=78.180 | RoundTime=55.34s | TotalTime=554.44s | Method=fedprox
[Round 011/100] Acc=78.980 | RoundTime=55.63s | TotalTime=610.07s | Method=fedprox
[Round 012/100] Acc=81.690 | RoundTime=56.05s | TotalTime=666.12s | Method=fedprox
[Round 013/100] Acc=77.670 | RoundTime=56.73s | TotalTime=722.86s | Method=fedprox
[Round 014/100] Acc=84.670 | RoundTime=55.30s | TotalTime=778.16s | Method=fedprox
