====================================================================================================
Training started at: 2026-03-13 11:01:21
Result directory: results/fl_mnist/fedprox
Result txt file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-110121.txt
Result log file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-110121.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | RoundTime=55.49s | TotalTime=55.49s | Method=fedprox
[Round 002/100] Acc=32.810 | RoundTime=55.23s | TotalTime=110.73s | Method=fedprox
[Round 003/100] Acc=91.500 | RoundTime=56.96s | TotalTime=167.68s | Method=fedprox
[Round 004/100] Acc=88.600 | RoundTime=56.15s | TotalTime=223.83s | Method=fedprox
[Round 005/100] Acc=94.800 | RoundTime=55.92s | TotalTime=279.76s | Method=fedprox
[Round 006/100] Acc=89.020 | RoundTime=56.84s | TotalTime=336.60s | Method=fedprox
[Round 007/100] Acc=88.000 | RoundTime=58.37s | TotalTime=394.96s | Method=fedprox
[Round 008/100] Acc=90.940 | RoundTime=56.32s | TotalTime=451.28s | Method=fedprox
[Round 009/100] Acc=85.580 | RoundTime=57.48s | TotalTime=508.76s | Method=fedprox
[Round 010/100] Acc=91.990 | RoundTime=55.33s | TotalTime=564.09s | Method=fedprox
[Round 011/100] Acc=91.690 | RoundTime=56.43s | TotalTime=620.52s | Method=fedprox
[Round 012/100] Acc=87.160 | RoundTime=56.94s | TotalTime=677.46s | Method=fedprox
[Round 013/100] Acc=90.150 | RoundTime=56.93s | TotalTime=734.40s | Method=fedprox
[Round 014/100] Acc=89.220 | RoundTime=55.86s | TotalTime=790.25s | Method=fedprox
[Round 015/100] Acc=91.680 | RoundTime=56.55s | TotalTime=846.81s | Method=fedprox
[Round 016/100] Acc=93.390 | RoundTime=55.98s | TotalTime=902.79s | Method=fedprox
[Round 017/100] Acc=89.350 | RoundTime=55.71s | TotalTime=958.50s | Method=fedprox
[Round 018/100] Acc=92.850 | RoundTime=55.10s | TotalTime=1013.60s | Method=fedprox
[Round 019/100] Acc=93.260 | RoundTime=56.35s | TotalTime=1069.95s | Method=fedprox
[Round 020/100] Acc=91.230 | RoundTime=55.31s | TotalTime=1125.26s | Method=fedprox
[Round 021/100] Acc=93.440 | RoundTime=55.26s | TotalTime=1180.52s | Method=fedprox
[Round 022/100] Acc=92.450 | RoundTime=57.17s | TotalTime=1237.70s | Method=fedprox
[Round 023/100] Acc=94.480 | RoundTime=56.14s | TotalTime=1293.84s | Method=fedprox
[Round 024/100] Acc=92.210 | RoundTime=55.35s | TotalTime=1349.19s | Method=fedprox
[Round 025/100] Acc=92.530 | RoundTime=58.19s | TotalTime=1407.38s | Method=fedprox
[Round 026/100] Acc=91.900 | RoundTime=55.60s | TotalTime=1462.98s | Method=fedprox
[Round 027/100] Acc=92.410 | RoundTime=56.16s | TotalTime=1519.15s | Method=fedprox
[Round 028/100] Acc=90.270 | RoundTime=55.27s | TotalTime=1574.41s | Method=fedprox
[Round 029/100] Acc=93.490 | RoundTime=54.73s | TotalTime=1629.15s | Method=fedprox
[Round 030/100] Acc=92.310 | RoundTime=55.72s | TotalTime=1684.87s | Method=fedprox
[Round 031/100] Acc=92.050 | RoundTime=55.23s | TotalTime=1740.10s | Method=fedprox
[Round 032/100] Acc=91.090 | RoundTime=55.72s | TotalTime=1795.82s | Method=fedprox
[Round 033/100] Acc=94.030 | RoundTime=55.43s | TotalTime=1851.25s | Method=fedprox
[Round 034/100] Acc=91.410 | RoundTime=54.88s | TotalTime=1906.13s | Method=fedprox
[Round 035/100] Acc=92.820 | RoundTime=55.63s | TotalTime=1961.76s | Method=fedprox
[Round 036/100] Acc=90.100 | RoundTime=56.39s | TotalTime=2018.15s | Method=fedprox
[Round 037/100] Acc=94.170 | RoundTime=56.30s | TotalTime=2074.45s | Method=fedprox
[Round 038/100] Acc=91.550 | RoundTime=54.92s | TotalTime=2129.37s | Method=fedprox
[Round 039/100] Acc=91.560 | RoundTime=55.39s | TotalTime=2184.76s | Method=fedprox
[Round 040/100] Acc=92.480 | RoundTime=57.11s | TotalTime=2241.87s | Method=fedprox
[Round 041/100] Acc=91.800 | RoundTime=56.40s | TotalTime=2298.27s | Method=fedprox
[Round 042/100] Acc=92.640 | RoundTime=55.31s | TotalTime=2353.58s | Method=fedprox
[Round 043/100] Acc=93.260 | RoundTime=55.30s | TotalTime=2408.88s | Method=fedprox
[Round 044/100] Acc=93.580 | RoundTime=56.73s | TotalTime=2465.61s | Method=fedprox
[Round 045/100] Acc=92.720 | RoundTime=56.47s | TotalTime=2522.08s | Method=fedprox
[Round 046/100] Acc=91.590 | RoundTime=56.75s | TotalTime=2578.83s | Method=fedprox
[Round 047/100] Acc=89.630 | RoundTime=57.08s | TotalTime=2635.91s | Method=fedprox
[Round 048/100] Acc=93.990 | RoundTime=57.40s | TotalTime=2693.31s | Method=fedprox
[Round 049/100] Acc=93.160 | RoundTime=58.24s | TotalTime=2751.55s | Method=fedprox
[Round 050/100] Acc=94.690 | RoundTime=56.81s | TotalTime=2808.36s | Method=fedprox
[Round 051/100] Acc=92.250 | RoundTime=57.20s | TotalTime=2865.56s | Method=fedprox
[Round 052/100] Acc=93.890 | RoundTime=58.34s | TotalTime=2923.91s | Method=fedprox
[Round 053/100] Acc=93.140 | RoundTime=56.65s | TotalTime=2980.56s | Method=fedprox
[Round 054/100] Acc=90.220 | RoundTime=57.60s | TotalTime=3038.16s | Method=fedprox
[Round 055/100] Acc=93.290 | RoundTime=57.04s | TotalTime=3095.20s | Method=fedprox
[Round 056/100] Acc=94.370 | RoundTime=56.86s | TotalTime=3152.06s | Method=fedprox
[Round 057/100] Acc=92.710 | RoundTime=59.26s | TotalTime=3211.31s | Method=fedprox
[Round 058/100] Acc=92.570 | RoundTime=58.01s | TotalTime=3269.32s | Method=fedprox
[Round 059/100] Acc=93.260 | RoundTime=59.21s | TotalTime=3328.53s | Method=fedprox
[Round 060/100] Acc=93.590 | RoundTime=58.33s | TotalTime=3386.86s | Method=fedprox
[Round 061/100] Acc=92.980 | RoundTime=56.86s | TotalTime=3443.72s | Method=fedprox
[Round 062/100] Acc=92.760 | RoundTime=56.49s | TotalTime=3500.21s | Method=fedprox
[Round 063/100] Acc=93.060 | RoundTime=56.63s | TotalTime=3556.85s | Method=fedprox
[Round 064/100] Acc=92.430 | RoundTime=56.71s | TotalTime=3613.55s | Method=fedprox
[Round 065/100] Acc=91.880 | RoundTime=56.25s | TotalTime=3669.81s | Method=fedprox
[Round 066/100] Acc=92.290 | RoundTime=55.77s | TotalTime=3725.57s | Method=fedprox
[Round 067/100] Acc=93.680 | RoundTime=55.61s | TotalTime=3781.18s | Method=fedprox
[Round 068/100] Acc=93.520 | RoundTime=56.27s | TotalTime=3837.46s | Method=fedprox
[Round 069/100] Acc=91.480 | RoundTime=55.10s | TotalTime=3892.55s | Method=fedprox
[Round 070/100] Acc=93.160 | RoundTime=55.82s | TotalTime=3948.37s | Method=fedprox
[Round 071/100] Acc=91.740 | RoundTime=56.08s | TotalTime=4004.45s | Method=fedprox
[Round 072/100] Acc=92.550 | RoundTime=54.99s | TotalTime=4059.44s | Method=fedprox
[Round 073/100] Acc=91.260 | RoundTime=56.76s | TotalTime=4116.20s | Method=fedprox
[Round 074/100] Acc=88.680 | RoundTime=55.92s | TotalTime=4172.12s | Method=fedprox
[Round 075/100] Acc=93.200 | RoundTime=56.28s | TotalTime=4228.40s | Method=fedprox
[Round 076/100] Acc=92.800 | RoundTime=54.93s | TotalTime=4283.33s | Method=fedprox
[Round 077/100] Acc=92.470 | RoundTime=50.68s | TotalTime=4334.01s | Method=fedprox
[Round 078/100] Acc=90.860 | RoundTime=45.54s | TotalTime=4379.56s | Method=fedprox
[Round 079/100] Acc=92.050 | RoundTime=44.02s | TotalTime=4423.58s | Method=fedprox
[Round 080/100] Acc=92.540 | RoundTime=45.03s | TotalTime=4468.60s | Method=fedprox
[Round 081/100] Acc=92.870 | RoundTime=44.51s | TotalTime=4513.11s | Method=fedprox
[Round 082/100] Acc=92.780 | RoundTime=43.56s | TotalTime=4556.67s | Method=fedprox
[Round 083/100] Acc=93.380 | RoundTime=43.93s | TotalTime=4600.61s | Method=fedprox
[Round 084/100] Acc=92.460 | RoundTime=44.16s | TotalTime=4644.76s | Method=fedprox
[Round 085/100] Acc=92.480 | RoundTime=44.84s | TotalTime=4689.61s | Method=fedprox
[Round 086/100] Acc=93.190 | RoundTime=44.60s | TotalTime=4734.21s | Method=fedprox
[Round 087/100] Acc=93.320 | RoundTime=44.62s | TotalTime=4778.83s | Method=fedprox
[Round 088/100] Acc=92.200 | RoundTime=44.03s | TotalTime=4822.86s | Method=fedprox
[Round 089/100] Acc=92.200 | RoundTime=43.96s | TotalTime=4866.82s | Method=fedprox
[Round 090/100] Acc=91.910 | RoundTime=44.38s | TotalTime=4911.19s | Method=fedprox
[Round 091/100] Acc=93.540 | RoundTime=44.38s | TotalTime=4955.57s | Method=fedprox
[Round 092/100] Acc=92.630 | RoundTime=44.07s | TotalTime=4999.64s | Method=fedprox
[Round 093/100] Acc=93.010 | RoundTime=43.84s | TotalTime=5043.49s | Method=fedprox
[Round 094/100] Acc=92.820 | RoundTime=43.49s | TotalTime=5086.97s | Method=fedprox
[Round 095/100] Acc=93.030 | RoundTime=43.99s | TotalTime=5130.96s | Method=fedprox
[Round 096/100] Acc=91.310 | RoundTime=44.24s | TotalTime=5175.20s | Method=fedprox
[Round 097/100] Acc=92.100 | RoundTime=45.51s | TotalTime=5220.72s | Method=fedprox
[Round 098/100] Acc=92.510 | RoundTime=46.01s | TotalTime=5266.73s | Method=fedprox
[Round 099/100] Acc=92.840 | RoundTime=44.41s | TotalTime=5311.14s | Method=fedprox
[Round 100/100] Acc=90.450 | RoundTime=44.46s | TotalTime=5355.60s | Method=fedprox
====================================================================================================
Training finished at: 2026-03-13 12:30:37
Total elapsed time: 5355.60s
Final Acc: 90.450
Best Acc : 94.800
====================================================================================================
