====================================================================================================
Training started at: 2026-03-13 12:30:56
Result directory: results/fl_mnist/fedprox
Result txt file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123056.txt
Result log file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123056.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | RoundTime=61.30s | TotalTime=61.30s | Method=fedprox
[Round 002/100] Acc=67.980 | RoundTime=62.11s | TotalTime=123.41s | Method=fedprox
[Round 003/100] Acc=92.120 | RoundTime=62.51s | TotalTime=185.92s | Method=fedprox
[Round 004/100] Acc=96.860 | RoundTime=62.99s | TotalTime=248.91s | Method=fedprox
[Round 005/100] Acc=96.460 | RoundTime=64.65s | TotalTime=313.57s | Method=fedprox
[Round 006/100] Acc=96.230 | RoundTime=64.34s | TotalTime=377.91s | Method=fedprox
[Round 007/100] Acc=94.380 | RoundTime=63.38s | TotalTime=441.29s | Method=fedprox
[Round 008/100] Acc=95.240 | RoundTime=65.25s | TotalTime=506.54s | Method=fedprox
[Round 009/100] Acc=93.660 | RoundTime=63.33s | TotalTime=569.87s | Method=fedprox
[Round 010/100] Acc=95.200 | RoundTime=63.97s | TotalTime=633.85s | Method=fedprox
[Round 011/100] Acc=95.910 | RoundTime=64.02s | TotalTime=697.86s | Method=fedprox
[Round 012/100] Acc=94.700 | RoundTime=62.60s | TotalTime=760.46s | Method=fedprox
[Round 013/100] Acc=93.840 | RoundTime=64.55s | TotalTime=825.01s | Method=fedprox
[Round 014/100] Acc=92.400 | RoundTime=63.46s | TotalTime=888.47s | Method=fedprox
[Round 015/100] Acc=95.560 | RoundTime=63.62s | TotalTime=952.08s | Method=fedprox
[Round 016/100] Acc=95.010 | RoundTime=66.37s | TotalTime=1018.45s | Method=fedprox
[Round 017/100] Acc=95.670 | RoundTime=64.20s | TotalTime=1082.65s | Method=fedprox
[Round 018/100] Acc=95.110 | RoundTime=63.43s | TotalTime=1146.08s | Method=fedprox
[Round 019/100] Acc=94.490 | RoundTime=64.30s | TotalTime=1210.38s | Method=fedprox
[Round 020/100] Acc=93.440 | RoundTime=63.51s | TotalTime=1273.89s | Method=fedprox
[Round 021/100] Acc=94.200 | RoundTime=62.81s | TotalTime=1336.70s | Method=fedprox
[Round 022/100] Acc=94.960 | RoundTime=64.64s | TotalTime=1401.34s | Method=fedprox
[Round 023/100] Acc=95.460 | RoundTime=64.08s | TotalTime=1465.42s | Method=fedprox
[Round 024/100] Acc=95.920 | RoundTime=64.07s | TotalTime=1529.50s | Method=fedprox
[Round 025/100] Acc=94.230 | RoundTime=63.67s | TotalTime=1593.17s | Method=fedprox
[Round 026/100] Acc=95.240 | RoundTime=64.02s | TotalTime=1657.19s | Method=fedprox
[Round 027/100] Acc=95.010 | RoundTime=63.55s | TotalTime=1720.74s | Method=fedprox
[Round 028/100] Acc=95.380 | RoundTime=63.05s | TotalTime=1783.79s | Method=fedprox
[Round 029/100] Acc=95.630 | RoundTime=64.38s | TotalTime=1848.18s | Method=fedprox
[Round 030/100] Acc=95.340 | RoundTime=63.11s | TotalTime=1911.29s | Method=fedprox
[Round 031/100] Acc=95.030 | RoundTime=64.64s | TotalTime=1975.93s | Method=fedprox
[Round 032/100] Acc=94.820 | RoundTime=64.13s | TotalTime=2040.06s | Method=fedprox
[Round 033/100] Acc=93.630 | RoundTime=63.14s | TotalTime=2103.20s | Method=fedprox
[Round 034/100] Acc=95.730 | RoundTime=63.49s | TotalTime=2166.69s | Method=fedprox
[Round 035/100] Acc=94.470 | RoundTime=62.71s | TotalTime=2229.41s | Method=fedprox
[Round 036/100] Acc=95.260 | RoundTime=63.08s | TotalTime=2292.48s | Method=fedprox
[Round 037/100] Acc=92.370 | RoundTime=64.99s | TotalTime=2357.47s | Method=fedprox
[Round 038/100] Acc=94.960 | RoundTime=63.22s | TotalTime=2420.69s | Method=fedprox
[Round 039/100] Acc=95.140 | RoundTime=64.96s | TotalTime=2485.65s | Method=fedprox
[Round 040/100] Acc=95.120 | RoundTime=63.39s | TotalTime=2549.03s | Method=fedprox
[Round 041/100] Acc=95.060 | RoundTime=62.87s | TotalTime=2611.91s | Method=fedprox
[Round 042/100] Acc=94.290 | RoundTime=63.57s | TotalTime=2675.48s | Method=fedprox
[Round 043/100] Acc=95.420 | RoundTime=62.95s | TotalTime=2738.44s | Method=fedprox
[Round 044/100] Acc=95.490 | RoundTime=62.75s | TotalTime=2801.19s | Method=fedprox
[Round 045/100] Acc=95.480 | RoundTime=63.33s | TotalTime=2864.52s | Method=fedprox
[Round 046/100] Acc=94.760 | RoundTime=61.46s | TotalTime=2925.98s | Method=fedprox
[Round 047/100] Acc=95.090 | RoundTime=62.90s | TotalTime=2988.87s | Method=fedprox
[Round 048/100] Acc=93.930 | RoundTime=63.53s | TotalTime=3052.40s | Method=fedprox
[Round 049/100] Acc=94.260 | RoundTime=63.17s | TotalTime=3115.57s | Method=fedprox
[Round 050/100] Acc=94.620 | RoundTime=63.64s | TotalTime=3179.21s | Method=fedprox
[Round 051/100] Acc=93.780 | RoundTime=63.14s | TotalTime=3242.35s | Method=fedprox
[Round 052/100] Acc=94.570 | RoundTime=63.08s | TotalTime=3305.44s | Method=fedprox
[Round 053/100] Acc=95.240 | RoundTime=62.30s | TotalTime=3367.74s | Method=fedprox
[Round 054/100] Acc=95.360 | RoundTime=61.58s | TotalTime=3429.32s | Method=fedprox
[Round 055/100] Acc=94.890 | RoundTime=62.75s | TotalTime=3492.07s | Method=fedprox
[Round 056/100] Acc=95.140 | RoundTime=63.05s | TotalTime=3555.13s | Method=fedprox
[Round 057/100] Acc=95.280 | RoundTime=62.13s | TotalTime=3617.26s | Method=fedprox
[Round 058/100] Acc=94.800 | RoundTime=64.17s | TotalTime=3681.43s | Method=fedprox
[Round 059/100] Acc=95.230 | RoundTime=62.77s | TotalTime=3744.20s | Method=fedprox
[Round 060/100] Acc=94.680 | RoundTime=63.99s | TotalTime=3808.19s | Method=fedprox
[Round 061/100] Acc=95.210 | RoundTime=64.15s | TotalTime=3872.34s | Method=fedprox
[Round 062/100] Acc=94.910 | RoundTime=62.92s | TotalTime=3935.26s | Method=fedprox
[Round 063/100] Acc=94.620 | RoundTime=62.34s | TotalTime=3997.60s | Method=fedprox
[Round 064/100] Acc=93.470 | RoundTime=64.03s | TotalTime=4061.63s | Method=fedprox
[Round 065/100] Acc=94.580 | RoundTime=62.93s | TotalTime=4124.56s | Method=fedprox
[Round 066/100] Acc=95.010 | RoundTime=62.94s | TotalTime=4187.50s | Method=fedprox
[Round 067/100] Acc=94.570 | RoundTime=63.20s | TotalTime=4250.70s | Method=fedprox
[Round 068/100] Acc=94.750 | RoundTime=63.59s | TotalTime=4314.29s | Method=fedprox
[Round 069/100] Acc=94.350 | RoundTime=62.85s | TotalTime=4377.14s | Method=fedprox
[Round 070/100] Acc=94.690 | RoundTime=63.00s | TotalTime=4440.15s | Method=fedprox
[Round 071/100] Acc=93.270 | RoundTime=63.77s | TotalTime=4503.92s | Method=fedprox
