====================================================================================================
Training started at: 2026-03-13 12:27:39
Result directory: results/fl_mnist/fedprox
Result txt file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-122739.txt
Result log file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-122739.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | RoundTime=55.33s | TotalTime=55.33s | Method=fedprox
[Round 002/100] Acc=63.840 | RoundTime=54.78s | TotalTime=110.12s | Method=fedprox
[Round 003/100] Acc=88.690 | RoundTime=55.41s | TotalTime=165.53s | Method=fedprox
[Round 004/100] Acc=96.120 | RoundTime=55.89s | TotalTime=221.42s | Method=fedprox
[Round 005/100] Acc=96.630 | RoundTime=57.72s | TotalTime=279.15s | Method=fedprox
[Round 006/100] Acc=94.840 | RoundTime=57.91s | TotalTime=337.05s | Method=fedprox
[Round 007/100] Acc=95.760 | RoundTime=57.35s | TotalTime=394.41s | Method=fedprox
[Round 008/100] Acc=91.400 | RoundTime=59.38s | TotalTime=453.79s | Method=fedprox
[Round 009/100] Acc=94.950 | RoundTime=58.74s | TotalTime=512.52s | Method=fedprox
[Round 010/100] Acc=91.090 | RoundTime=59.02s | TotalTime=571.55s | Method=fedprox
[Round 011/100] Acc=94.300 | RoundTime=58.47s | TotalTime=630.02s | Method=fedprox
[Round 012/100] Acc=94.890 | RoundTime=58.25s | TotalTime=688.27s | Method=fedprox
[Round 013/100] Acc=95.280 | RoundTime=59.38s | TotalTime=747.65s | Method=fedprox
[Round 014/100] Acc=95.270 | RoundTime=59.51s | TotalTime=807.16s | Method=fedprox
[Round 015/100] Acc=95.050 | RoundTime=58.49s | TotalTime=865.64s | Method=fedprox
[Round 016/100] Acc=95.430 | RoundTime=60.15s | TotalTime=925.80s | Method=fedprox
[Round 017/100] Acc=90.750 | RoundTime=58.95s | TotalTime=984.75s | Method=fedprox
[Round 018/100] Acc=95.770 | RoundTime=59.70s | TotalTime=1044.44s | Method=fedprox
[Round 019/100] Acc=93.410 | RoundTime=59.87s | TotalTime=1104.32s | Method=fedprox
