====================================================================================================
Training started at: 2026-03-13 10:54:53
Result directory: results/fl_mnist/fedprox
Result txt file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-105453.txt
Result log file : results/fl_mnist/fedprox/model=fedprox_dataset=fl_mnist_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.3_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-105453.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_mnist
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.350 | RoundTime=45.96s | TotalTime=45.96s | Method=fedprox
[Round 002/100] Acc=45.740 | RoundTime=44.23s | TotalTime=90.19s | Method=fedprox
[Round 003/100] Acc=86.630 | RoundTime=45.27s | TotalTime=135.46s | Method=fedprox
[Round 004/100] Acc=94.070 | RoundTime=45.63s | TotalTime=181.09s | Method=fedprox
[Round 005/100] Acc=88.960 | RoundTime=47.54s | TotalTime=228.63s | Method=fedprox
[Round 006/100] Acc=85.210 | RoundTime=47.03s | TotalTime=275.65s | Method=fedprox
[Round 007/100] Acc=86.170 | RoundTime=47.45s | TotalTime=323.10s | Method=fedprox
[Round 008/100] Acc=92.990 | RoundTime=47.53s | TotalTime=370.63s | Method=fedprox
[Round 009/100] Acc=90.210 | RoundTime=48.46s | TotalTime=419.09s | Method=fedprox
[Round 010/100] Acc=86.470 | RoundTime=50.02s | TotalTime=469.11s | Method=fedprox
[Round 011/100] Acc=93.100 | RoundTime=49.21s | TotalTime=518.32s | Method=fedprox
[Round 012/100] Acc=90.610 | RoundTime=50.99s | TotalTime=569.31s | Method=fedprox
[Round 013/100] Acc=94.370 | RoundTime=50.90s | TotalTime=620.21s | Method=fedprox
[Round 014/100] Acc=93.860 | RoundTime=51.33s | TotalTime=671.54s | Method=fedprox
[Round 015/100] Acc=94.430 | RoundTime=51.38s | TotalTime=722.92s | Method=fedprox
[Round 016/100] Acc=94.450 | RoundTime=51.86s | TotalTime=774.79s | Method=fedprox
[Round 017/100] Acc=94.510 | RoundTime=51.63s | TotalTime=826.42s | Method=fedprox
[Round 018/100] Acc=91.410 | RoundTime=51.40s | TotalTime=877.82s | Method=fedprox
