====================================================================================================
Training started at: 2026-03-15 01:59:28
Result directory: results/fl_svhn/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3
Result txt file : results/fl_svhn/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3/feddenoise_fl_svhn_20260315-015928.txt
Result log file : results/fl_svhn/feddenoise/pm-dir_a-0.1_nm-uni_nr-0.3/feddenoise_fl_svhn_20260315-015928.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: random
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=11.070 | Pure=70.141 | RoundTime=52.36s | TotalTime=52.36s | Method=feddenoise
[Round 002/100] Acc=22.740 | Pure=70.111 | RoundTime=51.73s | TotalTime=104.09s | Method=feddenoise
[Round 003/100] Acc=34.590 | Pure=70.126 | RoundTime=52.48s | TotalTime=156.57s | Method=feddenoise
[Round 004/100] Acc=55.290 | Pure=70.104 | RoundTime=51.63s | TotalTime=208.20s | Method=feddenoise
[Round 005/100] Acc=61.050 | Pure=70.148 | RoundTime=51.75s | TotalTime=259.95s | Method=feddenoise
[Round 006/100] Acc=42.660 | Pure=70.088 | RoundTime=52.90s | TotalTime=312.86s | Method=feddenoise
[Round 007/100] Acc=52.550 | Pure=70.057 | RoundTime=53.65s | TotalTime=366.51s | Method=feddenoise
[Round 008/100] Acc=49.080 | Pure=70.092 | RoundTime=51.64s | TotalTime=418.15s | Method=feddenoise
[Round 009/100] Acc=46.610 | Pure=70.178 | RoundTime=51.40s | TotalTime=469.55s | Method=feddenoise
[Round 010/100] Acc=52.420 | Pure=70.099 | RoundTime=56.34s | TotalTime=525.90s | Method=feddenoise
[Round 011/100] Acc=48.030 | Pure=75.116 | RoundTime=77.00s | TotalTime=602.89s | Method=feddenoise
[Round 012/100] Acc=52.560 | Pure=75.834 | RoundTime=73.29s | TotalTime=676.19s | Method=feddenoise
[Round 013/100] Acc=56.540 | Pure=75.844 | RoundTime=75.71s | TotalTime=751.90s | Method=feddenoise
[Round 014/100] Acc=51.500 | Pure=72.711 | RoundTime=75.11s | TotalTime=827.01s | Method=feddenoise
[Round 015/100] Acc=57.230 | Pure=73.713 | RoundTime=77.86s | TotalTime=904.86s | Method=feddenoise
[Round 016/100] Acc=53.330 | Pure=75.736 | RoundTime=74.32s | TotalTime=979.18s | Method=feddenoise
[Round 017/100] Acc=57.790 | Pure=72.679 | RoundTime=76.66s | TotalTime=1055.84s | Method=feddenoise
[Round 018/100] Acc=54.310 | Pure=75.403 | RoundTime=74.63s | TotalTime=1130.47s | Method=feddenoise
[Round 019/100] Acc=54.790 | Pure=74.127 | RoundTime=76.11s | TotalTime=1206.58s | Method=feddenoise
[Round 020/100] Acc=58.160 | Pure=74.399 | RoundTime=75.81s | TotalTime=1282.39s | Method=feddenoise
[Round 021/100] Acc=62.060 | Pure=76.148 | RoundTime=76.15s | TotalTime=1358.53s | Method=feddenoise
[Round 022/100] Acc=56.470 | Pure=76.291 | RoundTime=74.86s | TotalTime=1433.39s | Method=feddenoise
[Round 023/100] Acc=64.100 | Pure=76.035 | RoundTime=76.24s | TotalTime=1509.63s | Method=feddenoise
[Round 024/100] Acc=56.800 | Pure=75.760 | RoundTime=75.96s | TotalTime=1585.59s | Method=feddenoise
