====================================================================================================
Training started at: 2026-03-30 17:04:42
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.1
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.1/fedcda_fl_cifar10_20260330-170442-575161_pid879623.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.2_nt-symmetric_st-least_sim_dr-0.1/fedcda_fl_cifar10_20260330-170442-575161_pid879623.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 60
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.2
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.1
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=25.48s | TotalTime=25.48s | Method=fedcda
[Round 002/100] Acc=18.620 | RoundTime=24.77s | TotalTime=50.24s | Method=fedcda
[Round 003/100] Acc=16.150 | RoundTime=25.47s | TotalTime=75.71s | Method=fedcda
[Round 004/100] Acc=26.550 | RoundTime=25.41s | TotalTime=101.12s | Method=fedcda
[Round 005/100] Acc=28.280 | RoundTime=26.34s | TotalTime=127.47s | Method=fedcda
[Round 006/100] Acc=32.480 | RoundTime=23.96s | TotalTime=151.43s | Method=fedcda
[Round 007/100] Acc=30.210 | RoundTime=24.74s | TotalTime=176.17s | Method=fedcda
[Round 008/100] Acc=15.990 | RoundTime=25.40s | TotalTime=201.56s | Method=fedcda
[Round 009/100] Acc=40.700 | RoundTime=24.65s | TotalTime=226.22s | Method=fedcda
[Round 010/100] Acc=34.910 | RoundTime=24.63s | TotalTime=250.85s | Method=fedcda
[Round 011/100] Acc=27.340 | RoundTime=26.57s | TotalTime=277.42s | Method=fedcda
[Round 012/100] Acc=38.450 | RoundTime=25.40s | TotalTime=302.82s | Method=fedcda
[Round 013/100] Acc=33.610 | RoundTime=20.85s | TotalTime=323.67s | Method=fedcda
[Round 014/100] Acc=40.740 | RoundTime=20.41s | TotalTime=344.08s | Method=fedcda
[Round 015/100] Acc=33.080 | RoundTime=20.46s | TotalTime=364.54s | Method=fedcda
[Round 016/100] Acc=37.210 | RoundTime=19.89s | TotalTime=384.43s | Method=fedcda
[Round 017/100] Acc=34.420 | RoundTime=21.23s | TotalTime=405.66s | Method=fedcda
[Round 018/100] Acc=38.900 | RoundTime=20.80s | TotalTime=426.45s | Method=fedcda
[Round 019/100] Acc=40.790 | RoundTime=20.84s | TotalTime=447.29s | Method=fedcda
[Round 020/100] Acc=24.000 | RoundTime=21.15s | TotalTime=468.44s | Method=fedcda
[Round 021/100] Acc=41.260 | RoundTime=20.93s | TotalTime=489.37s | Method=fedcda
[Round 022/100] Acc=38.990 | RoundTime=20.96s | TotalTime=510.32s | Method=fedcda
[Round 023/100] Acc=45.390 | RoundTime=21.00s | TotalTime=531.32s | Method=fedcda
[Round 024/100] Acc=51.360 | RoundTime=23.67s | TotalTime=554.99s | Method=fedcda
[Round 025/100] Acc=41.170 | RoundTime=21.19s | TotalTime=576.18s | Method=fedcda
[Round 026/100] Acc=36.760 | RoundTime=21.68s | TotalTime=597.86s | Method=fedcda
[Round 027/100] Acc=32.490 | RoundTime=21.16s | TotalTime=619.02s | Method=fedcda
[Round 028/100] Acc=38.590 | RoundTime=21.44s | TotalTime=640.47s | Method=fedcda
[Round 029/100] Acc=37.980 | RoundTime=21.41s | TotalTime=661.87s | Method=fedcda
[Round 030/100] Acc=35.780 | RoundTime=21.29s | TotalTime=683.16s | Method=fedcda
[Round 031/100] Acc=39.800 | RoundTime=21.08s | TotalTime=704.24s | Method=fedcda
[Round 032/100] Acc=40.790 | RoundTime=20.75s | TotalTime=725.00s | Method=fedcda
[Round 033/100] Acc=35.180 | RoundTime=20.88s | TotalTime=745.88s | Method=fedcda
[Round 034/100] Acc=24.450 | RoundTime=21.57s | TotalTime=767.45s | Method=fedcda
[Round 035/100] Acc=39.140 | RoundTime=21.59s | TotalTime=789.04s | Method=fedcda
[Round 036/100] Acc=45.540 | RoundTime=21.76s | TotalTime=810.80s | Method=fedcda
[Round 037/100] Acc=25.880 | RoundTime=24.45s | TotalTime=835.24s | Method=fedcda
