====================================================================================================
Training started at: 2026-03-15 10:42:25
Result directory: results/fl_svhn/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3
Result txt file : results/fl_svhn/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3/feddenoise_fl_svhn_20260315-104225.txt
Result log file : results/fl_svhn/feddenoise/pm-dir_a-0.8_nm-uni_nr-0.3/feddenoise_fl_svhn_20260315-104225.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_svhn
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.4
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=19.610 | Pure=70.083 | RoundTime=54.71s | TotalTime=54.71s | Method=feddenoise
[Round 002/100] Acc=46.020 | Pure=70.094 | RoundTime=51.49s | TotalTime=106.20s | Method=feddenoise
[Round 003/100] Acc=76.840 | Pure=70.048 | RoundTime=53.91s | TotalTime=160.11s | Method=feddenoise
[Round 004/100] Acc=79.850 | Pure=70.119 | RoundTime=52.92s | TotalTime=213.03s | Method=feddenoise
[Round 005/100] Acc=72.870 | Pure=70.161 | RoundTime=51.10s | TotalTime=264.13s | Method=feddenoise
[Round 006/100] Acc=78.740 | Pure=70.126 | RoundTime=51.10s | TotalTime=315.22s | Method=feddenoise
[Round 007/100] Acc=79.930 | Pure=70.121 | RoundTime=53.32s | TotalTime=368.54s | Method=feddenoise
[Round 008/100] Acc=78.420 | Pure=70.087 | RoundTime=54.01s | TotalTime=422.56s | Method=feddenoise
[Round 009/100] Acc=75.630 | Pure=70.098 | RoundTime=53.21s | TotalTime=475.77s | Method=feddenoise
[Round 010/100] Acc=79.970 | Pure=70.109 | RoundTime=56.80s | TotalTime=532.57s | Method=feddenoise
[Round 011/100] Acc=79.410 | Pure=93.117 | RoundTime=74.49s | TotalTime=607.06s | Method=feddenoise
[Round 012/100] Acc=82.330 | Pure=93.107 | RoundTime=74.60s | TotalTime=681.66s | Method=feddenoise
[Round 013/100] Acc=83.480 | Pure=92.809 | RoundTime=74.96s | TotalTime=756.63s | Method=feddenoise
[Round 014/100] Acc=83.790 | Pure=93.403 | RoundTime=76.12s | TotalTime=832.74s | Method=feddenoise
[Round 015/100] Acc=83.530 | Pure=93.902 | RoundTime=76.82s | TotalTime=909.56s | Method=feddenoise
[Round 016/100] Acc=84.610 | Pure=93.594 | RoundTime=76.97s | TotalTime=986.53s | Method=feddenoise
[Round 017/100] Acc=84.910 | Pure=92.896 | RoundTime=77.43s | TotalTime=1063.96s | Method=feddenoise
[Round 018/100] Acc=83.370 | Pure=94.849 | RoundTime=73.91s | TotalTime=1137.88s | Method=feddenoise
[Round 019/100] Acc=85.440 | Pure=90.104 | RoundTime=75.02s | TotalTime=1212.90s | Method=feddenoise
[Round 020/100] Acc=84.020 | Pure=94.221 | RoundTime=75.42s | TotalTime=1288.32s | Method=feddenoise
[Round 021/100] Acc=86.820 | Pure=96.793 | RoundTime=75.89s | TotalTime=1364.20s | Method=feddenoise
[Round 022/100] Acc=86.660 | Pure=97.796 | RoundTime=78.39s | TotalTime=1442.59s | Method=feddenoise
[Round 023/100] Acc=86.950 | Pure=97.274 | RoundTime=78.77s | TotalTime=1521.37s | Method=feddenoise
[Round 024/100] Acc=86.310 | Pure=97.970 | RoundTime=74.02s | TotalTime=1595.39s | Method=feddenoise
[Round 025/100] Acc=88.330 | Pure=97.338 | RoundTime=76.61s | TotalTime=1672.00s | Method=feddenoise
[Round 026/100] Acc=88.400 | Pure=97.084 | RoundTime=75.33s | TotalTime=1747.33s | Method=feddenoise
[Round 027/100] Acc=87.980 | Pure=96.817 | RoundTime=76.73s | TotalTime=1824.06s | Method=feddenoise
[Round 028/100] Acc=88.950 | Pure=97.768 | RoundTime=75.97s | TotalTime=1900.03s | Method=feddenoise
[Round 029/100] Acc=89.330 | Pure=97.090 | RoundTime=74.89s | TotalTime=1974.92s | Method=feddenoise
[Round 030/100] Acc=88.540 | Pure=97.328 | RoundTime=76.28s | TotalTime=2051.19s | Method=feddenoise
[Round 031/100] Acc=88.980 | Pure=98.288 | RoundTime=75.72s | TotalTime=2126.91s | Method=feddenoise
[Round 032/100] Acc=88.390 | Pure=98.120 | RoundTime=75.98s | TotalTime=2202.90s | Method=feddenoise
[Round 033/100] Acc=89.640 | Pure=98.295 | RoundTime=75.58s | TotalTime=2278.48s | Method=feddenoise
[Round 034/100] Acc=90.000 | Pure=98.099 | RoundTime=75.00s | TotalTime=2353.48s | Method=feddenoise
[Round 035/100] Acc=90.030 | Pure=98.549 | RoundTime=77.04s | TotalTime=2430.52s | Method=feddenoise
[Round 036/100] Acc=90.120 | Pure=98.526 | RoundTime=76.03s | TotalTime=2506.55s | Method=feddenoise
