========================================================================================================================
Training started at: 2026-04-08 18:27:52
Result directory: results/fl_mnist/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_mnist/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_mnist_20260408-182752-602590_pid1535100.txt
Result log file : results/fl_mnist/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_mnist_20260408-182752-602590_pid1535100.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_mnist
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=11.350 | RoundTime=59.84s | TotalTime=59.85s | Method=fedrdn
[Round 002/210] Phase=standard | Stage=warmup | Acc=56.670 | RoundTime=49.94s | TotalTime=109.80s | Method=fedrdn
[Round 003/210] Phase=standard | Stage=warmup | Acc=94.360 | RoundTime=45.77s | TotalTime=155.58s | Method=fedrdn
[Round 004/210] Phase=standard | Stage=warmup | Acc=96.450 | RoundTime=45.86s | TotalTime=201.45s | Method=fedrdn
[Round 005/210] Phase=standard | Stage=warmup | Acc=97.010 | RoundTime=47.21s | TotalTime=248.67s | Method=fedrdn
[Round 006/210] Phase=standard | Stage=warmup | Acc=97.980 | RoundTime=47.07s | TotalTime=295.75s | Method=fedrdn
[Round 007/210] Phase=standard | Stage=warmup | Acc=98.220 | RoundTime=49.64s | TotalTime=345.40s | Method=fedrdn
[Round 008/210] Phase=standard | Stage=warmup | Acc=98.380 | RoundTime=48.37s | TotalTime=393.78s | Method=fedrdn
[Round 009/210] Phase=standard | Stage=warmup | Acc=98.490 | RoundTime=47.37s | TotalTime=441.15s | Method=fedrdn
[Round 010/210] Phase=standard | Stage=warmup | Acc=98.500 | RoundTime=48.48s | TotalTime=489.65s | Method=fedrdn
[Round 011/210] Phase=standard | Stage=warmup | Acc=98.790 | RoundTime=46.92s | TotalTime=536.57s | Method=fedrdn
[Round 012/210] Phase=standard | Stage=warmup | Acc=98.760 | RoundTime=47.12s | TotalTime=583.70s | Method=fedrdn
[Round 013/210] Phase=standard | Stage=warmup | Acc=98.830 | RoundTime=47.22s | TotalTime=630.93s | Method=fedrdn
[Round 014/210] Phase=standard | Stage=warmup | Acc=99.000 | RoundTime=47.04s | TotalTime=677.97s | Method=fedrdn
[Round 015/210] Phase=standard | Stage=warmup | Acc=98.930 | RoundTime=46.67s | TotalTime=724.65s | Method=fedrdn
[Round 016/210] Phase=standard | Stage=warmup | Acc=98.860 | RoundTime=46.51s | TotalTime=771.17s | Method=fedrdn
[Round 017/210] Phase=standard | Stage=warmup | Acc=99.070 | RoundTime=47.50s | TotalTime=818.68s | Method=fedrdn
[Round 018/210] Phase=standard | Stage=warmup | Acc=99.070 | RoundTime=46.03s | TotalTime=864.72s | Method=fedrdn
[Round 019/210] Phase=standard | Stage=warmup | Acc=98.990 | RoundTime=47.85s | TotalTime=912.58s | Method=fedrdn
[Round 020/210] Phase=standard | Stage=warmup | Acc=99.100 | RoundTime=47.01s | TotalTime=959.60s | Method=fedrdn
[Round 021/210] Phase=standard | Stage=warmup | Acc=99.020 | RoundTime=46.93s | TotalTime=1006.54s | Method=fedrdn
[Round 022/210] Phase=standard | Stage=warmup | Acc=99.040 | RoundTime=44.86s | TotalTime=1051.42s | Method=fedrdn
[Round 023/210] Phase=standard | Stage=warmup | Acc=99.060 | RoundTime=46.61s | TotalTime=1098.03s | Method=fedrdn
[Round 024/210] Phase=standard | Stage=warmup | Acc=99.110 | RoundTime=46.91s | TotalTime=1144.95s | Method=fedrdn
[Round 025/210] Phase=standard | Stage=warmup | Acc=99.050 | RoundTime=46.68s | TotalTime=1191.63s | Method=fedrdn
[Round 026/210] Phase=standard | Stage=warmup | Acc=99.110 | RoundTime=47.29s | TotalTime=1238.94s | Method=fedrdn
[Round 027/210] Phase=standard | Stage=warmup | Acc=99.120 | RoundTime=45.05s | TotalTime=1284.00s | Method=fedrdn
[Round 028/210] Phase=standard | Stage=warmup | Acc=99.110 | RoundTime=46.83s | TotalTime=1330.84s | Method=fedrdn
[Round 029/210] Phase=standard | Stage=warmup | Acc=99.160 | RoundTime=46.71s | TotalTime=1377.56s | Method=fedrdn
[Round 030/210] Phase=standard | Stage=warmup | Acc=99.120 | RoundTime=46.51s | TotalTime=1424.08s | Method=fedrdn
[Round 031/210] Phase=standard | Stage=warmup | Acc=99.180 | RoundTime=46.72s | TotalTime=1470.80s | Method=fedrdn
[Round 032/210] Phase=standard | Stage=warmup | Acc=99.120 | RoundTime=47.17s | TotalTime=1517.98s | Method=fedrdn
[Round 033/210] Phase=standard | Stage=warmup | Acc=99.150 | RoundTime=46.64s | TotalTime=1564.66s | Method=fedrdn
[Round 034/210] Phase=standard | Stage=warmup | Acc=99.140 | RoundTime=46.71s | TotalTime=1611.38s | Method=fedrdn
[Round 035/210] Phase=standard | Stage=warmup | Acc=99.070 | RoundTime=47.24s | TotalTime=1658.62s | Method=fedrdn
[Round 036/210] Phase=standard | Stage=warmup | Acc=99.130 | RoundTime=46.72s | TotalTime=1705.34s | Method=fedrdn
[Round 037/210] Phase=standard | Stage=warmup | Acc=99.230 | RoundTime=47.03s | TotalTime=1752.38s | Method=fedrdn
[Round 038/210] Phase=standard | Stage=warmup | Acc=99.200 | RoundTime=47.05s | TotalTime=1799.44s | Method=fedrdn
[Round 039/210] Phase=standard | Stage=warmup | Acc=99.100 | RoundTime=48.85s | TotalTime=1848.30s | Method=fedrdn
[Round 040/210] Phase=standard | Stage=warmup | Acc=99.130 | RoundTime=47.98s | TotalTime=1896.29s | Method=fedrdn
[Round 041/210] Phase=standard | Stage=warmup | Acc=99.100 | RoundTime=45.90s | TotalTime=1942.20s | Method=fedrdn
[Round 042/210] Phase=standard | Stage=warmup | Acc=99.210 | RoundTime=47.91s | TotalTime=1990.12s | Method=fedrdn
[Round 043/210] Phase=standard | Stage=warmup | Acc=99.250 | RoundTime=47.25s | TotalTime=2037.45s | Method=fedrdn
[Round 044/210] Phase=standard | Stage=warmup | Acc=99.110 | RoundTime=47.51s | TotalTime=2084.97s | Method=fedrdn
[Round 045/210] Phase=standard | Stage=warmup | Acc=99.160 | RoundTime=47.13s | TotalTime=2132.11s | Method=fedrdn
[Round 046/210] Phase=standard | Stage=warmup | Acc=99.120 | RoundTime=45.44s | TotalTime=2177.56s | Method=fedrdn
[Round 047/210] Phase=standard | Stage=warmup | Acc=99.190 | RoundTime=49.58s | TotalTime=2227.14s | Method=fedrdn
[Round 048/210] Phase=standard | Stage=warmup | Acc=99.260 | RoundTime=48.70s | TotalTime=2275.84s | Method=fedrdn
[Round 049/210] Phase=standard | Stage=warmup | Acc=99.240 | RoundTime=46.44s | TotalTime=2322.29s | Method=fedrdn
[Round 050/210] Phase=standard | Stage=warmup | Acc=99.140 | RoundTime=45.80s | TotalTime=2368.10s | Method=fedrdn
[Round 051/210] Phase=standard | Stage=warmup | Acc=99.140 | RoundTime=45.63s | TotalTime=2413.75s | Method=fedrdn
[Round 052/210] Phase=standard | Stage=warmup | Acc=99.140 | RoundTime=46.84s | TotalTime=2460.59s | Method=fedrdn
[Round 053/210] Phase=standard | Stage=warmup | Acc=99.150 | RoundTime=47.04s | TotalTime=2507.64s | Method=fedrdn
[Round 054/210] Phase=standard | Stage=warmup | Acc=99.180 | RoundTime=46.67s | TotalTime=2554.31s | Method=fedrdn
[Round 055/210] Phase=standard | Stage=warmup | Acc=99.190 | RoundTime=45.50s | TotalTime=2599.82s | Method=fedrdn
[Round 056/210] Phase=standard | Stage=warmup | Acc=99.180 | RoundTime=45.90s | TotalTime=2645.73s | Method=fedrdn
[Round 057/210] Phase=standard | Stage=warmup | Acc=99.180 | RoundTime=46.54s | TotalTime=2692.27s | Method=fedrdn
[Round 058/210] Phase=standard | Stage=warmup | Acc=99.080 | RoundTime=47.71s | TotalTime=2739.99s | Method=fedrdn
[Round 059/210] Phase=standard | Stage=warmup | Acc=99.160 | RoundTime=50.19s | TotalTime=2790.28s | Method=fedrdn
[Round 060/210] Phase=standard | Stage=warmup | Acc=99.160 | RoundTime=45.02s | TotalTime=2835.31s | Method=fedrdn
[Round 061/210] Phase=standard | Stage=warmup | Acc=99.090 | RoundTime=46.40s | TotalTime=2881.72s | Method=fedrdn
[Round 062/210] Phase=standard | Stage=warmup | Acc=99.060 | RoundTime=47.69s | TotalTime=2929.42s | Method=fedrdn
[Round 063/210] Phase=standard | Stage=warmup | Acc=99.030 | RoundTime=46.98s | TotalTime=2976.42s | Method=fedrdn
[Round 064/210] Phase=standard | Stage=warmup | Acc=99.080 | RoundTime=46.85s | TotalTime=3023.27s | Method=fedrdn
[Round 065/210] Phase=standard | Stage=warmup | Acc=99.120 | RoundTime=46.20s | TotalTime=3069.48s | Method=fedrdn
[Round 066/210] Phase=standard | Stage=warmup | Acc=99.080 | RoundTime=48.36s | TotalTime=3117.85s | Method=fedrdn
[Round 067/210] Phase=standard | Stage=warmup | Acc=99.040 | RoundTime=46.72s | TotalTime=3164.57s | Method=fedrdn
[Round 068/210] Phase=standard | Stage=warmup | Acc=99.040 | RoundTime=46.96s | TotalTime=3211.55s | Method=fedrdn
[Round 069/210] Phase=standard | Stage=warmup | Acc=98.950 | RoundTime=46.31s | TotalTime=3257.86s | Method=fedrdn
[Round 070/210] Phase=standard | Stage=warmup | Acc=98.980 | RoundTime=47.27s | TotalTime=3305.15s | Method=fedrdn
[Round 071/210] Phase=standard | Stage=warmup | Acc=99.040 | RoundTime=47.01s | TotalTime=3352.16s | Method=fedrdn
[Round 072/210] Phase=standard | Stage=warmup | Acc=99.030 | RoundTime=48.32s | TotalTime=3400.49s | Method=fedrdn
[Round 073/210] Phase=standard | Stage=warmup | Acc=99.100 | RoundTime=47.07s | TotalTime=3447.57s | Method=fedrdn
[Round 074/210] Phase=standard | Stage=warmup | Acc=98.990 | RoundTime=45.46s | TotalTime=3493.03s | Method=fedrdn
[Round 075/210] Phase=standard | Stage=warmup | Acc=98.990 | RoundTime=46.36s | TotalTime=3539.40s | Method=fedrdn
[Round 076/210] Phase=standard | Stage=warmup | Acc=99.110 | RoundTime=48.16s | TotalTime=3587.57s | Method=fedrdn
[Round 077/210] Phase=standard | Stage=warmup | Acc=99.010 | RoundTime=49.59s | TotalTime=3637.17s | Method=fedrdn
[Round 078/210] Phase=standard | Stage=warmup | Acc=98.960 | RoundTime=48.29s | TotalTime=3685.49s | Method=fedrdn
[Round 079/210] Phase=standard | Stage=warmup | Acc=98.890 | RoundTime=44.13s | TotalTime=3729.63s | Method=fedrdn
[Round 080/210] Phase=standard | Stage=warmup | Acc=98.890 | RoundTime=47.11s | TotalTime=3776.75s | Method=fedrdn
[Round 081/210] Phase=standard | Stage=warmup | Acc=98.780 | RoundTime=46.89s | TotalTime=3823.64s | Method=fedrdn
[Round 082/210] Phase=standard | Stage=warmup | Acc=98.970 | RoundTime=47.53s | TotalTime=3871.19s | Method=fedrdn
[Round 083/210] Phase=standard | Stage=warmup | Acc=98.850 | RoundTime=46.24s | TotalTime=3917.43s | Method=fedrdn
[Round 084/210] Phase=standard | Stage=warmup | Acc=98.840 | RoundTime=47.34s | TotalTime=3964.78s | Method=fedrdn
[Round 085/210] Phase=standard | Stage=warmup | Acc=98.890 | RoundTime=47.57s | TotalTime=4012.40s | Method=fedrdn
[Round 086/210] Phase=standard | Stage=warmup | Acc=98.820 | RoundTime=47.01s | TotalTime=4059.42s | Method=fedrdn
[Round 087/210] Phase=standard | Stage=warmup | Acc=98.760 | RoundTime=46.42s | TotalTime=4105.85s | Method=fedrdn
[Round 088/210] Phase=standard | Stage=warmup | Acc=98.880 | RoundTime=46.65s | TotalTime=4152.51s | Method=fedrdn
[Round 089/210] Phase=standard | Stage=warmup | Acc=98.860 | RoundTime=45.36s | TotalTime=4197.87s | Method=fedrdn
[Round 090/210] Phase=standard | Stage=warmup | Acc=98.760 | RoundTime=46.90s | TotalTime=4244.78s | Method=fedrdn
[Round 091/210] Phase=standard | Stage=warmup | Acc=98.760 | RoundTime=46.62s | TotalTime=4291.41s | Method=fedrdn
[Round 092/210] Phase=standard | Stage=warmup | Acc=98.720 | RoundTime=46.21s | TotalTime=4337.63s | Method=fedrdn
[Round 093/210] Phase=standard | Stage=warmup | Acc=98.760 | RoundTime=44.13s | TotalTime=4381.80s | Method=fedrdn
[Round 094/210] Phase=standard | Stage=warmup | Acc=98.720 | RoundTime=48.03s | TotalTime=4429.84s | Method=fedrdn
[Round 095/210] Phase=standard | Stage=warmup | Acc=98.630 | RoundTime=47.41s | TotalTime=4477.26s | Method=fedrdn
[Round 096/210] Phase=standard | Stage=warmup | Acc=98.630 | RoundTime=46.61s | TotalTime=4523.88s | Method=fedrdn
[Round 097/210] Phase=standard | Stage=warmup | Acc=98.560 | RoundTime=46.57s | TotalTime=4570.46s | Method=fedrdn
[Round 098/210] Phase=standard | Stage=warmup | Acc=98.550 | RoundTime=45.22s | TotalTime=4615.68s | Method=fedrdn
