====================================================================================================
Training started at: 2026-03-27 01:28:03
Result directory: results/fl_cifar10/feddenoise/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-most_sim_dr-0.3
Result txt file : results/fl_cifar10/feddenoise/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-most_sim_dr-0.3/feddenoise_fl_cifar10_20260327-012803-425995_pid2942555.txt
Result log file : results/fl_cifar10/feddenoise/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_st-most_sim_dr-0.3/feddenoise_fl_cifar10_20260327-012803-425995_pid2942555.log
----------------------------------------------------------------------------------------------------
Model: feddenoise
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.3
Denoise strategy: most_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | Pure=70.012 | RoundTime=26.00s | TotalTime=26.00s | Method=feddenoise
[Round 002/100] Acc=13.950 | Pure=70.008 | RoundTime=24.97s | TotalTime=50.97s | Method=feddenoise
[Round 003/100] Acc=27.010 | Pure=70.039 | RoundTime=25.37s | TotalTime=76.34s | Method=feddenoise
[Round 004/100] Acc=36.280 | Pure=70.000 | RoundTime=25.23s | TotalTime=101.57s | Method=feddenoise
[Round 005/100] Acc=45.450 | Pure=70.001 | RoundTime=25.33s | TotalTime=126.89s | Method=feddenoise
[Round 006/100] Acc=41.590 | Pure=69.986 | RoundTime=32.68s | TotalTime=159.57s | Method=feddenoise
[Round 007/100] Acc=47.820 | Pure=70.002 | RoundTime=25.08s | TotalTime=184.65s | Method=feddenoise
[Round 008/100] Acc=41.970 | Pure=70.018 | RoundTime=25.61s | TotalTime=210.26s | Method=feddenoise
[Round 009/100] Acc=48.420 | Pure=70.000 | RoundTime=26.55s | TotalTime=236.81s | Method=feddenoise
[Round 010/100] Acc=45.060 | Pure=69.988 | RoundTime=25.40s | TotalTime=262.21s | Method=feddenoise
[Round 011/100] Acc=46.630 | Pure=80.286 | RoundTime=32.40s | TotalTime=294.61s | Method=feddenoise
[Round 012/100] Acc=51.290 | Pure=78.861 | RoundTime=31.61s | TotalTime=326.22s | Method=feddenoise
[Round 013/100] Acc=48.000 | Pure=80.508 | RoundTime=33.64s | TotalTime=359.86s | Method=feddenoise
[Round 014/100] Acc=49.390 | Pure=80.022 | RoundTime=33.62s | TotalTime=393.49s | Method=feddenoise
