========================================================================================================================
Training started at: 2026-04-07 22:57:56
Result directory: results/fl_cifar100/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar100/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-225756-643888_pid3938126.txt
Result log file : results/fl_cifar100/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-225756-643888_pid3938126.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=54.91s | TotalTime=54.92s | Method=fedavg
[Round 002/210] Phase=standard | Stage=warmup | Acc=1.630 | RoundTime=52.59s | TotalTime=107.52s | Method=fedavg
[Round 003/210] Phase=standard | Stage=warmup | Acc=3.950 | RoundTime=52.54s | TotalTime=160.07s | Method=fedavg
[Round 004/210] Phase=standard | Stage=warmup | Acc=7.580 | RoundTime=52.63s | TotalTime=212.70s | Method=fedavg
[Round 005/210] Phase=standard | Stage=warmup | Acc=9.290 | RoundTime=52.70s | TotalTime=265.41s | Method=fedavg
[Round 006/210] Phase=standard | Stage=warmup | Acc=9.850 | RoundTime=52.63s | TotalTime=318.05s | Method=fedavg
[Round 007/210] Phase=standard | Stage=warmup | Acc=11.570 | RoundTime=52.70s | TotalTime=370.75s | Method=fedavg
[Round 008/210] Phase=standard | Stage=warmup | Acc=12.640 | RoundTime=53.84s | TotalTime=424.60s | Method=fedavg
[Round 009/210] Phase=standard | Stage=warmup | Acc=13.120 | RoundTime=51.81s | TotalTime=476.42s | Method=fedavg
[Round 010/210] Phase=standard | Stage=warmup | Acc=14.700 | RoundTime=52.43s | TotalTime=528.86s | Method=fedavg
[Round 011/210] Phase=standard | Stage=warmup | Acc=15.180 | RoundTime=53.15s | TotalTime=582.03s | Method=fedavg
[Round 012/210] Phase=standard | Stage=warmup | Acc=15.560 | RoundTime=52.52s | TotalTime=634.55s | Method=fedavg
[Round 013/210] Phase=standard | Stage=warmup | Acc=17.440 | RoundTime=52.77s | TotalTime=687.33s | Method=fedavg
[Round 014/210] Phase=standard | Stage=warmup | Acc=17.700 | RoundTime=52.36s | TotalTime=739.70s | Method=fedavg
[Round 015/210] Phase=standard | Stage=warmup | Acc=18.790 | RoundTime=52.44s | TotalTime=792.15s | Method=fedavg
[Round 016/210] Phase=standard | Stage=warmup | Acc=19.890 | RoundTime=52.74s | TotalTime=844.90s | Method=fedavg
[Round 017/210] Phase=standard | Stage=warmup | Acc=20.970 | RoundTime=52.51s | TotalTime=897.42s | Method=fedavg
[Round 018/210] Phase=standard | Stage=warmup | Acc=22.270 | RoundTime=52.77s | TotalTime=950.20s | Method=fedavg
[Round 019/210] Phase=standard | Stage=warmup | Acc=23.040 | RoundTime=52.93s | TotalTime=1003.14s | Method=fedavg
[Round 020/210] Phase=standard | Stage=warmup | Acc=23.760 | RoundTime=52.74s | TotalTime=1055.88s | Method=fedavg
[Round 021/210] Phase=standard | Stage=warmup | Acc=24.190 | RoundTime=53.44s | TotalTime=1109.33s | Method=fedavg
[Round 022/210] Phase=standard | Stage=warmup | Acc=25.210 | RoundTime=52.72s | TotalTime=1162.06s | Method=fedavg
[Round 023/210] Phase=standard | Stage=warmup | Acc=25.980 | RoundTime=52.11s | TotalTime=1214.17s | Method=fedavg
[Round 024/210] Phase=standard | Stage=warmup | Acc=26.010 | RoundTime=52.97s | TotalTime=1267.15s | Method=fedavg
[Round 025/210] Phase=standard | Stage=warmup | Acc=26.810 | RoundTime=52.66s | TotalTime=1319.82s | Method=fedavg
[Round 026/210] Phase=standard | Stage=warmup | Acc=27.710 | RoundTime=52.47s | TotalTime=1372.30s | Method=fedavg
[Round 027/210] Phase=standard | Stage=warmup | Acc=28.430 | RoundTime=52.60s | TotalTime=1424.91s | Method=fedavg
[Round 028/210] Phase=standard | Stage=warmup | Acc=29.430 | RoundTime=52.20s | TotalTime=1477.12s | Method=fedavg
[Round 029/210] Phase=standard | Stage=warmup | Acc=29.220 | RoundTime=52.54s | TotalTime=1529.68s | Method=fedavg
[Round 030/210] Phase=standard | Stage=warmup | Acc=29.780 | RoundTime=52.58s | TotalTime=1582.26s | Method=fedavg
[Round 031/210] Phase=standard | Stage=warmup | Acc=31.010 | RoundTime=52.83s | TotalTime=1635.11s | Method=fedavg
[Round 032/210] Phase=standard | Stage=warmup | Acc=31.000 | RoundTime=52.58s | TotalTime=1687.70s | Method=fedavg
[Round 033/210] Phase=standard | Stage=warmup | Acc=32.260 | RoundTime=51.84s | TotalTime=1739.55s | Method=fedavg
[Round 034/210] Phase=standard | Stage=warmup | Acc=32.620 | RoundTime=52.54s | TotalTime=1792.10s | Method=fedavg
[Round 035/210] Phase=standard | Stage=warmup | Acc=32.820 | RoundTime=53.80s | TotalTime=1845.91s | Method=fedavg
[Round 036/210] Phase=standard | Stage=warmup | Acc=33.600 | RoundTime=50.59s | TotalTime=1896.51s | Method=fedavg
[Round 037/210] Phase=standard | Stage=warmup | Acc=33.850 | RoundTime=52.54s | TotalTime=1949.05s | Method=fedavg
[Round 038/210] Phase=standard | Stage=warmup | Acc=34.530 | RoundTime=52.74s | TotalTime=2001.80s | Method=fedavg
[Round 039/210] Phase=standard | Stage=warmup | Acc=34.740 | RoundTime=53.22s | TotalTime=2055.03s | Method=fedavg
[Round 040/210] Phase=standard | Stage=warmup | Acc=35.710 | RoundTime=52.81s | TotalTime=2107.84s | Method=fedavg
[Round 041/210] Phase=standard | Stage=warmup | Acc=35.710 | RoundTime=52.55s | TotalTime=2160.41s | Method=fedavg
[Round 042/210] Phase=standard | Stage=warmup | Acc=36.500 | RoundTime=52.53s | TotalTime=2212.94s | Method=fedavg
[Round 043/210] Phase=standard | Stage=warmup | Acc=37.000 | RoundTime=53.15s | TotalTime=2266.10s | Method=fedavg
[Round 044/210] Phase=standard | Stage=warmup | Acc=37.360 | RoundTime=52.73s | TotalTime=2318.84s | Method=fedavg
[Round 045/210] Phase=standard | Stage=warmup | Acc=37.700 | RoundTime=52.73s | TotalTime=2371.58s | Method=fedavg
