========================================================================================================================
Training started at: 2026-04-07 23:59:43
Result directory: results/fl_cifar100/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar100/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-235943-298768_pid63709.txt
Result log file : results/fl_cifar100/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-235943-298768_pid63709.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=55.78s | TotalTime=55.80s | Method=fedavg
[Round 002/110] Phase=standard | Stage=warmup | Acc=1.420 | RoundTime=53.01s | TotalTime=108.82s | Method=fedavg
[Round 003/110] Phase=standard | Stage=warmup | Acc=4.080 | RoundTime=52.57s | TotalTime=161.40s | Method=fedavg
[Round 004/110] Phase=standard | Stage=warmup | Acc=7.450 | RoundTime=53.90s | TotalTime=215.31s | Method=fedavg
[Round 005/110] Phase=standard | Stage=warmup | Acc=9.210 | RoundTime=52.84s | TotalTime=268.15s | Method=fedavg
[Round 006/110] Phase=standard | Stage=warmup | Acc=9.960 | RoundTime=52.56s | TotalTime=320.72s | Method=fedavg
[Round 007/110] Phase=standard | Stage=warmup | Acc=11.840 | RoundTime=52.79s | TotalTime=373.51s | Method=fedavg
[Round 008/110] Phase=standard | Stage=warmup | Acc=12.840 | RoundTime=52.74s | TotalTime=426.26s | Method=fedavg
[Round 009/110] Phase=standard | Stage=warmup | Acc=13.260 | RoundTime=51.78s | TotalTime=478.04s | Method=fedavg
[Round 010/110] Phase=standard | Stage=warmup | Acc=14.410 | RoundTime=52.13s | TotalTime=530.19s | Method=fedavg
[Round 011/110] Phase=standard | Stage=warmup | Acc=15.880 | RoundTime=52.72s | TotalTime=582.91s | Method=fedavg
[Round 012/110] Phase=standard | Stage=warmup | Acc=15.980 | RoundTime=52.70s | TotalTime=635.62s | Method=fedavg
[Round 013/110] Phase=standard | Stage=warmup | Acc=17.810 | RoundTime=52.92s | TotalTime=688.55s | Method=fedavg
[Round 014/110] Phase=standard | Stage=warmup | Acc=18.100 | RoundTime=52.53s | TotalTime=741.08s | Method=fedavg
[Round 015/110] Phase=standard | Stage=warmup | Acc=18.840 | RoundTime=52.02s | TotalTime=793.11s | Method=fedavg
[Round 016/110] Phase=standard | Stage=warmup | Acc=20.670 | RoundTime=53.04s | TotalTime=846.16s | Method=fedavg
[Round 017/110] Phase=standard | Stage=warmup | Acc=21.250 | RoundTime=52.51s | TotalTime=898.68s | Method=fedavg
[Round 018/110] Phase=standard | Stage=warmup | Acc=22.730 | RoundTime=52.49s | TotalTime=951.17s | Method=fedavg
[Round 019/110] Phase=standard | Stage=warmup | Acc=22.910 | RoundTime=52.90s | TotalTime=1004.09s | Method=fedavg
[Round 020/110] Phase=standard | Stage=warmup | Acc=24.190 | RoundTime=52.50s | TotalTime=1056.60s | Method=fedavg
[Round 021/110] Phase=standard | Stage=warmup | Acc=24.340 | RoundTime=52.59s | TotalTime=1109.20s | Method=fedavg
[Round 022/110] Phase=standard | Stage=warmup | Acc=25.080 | RoundTime=52.55s | TotalTime=1161.76s | Method=fedavg
[Round 023/110] Phase=standard | Stage=warmup | Acc=26.080 | RoundTime=51.59s | TotalTime=1213.36s | Method=fedavg
[Round 024/110] Phase=standard | Stage=warmup | Acc=26.940 | RoundTime=52.69s | TotalTime=1266.06s | Method=fedavg
[Round 025/110] Phase=standard | Stage=warmup | Acc=26.990 | RoundTime=52.74s | TotalTime=1318.81s | Method=fedavg
[Round 026/110] Phase=standard | Stage=warmup | Acc=28.090 | RoundTime=52.02s | TotalTime=1370.84s | Method=fedavg
[Round 027/110] Phase=standard | Stage=warmup | Acc=28.830 | RoundTime=52.62s | TotalTime=1423.47s | Method=fedavg
[Round 028/110] Phase=standard | Stage=warmup | Acc=29.620 | RoundTime=52.93s | TotalTime=1476.41s | Method=fedavg
[Round 029/110] Phase=standard | Stage=warmup | Acc=29.520 | RoundTime=52.82s | TotalTime=1529.24s | Method=fedavg
