========================================================================================================================
Training started at: 2026-04-07 23:59:43
Result directory: results/fl_cifar100/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar100/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-235943-298768_pid63709.txt
Result log file : results/fl_cifar100/fedavg/pm-dir_a-0.8_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-235943-298768_pid63709.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=55.78s | TotalTime=55.80s | Method=fedavg
[Round 030/110] Phase=standard | Stage=warmup | Acc=30.330 | RoundTime=52.87s | TotalTime=1582.11s | Method=fedavg
[Round 031/110] Phase=standard | Stage=warmup | Acc=31.280 | RoundTime=53.32s | TotalTime=1635.48s | Method=fedavg
[Round 032/110] Phase=standard | Stage=warmup | Acc=31.310 | RoundTime=52.84s | TotalTime=1688.33s | Method=fedavg
[Round 033/110] Phase=standard | Stage=warmup | Acc=32.210 | RoundTime=52.85s | TotalTime=1741.19s | Method=fedavg
[Round 034/110] Phase=standard | Stage=warmup | Acc=32.500 | RoundTime=52.42s | TotalTime=1793.61s | Method=fedavg
[Round 035/110] Phase=standard | Stage=warmup | Acc=33.340 | RoundTime=52.02s | TotalTime=1845.65s | Method=fedavg
[Round 036/110] Phase=standard | Stage=warmup | Acc=33.720 | RoundTime=52.70s | TotalTime=1898.35s | Method=fedavg
[Round 037/110] Phase=standard | Stage=warmup | Acc=34.420 | RoundTime=52.36s | TotalTime=1950.72s | Method=fedavg
[Round 038/110] Phase=standard | Stage=warmup | Acc=34.980 | RoundTime=52.62s | TotalTime=2003.35s | Method=fedavg
[Round 039/110] Phase=standard | Stage=warmup | Acc=34.860 | RoundTime=52.79s | TotalTime=2056.15s | Method=fedavg
[Round 040/110] Phase=standard | Stage=warmup | Acc=35.520 | RoundTime=52.62s | TotalTime=2108.78s | Method=fedavg
[Round 041/110] Phase=standard | Stage=warmup | Acc=36.060 | RoundTime=52.85s | TotalTime=2161.64s | Method=fedavg
[Round 042/110] Phase=standard | Stage=warmup | Acc=36.330 | RoundTime=52.77s | TotalTime=2214.42s | Method=fedavg
[Round 043/110] Phase=standard | Stage=warmup | Acc=37.220 | RoundTime=52.54s | TotalTime=2266.96s | Method=fedavg
[Round 044/110] Phase=standard | Stage=warmup | Acc=37.870 | RoundTime=52.74s | TotalTime=2319.71s | Method=fedavg
[Round 045/110] Phase=standard | Stage=warmup | Acc=37.920 | RoundTime=53.00s | TotalTime=2372.72s | Method=fedavg
[Round 046/110] Phase=standard | Stage=warmup | Acc=38.470 | RoundTime=52.62s | TotalTime=2425.35s | Method=fedavg
[Round 047/110] Phase=standard | Stage=warmup | Acc=38.560 | RoundTime=52.56s | TotalTime=2477.92s | Method=fedavg
[Round 048/110] Phase=standard | Stage=warmup | Acc=39.520 | RoundTime=52.50s | TotalTime=2530.43s | Method=fedavg
[Round 049/110] Phase=standard | Stage=warmup | Acc=39.260 | RoundTime=53.98s | TotalTime=2584.41s | Method=fedavg
[Round 050/110] Phase=standard | Stage=warmup | Acc=40.170 | RoundTime=52.90s | TotalTime=2637.32s | Method=fedavg
[Round 051/110] Phase=standard | Stage=warmup | Acc=40.710 | RoundTime=52.80s | TotalTime=2690.13s | Method=fedavg
[Round 052/110] Phase=standard | Stage=warmup | Acc=41.010 | RoundTime=53.26s | TotalTime=2743.40s | Method=fedavg
[Round 053/110] Phase=standard | Stage=warmup | Acc=41.820 | RoundTime=53.03s | TotalTime=2796.43s | Method=fedavg
[Round 054/110] Phase=standard | Stage=warmup | Acc=42.300 | RoundTime=53.87s | TotalTime=2850.31s | Method=fedavg
[Round 055/110] Phase=standard | Stage=warmup | Acc=41.910 | RoundTime=52.52s | TotalTime=2902.84s | Method=fedavg
[Round 056/110] Phase=standard | Stage=warmup | Acc=42.810 | RoundTime=53.29s | TotalTime=2956.14s | Method=fedavg
[Round 057/110] Phase=standard | Stage=warmup | Acc=43.330 | RoundTime=53.31s | TotalTime=3009.46s | Method=fedavg
[Round 058/110] Phase=standard | Stage=warmup | Acc=43.280 | RoundTime=52.59s | TotalTime=3062.05s | Method=fedavg
[Round 059/110] Phase=standard | Stage=warmup | Acc=44.570 | RoundTime=52.66s | TotalTime=3114.72s | Method=fedavg
[Round 060/110] Phase=standard | Stage=warmup | Acc=44.350 | RoundTime=52.65s | TotalTime=3167.38s | Method=fedavg
[Round 061/110] Phase=standard | Stage=warmup | Acc=45.100 | RoundTime=52.73s | TotalTime=3220.12s | Method=fedavg
[Round 062/110] Phase=standard | Stage=warmup | Acc=44.960 | RoundTime=53.63s | TotalTime=3273.75s | Method=fedavg
[Round 063/110] Phase=standard | Stage=warmup | Acc=45.500 | RoundTime=52.70s | TotalTime=3326.46s | Method=fedavg
[Round 064/110] Phase=standard | Stage=warmup | Acc=45.610 | RoundTime=53.07s | TotalTime=3379.55s | Method=fedavg
[Round 065/110] Phase=standard | Stage=warmup | Acc=46.280 | RoundTime=53.21s | TotalTime=3432.76s | Method=fedavg
[Round 066/110] Phase=standard | Stage=warmup | Acc=46.590 | RoundTime=52.66s | TotalTime=3485.43s | Method=fedavg
[Round 067/110] Phase=standard | Stage=warmup | Acc=46.720 | RoundTime=35.25s | TotalTime=3520.69s | Method=fedavg
[Round 068/110] Phase=standard | Stage=warmup | Acc=47.520 | RoundTime=31.68s | TotalTime=3552.38s | Method=fedavg
[Round 069/110] Phase=standard | Stage=warmup | Acc=47.460 | RoundTime=27.82s | TotalTime=3580.20s | Method=fedavg
