====================================================================================================
Training started at: 2026-03-13 10:58:00
Result directory: results/fl_cifar10/fedprox
Result txt file : results/fl_cifar10/fedprox/model=fedprox_dataset=fl_cifar10_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-105800.txt
Result log file : results/fl_cifar10/fedprox/model=fedprox_dataset=fl_cifar10_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.1_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-105800.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=12.080 | RoundTime=43.28s | TotalTime=43.28s | Method=fedprox
[Round 002/100] Acc=14.680 | RoundTime=40.84s | TotalTime=84.12s | Method=fedprox
[Round 003/100] Acc=17.260 | RoundTime=41.38s | TotalTime=125.50s | Method=fedprox
[Round 004/100] Acc=27.990 | RoundTime=40.82s | TotalTime=166.32s | Method=fedprox
[Round 005/100] Acc=25.200 | RoundTime=43.45s | TotalTime=209.77s | Method=fedprox
[Round 006/100] Acc=27.440 | RoundTime=43.03s | TotalTime=252.80s | Method=fedprox
[Round 007/100] Acc=28.050 | RoundTime=42.12s | TotalTime=294.92s | Method=fedprox
[Round 008/100] Acc=27.780 | RoundTime=42.44s | TotalTime=337.36s | Method=fedprox
[Round 009/100] Acc=27.280 | RoundTime=42.78s | TotalTime=380.13s | Method=fedprox
[Round 010/100] Acc=32.690 | RoundTime=44.18s | TotalTime=424.31s | Method=fedprox
[Round 011/100] Acc=28.400 | RoundTime=44.12s | TotalTime=468.43s | Method=fedprox
[Round 012/100] Acc=27.060 | RoundTime=43.87s | TotalTime=512.30s | Method=fedprox
[Round 013/100] Acc=30.370 | RoundTime=43.81s | TotalTime=556.11s | Method=fedprox
[Round 014/100] Acc=31.270 | RoundTime=43.56s | TotalTime=599.67s | Method=fedprox
[Round 015/100] Acc=27.850 | RoundTime=44.49s | TotalTime=644.16s | Method=fedprox
[Round 016/100] Acc=27.790 | RoundTime=43.45s | TotalTime=687.61s | Method=fedprox
[Round 017/100] Acc=28.540 | RoundTime=44.89s | TotalTime=732.51s | Method=fedprox
[Round 018/100] Acc=32.930 | RoundTime=44.81s | TotalTime=777.32s | Method=fedprox
[Round 019/100] Acc=30.480 | RoundTime=44.99s | TotalTime=822.31s | Method=fedprox
[Round 020/100] Acc=25.760 | RoundTime=44.93s | TotalTime=867.24s | Method=fedprox
[Round 021/100] Acc=28.700 | RoundTime=44.14s | TotalTime=911.38s | Method=fedprox
[Round 022/100] Acc=30.410 | RoundTime=43.19s | TotalTime=954.57s | Method=fedprox
[Round 023/100] Acc=30.220 | RoundTime=43.53s | TotalTime=998.10s | Method=fedprox
[Round 024/100] Acc=31.360 | RoundTime=43.96s | TotalTime=1042.06s | Method=fedprox
[Round 025/100] Acc=32.200 | RoundTime=44.08s | TotalTime=1086.14s | Method=fedprox
[Round 026/100] Acc=34.990 | RoundTime=42.81s | TotalTime=1128.95s | Method=fedprox
[Round 027/100] Acc=30.010 | RoundTime=43.99s | TotalTime=1172.94s | Method=fedprox
[Round 028/100] Acc=32.290 | RoundTime=43.44s | TotalTime=1216.38s | Method=fedprox
[Round 029/100] Acc=35.570 | RoundTime=44.14s | TotalTime=1260.52s | Method=fedprox
[Round 030/100] Acc=28.430 | RoundTime=43.34s | TotalTime=1303.86s | Method=fedprox
[Round 031/100] Acc=33.790 | RoundTime=44.40s | TotalTime=1348.26s | Method=fedprox
[Round 032/100] Acc=32.550 | RoundTime=43.35s | TotalTime=1391.61s | Method=fedprox
[Round 033/100] Acc=26.610 | RoundTime=44.68s | TotalTime=1436.28s | Method=fedprox
[Round 034/100] Acc=30.600 | RoundTime=44.47s | TotalTime=1480.75s | Method=fedprox
[Round 035/100] Acc=33.430 | RoundTime=43.83s | TotalTime=1524.58s | Method=fedprox
[Round 036/100] Acc=30.990 | RoundTime=43.53s | TotalTime=1568.12s | Method=fedprox
[Round 037/100] Acc=33.440 | RoundTime=44.03s | TotalTime=1612.14s | Method=fedprox
[Round 038/100] Acc=31.710 | RoundTime=44.11s | TotalTime=1656.26s | Method=fedprox
[Round 039/100] Acc=33.170 | RoundTime=43.73s | TotalTime=1699.98s | Method=fedprox
[Round 040/100] Acc=31.270 | RoundTime=43.46s | TotalTime=1743.45s | Method=fedprox
[Round 041/100] Acc=29.020 | RoundTime=43.47s | TotalTime=1786.92s | Method=fedprox
[Round 042/100] Acc=29.670 | RoundTime=42.48s | TotalTime=1829.40s | Method=fedprox
[Round 043/100] Acc=29.170 | RoundTime=43.82s | TotalTime=1873.22s | Method=fedprox
[Round 044/100] Acc=32.160 | RoundTime=43.03s | TotalTime=1916.25s | Method=fedprox
[Round 045/100] Acc=31.020 | RoundTime=43.87s | TotalTime=1960.12s | Method=fedprox
[Round 046/100] Acc=38.040 | RoundTime=43.89s | TotalTime=2004.02s | Method=fedprox
[Round 047/100] Acc=28.970 | RoundTime=43.52s | TotalTime=2047.54s | Method=fedprox
[Round 048/100] Acc=29.730 | RoundTime=42.76s | TotalTime=2090.30s | Method=fedprox
[Round 049/100] Acc=26.920 | RoundTime=42.78s | TotalTime=2133.08s | Method=fedprox
[Round 050/100] Acc=32.960 | RoundTime=43.06s | TotalTime=2176.14s | Method=fedprox
[Round 051/100] Acc=29.690 | RoundTime=42.48s | TotalTime=2218.63s | Method=fedprox
[Round 052/100] Acc=25.730 | RoundTime=43.08s | TotalTime=2261.71s | Method=fedprox
[Round 053/100] Acc=32.970 | RoundTime=43.15s | TotalTime=2304.86s | Method=fedprox
[Round 054/100] Acc=31.670 | RoundTime=43.75s | TotalTime=2348.62s | Method=fedprox
[Round 055/100] Acc=29.890 | RoundTime=42.79s | TotalTime=2391.41s | Method=fedprox
[Round 056/100] Acc=31.980 | RoundTime=45.11s | TotalTime=2436.52s | Method=fedprox
[Round 057/100] Acc=33.580 | RoundTime=43.15s | TotalTime=2479.66s | Method=fedprox
[Round 058/100] Acc=32.300 | RoundTime=44.10s | TotalTime=2523.76s | Method=fedprox
[Round 059/100] Acc=30.190 | RoundTime=43.34s | TotalTime=2567.10s | Method=fedprox
[Round 060/100] Acc=28.110 | RoundTime=43.65s | TotalTime=2610.76s | Method=fedprox
[Round 061/100] Acc=30.930 | RoundTime=43.97s | TotalTime=2654.72s | Method=fedprox
[Round 062/100] Acc=32.410 | RoundTime=43.62s | TotalTime=2698.34s | Method=fedprox
[Round 063/100] Acc=29.500 | RoundTime=43.88s | TotalTime=2742.22s | Method=fedprox
[Round 064/100] Acc=29.380 | RoundTime=43.90s | TotalTime=2786.12s | Method=fedprox
[Round 065/100] Acc=32.670 | RoundTime=44.69s | TotalTime=2830.81s | Method=fedprox
[Round 066/100] Acc=30.340 | RoundTime=44.46s | TotalTime=2875.28s | Method=fedprox
[Round 067/100] Acc=31.970 | RoundTime=44.94s | TotalTime=2920.22s | Method=fedprox
[Round 068/100] Acc=31.360 | RoundTime=45.54s | TotalTime=2965.76s | Method=fedprox
[Round 069/100] Acc=29.030 | RoundTime=43.33s | TotalTime=3009.09s | Method=fedprox
[Round 070/100] Acc=28.800 | RoundTime=44.33s | TotalTime=3053.42s | Method=fedprox
[Round 071/100] Acc=36.100 | RoundTime=44.43s | TotalTime=3097.85s | Method=fedprox
[Round 072/100] Acc=30.450 | RoundTime=44.10s | TotalTime=3141.96s | Method=fedprox
[Round 073/100] Acc=30.090 | RoundTime=45.27s | TotalTime=3187.22s | Method=fedprox
[Round 074/100] Acc=34.940 | RoundTime=44.75s | TotalTime=3231.98s | Method=fedprox
[Round 075/100] Acc=28.810 | RoundTime=44.34s | TotalTime=3276.31s | Method=fedprox
[Round 076/100] Acc=32.000 | RoundTime=44.09s | TotalTime=3320.40s | Method=fedprox
[Round 077/100] Acc=30.770 | RoundTime=44.30s | TotalTime=3364.71s | Method=fedprox
[Round 078/100] Acc=37.510 | RoundTime=45.55s | TotalTime=3410.25s | Method=fedprox
[Round 079/100] Acc=28.220 | RoundTime=44.65s | TotalTime=3454.91s | Method=fedprox
[Round 080/100] Acc=30.590 | RoundTime=46.24s | TotalTime=3501.15s | Method=fedprox
[Round 081/100] Acc=36.090 | RoundTime=45.99s | TotalTime=3547.14s | Method=fedprox
[Round 082/100] Acc=30.750 | RoundTime=44.81s | TotalTime=3591.95s | Method=fedprox
[Round 083/100] Acc=30.990 | RoundTime=44.40s | TotalTime=3636.35s | Method=fedprox
[Round 084/100] Acc=31.190 | RoundTime=43.82s | TotalTime=3680.17s | Method=fedprox
[Round 085/100] Acc=29.490 | RoundTime=44.69s | TotalTime=3724.85s | Method=fedprox
[Round 086/100] Acc=31.510 | RoundTime=44.26s | TotalTime=3769.12s | Method=fedprox
[Round 087/100] Acc=34.650 | RoundTime=43.76s | TotalTime=3812.88s | Method=fedprox
[Round 088/100] Acc=33.070 | RoundTime=43.73s | TotalTime=3856.61s | Method=fedprox
[Round 089/100] Acc=31.600 | RoundTime=43.09s | TotalTime=3899.70s | Method=fedprox
[Round 090/100] Acc=33.710 | RoundTime=43.69s | TotalTime=3943.40s | Method=fedprox
[Round 091/100] Acc=29.930 | RoundTime=44.18s | TotalTime=3987.58s | Method=fedprox
[Round 092/100] Acc=29.090 | RoundTime=43.69s | TotalTime=4031.27s | Method=fedprox
[Round 093/100] Acc=31.630 | RoundTime=45.08s | TotalTime=4076.36s | Method=fedprox
[Round 094/100] Acc=30.930 | RoundTime=44.68s | TotalTime=4121.03s | Method=fedprox
[Round 095/100] Acc=32.130 | RoundTime=44.09s | TotalTime=4165.12s | Method=fedprox
[Round 096/100] Acc=35.990 | RoundTime=43.27s | TotalTime=4208.39s | Method=fedprox
[Round 097/100] Acc=30.520 | RoundTime=43.81s | TotalTime=4252.20s | Method=fedprox
[Round 098/100] Acc=29.240 | RoundTime=44.30s | TotalTime=4296.50s | Method=fedprox
[Round 099/100] Acc=32.520 | RoundTime=38.00s | TotalTime=4334.50s | Method=fedprox
[Round 100/100] Acc=34.500 | RoundTime=36.55s | TotalTime=4371.05s | Method=fedprox
====================================================================================================
Training finished at: 2026-03-13 12:10:51
Total elapsed time: 4371.05s
Final Acc: 34.500
Best Acc : 38.040
====================================================================================================
