====================================================================================================
Training started at: 2026-03-13 12:30:57
Result directory: results/fl_cifar10/fedprox
Result txt file : results/fl_cifar10/fedprox/model=fedprox_dataset=fl_cifar10_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123057.txt
Result log file : results/fl_cifar10/fedprox/model=fedprox_dataset=fl_cifar10_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.8_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-123057.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.8
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=16.880 | RoundTime=50.16s | TotalTime=50.16s | Method=fedprox
[Round 002/100] Acc=25.380 | RoundTime=50.34s | TotalTime=100.49s | Method=fedprox
[Round 003/100] Acc=33.620 | RoundTime=49.15s | TotalTime=149.65s | Method=fedprox
[Round 004/100] Acc=37.720 | RoundTime=50.42s | TotalTime=200.06s | Method=fedprox
[Round 005/100] Acc=44.370 | RoundTime=50.54s | TotalTime=250.60s | Method=fedprox
[Round 006/100] Acc=45.950 | RoundTime=50.96s | TotalTime=301.57s | Method=fedprox
[Round 007/100] Acc=47.900 | RoundTime=51.76s | TotalTime=353.33s | Method=fedprox
[Round 008/100] Acc=43.900 | RoundTime=49.18s | TotalTime=402.51s | Method=fedprox
[Round 009/100] Acc=48.670 | RoundTime=50.94s | TotalTime=453.45s | Method=fedprox
[Round 010/100] Acc=46.990 | RoundTime=50.53s | TotalTime=503.98s | Method=fedprox
[Round 011/100] Acc=50.620 | RoundTime=50.21s | TotalTime=554.19s | Method=fedprox
[Round 012/100] Acc=51.310 | RoundTime=50.44s | TotalTime=604.62s | Method=fedprox
[Round 013/100] Acc=47.830 | RoundTime=49.90s | TotalTime=654.53s | Method=fedprox
[Round 014/100] Acc=49.700 | RoundTime=50.84s | TotalTime=705.37s | Method=fedprox
[Round 015/100] Acc=52.930 | RoundTime=50.94s | TotalTime=756.32s | Method=fedprox
[Round 016/100] Acc=50.390 | RoundTime=50.60s | TotalTime=806.91s | Method=fedprox
[Round 017/100] Acc=50.100 | RoundTime=51.34s | TotalTime=858.26s | Method=fedprox
[Round 018/100] Acc=49.370 | RoundTime=51.86s | TotalTime=910.11s | Method=fedprox
[Round 019/100] Acc=50.490 | RoundTime=49.94s | TotalTime=960.05s | Method=fedprox
[Round 020/100] Acc=49.500 | RoundTime=51.06s | TotalTime=1011.11s | Method=fedprox
