====================================================================================================
Training started at: 2026-03-13 14:10:30
Result directory: results/fl_cifar10/fedprox
Result txt file : results/fl_cifar10/fedprox/model=fedprox_dataset=fl_cifar10_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-141030.txt
Result log file : results/fl_cifar10/fedprox/model=fedprox_dataset=fl_cifar10_structure=homogeneity_bs=64_lr=0.01_dirAlpha=0.5_noiseRate=0.3_noiseType=symmetric_noiseMax=0.3_avg=weight_mu=0.01_20260313-141030.log
----------------------------------------------------------------------------------------------------
Model: fedprox
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.15
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: NA
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=44.17s | TotalTime=44.17s | Method=fedprox
[Round 002/100] Acc=15.780 | RoundTime=43.94s | TotalTime=88.11s | Method=fedprox
[Round 003/100] Acc=34.830 | RoundTime=44.64s | TotalTime=132.75s | Method=fedprox
[Round 004/100] Acc=40.430 | RoundTime=44.05s | TotalTime=176.80s | Method=fedprox
[Round 005/100] Acc=36.430 | RoundTime=43.80s | TotalTime=220.60s | Method=fedprox
[Round 006/100] Acc=43.430 | RoundTime=43.75s | TotalTime=264.35s | Method=fedprox
[Round 007/100] Acc=44.020 | RoundTime=43.68s | TotalTime=308.02s | Method=fedprox
[Round 008/100] Acc=44.120 | RoundTime=44.54s | TotalTime=352.57s | Method=fedprox
[Round 009/100] Acc=44.140 | RoundTime=44.63s | TotalTime=397.19s | Method=fedprox
[Round 010/100] Acc=47.020 | RoundTime=44.34s | TotalTime=441.54s | Method=fedprox
[Round 011/100] Acc=48.170 | RoundTime=45.17s | TotalTime=486.71s | Method=fedprox
[Round 012/100] Acc=45.220 | RoundTime=44.18s | TotalTime=530.89s | Method=fedprox
[Round 013/100] Acc=45.010 | RoundTime=44.20s | TotalTime=575.10s | Method=fedprox
[Round 014/100] Acc=44.920 | RoundTime=44.53s | TotalTime=619.63s | Method=fedprox
[Round 015/100] Acc=49.100 | RoundTime=44.60s | TotalTime=664.23s | Method=fedprox
[Round 016/100] Acc=44.240 | RoundTime=44.64s | TotalTime=708.87s | Method=fedprox
[Round 017/100] Acc=48.240 | RoundTime=44.50s | TotalTime=753.37s | Method=fedprox
[Round 018/100] Acc=48.370 | RoundTime=44.37s | TotalTime=797.74s | Method=fedprox
[Round 019/100] Acc=47.240 | RoundTime=45.27s | TotalTime=843.01s | Method=fedprox
[Round 020/100] Acc=47.710 | RoundTime=45.10s | TotalTime=888.11s | Method=fedprox
[Round 021/100] Acc=45.630 | RoundTime=44.94s | TotalTime=933.05s | Method=fedprox
[Round 022/100] Acc=47.640 | RoundTime=44.72s | TotalTime=977.77s | Method=fedprox
[Round 023/100] Acc=49.670 | RoundTime=45.39s | TotalTime=1023.16s | Method=fedprox
[Round 024/100] Acc=50.000 | RoundTime=45.81s | TotalTime=1068.97s | Method=fedprox
[Round 025/100] Acc=48.860 | RoundTime=44.71s | TotalTime=1113.68s | Method=fedprox
[Round 026/100] Acc=49.810 | RoundTime=45.04s | TotalTime=1158.72s | Method=fedprox
[Round 027/100] Acc=49.180 | RoundTime=45.89s | TotalTime=1204.61s | Method=fedprox
[Round 028/100] Acc=47.090 | RoundTime=45.25s | TotalTime=1249.86s | Method=fedprox
[Round 029/100] Acc=50.230 | RoundTime=44.21s | TotalTime=1294.07s | Method=fedprox
[Round 030/100] Acc=49.040 | RoundTime=44.45s | TotalTime=1338.52s | Method=fedprox
