========================================================================================================================
Training started at: 2026-04-08 16:01:58
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-160158-928764_pid664892.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-160158-928764_pid664892.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=53.85s | TotalTime=53.86s | Method=fedrdn
[Round 002/210] Phase=standard | Stage=warmup | Acc=1.540 | RoundTime=38.31s | TotalTime=92.18s | Method=fedrdn
[Round 003/210] Phase=standard | Stage=warmup | Acc=3.880 | RoundTime=34.88s | TotalTime=127.06s | Method=fedrdn
[Round 004/210] Phase=standard | Stage=warmup | Acc=7.080 | RoundTime=39.30s | TotalTime=166.37s | Method=fedrdn
[Round 005/210] Phase=standard | Stage=warmup | Acc=8.250 | RoundTime=40.07s | TotalTime=206.44s | Method=fedrdn
[Round 006/210] Phase=standard | Stage=warmup | Acc=9.810 | RoundTime=39.60s | TotalTime=246.05s | Method=fedrdn
[Round 007/210] Phase=standard | Stage=warmup | Acc=10.170 | RoundTime=39.08s | TotalTime=285.14s | Method=fedrdn
[Round 008/210] Phase=standard | Stage=warmup | Acc=11.290 | RoundTime=39.94s | TotalTime=325.08s | Method=fedrdn
[Round 009/210] Phase=standard | Stage=warmup | Acc=12.440 | RoundTime=39.98s | TotalTime=365.07s | Method=fedrdn
[Round 010/210] Phase=standard | Stage=warmup | Acc=13.500 | RoundTime=40.59s | TotalTime=405.67s | Method=fedrdn
[Round 011/210] Phase=standard | Stage=warmup | Acc=14.630 | RoundTime=39.30s | TotalTime=444.97s | Method=fedrdn
[Round 012/210] Phase=standard | Stage=warmup | Acc=15.440 | RoundTime=40.26s | TotalTime=485.25s | Method=fedrdn
[Round 013/210] Phase=standard | Stage=warmup | Acc=16.150 | RoundTime=40.18s | TotalTime=525.43s | Method=fedrdn
[Round 014/210] Phase=standard | Stage=warmup | Acc=16.190 | RoundTime=40.19s | TotalTime=565.63s | Method=fedrdn
[Round 015/210] Phase=standard | Stage=warmup | Acc=17.540 | RoundTime=40.42s | TotalTime=606.06s | Method=fedrdn
[Round 016/210] Phase=standard | Stage=warmup | Acc=18.380 | RoundTime=39.27s | TotalTime=645.34s | Method=fedrdn
[Round 017/210] Phase=standard | Stage=warmup | Acc=19.000 | RoundTime=40.12s | TotalTime=685.47s | Method=fedrdn
