========================================================================================================================
Training started at: 2026-04-08 12:10:23
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-121023-150696_pid3668648.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-121023-150696_pid3668648.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=50.01s | TotalTime=50.02s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.720 | RoundTime=26.72s | TotalTime=76.77s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=4.780 | RoundTime=26.81s | TotalTime=103.59s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=7.020 | RoundTime=26.76s | TotalTime=130.36s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=8.520 | RoundTime=26.49s | TotalTime=156.89s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=9.660 | RoundTime=26.67s | TotalTime=183.59s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=10.050 | RoundTime=27.03s | TotalTime=210.64s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=10.840 | RoundTime=29.78s | TotalTime=240.45s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=11.910 | RoundTime=35.98s | TotalTime=276.45s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=12.850 | RoundTime=36.24s | TotalTime=312.72s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=14.600 | RoundTime=36.22s | TotalTime=348.98s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=15.050 | RoundTime=36.14s | TotalTime=385.14s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=15.880 | RoundTime=35.69s | TotalTime=420.85s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=16.140 | RoundTime=37.00s | TotalTime=457.86s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=17.410 | RoundTime=36.27s | TotalTime=494.15s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=17.900 | RoundTime=35.87s | TotalTime=530.03s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=18.740 | RoundTime=34.89s | TotalTime=564.95s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=19.460 | RoundTime=30.86s | TotalTime=595.82s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=20.100 | RoundTime=32.53s | TotalTime=628.37s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=21.120 | RoundTime=36.58s | TotalTime=664.97s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=21.620 | RoundTime=37.77s | TotalTime=702.79s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=23.080 | RoundTime=36.74s | TotalTime=739.58s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=23.570 | RoundTime=36.89s | TotalTime=776.49s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=24.300 | RoundTime=37.63s | TotalTime=814.17s | Method=fedrdn
[Round 025/100] Phase=standard | Stage=warmup | Acc=24.600 | RoundTime=36.69s | TotalTime=850.88s | Method=fedrdn
[Round 026/100] Phase=standard | Stage=warmup | Acc=25.240 | RoundTime=38.03s | TotalTime=888.94s | Method=fedrdn
[Round 027/100] Phase=standard | Stage=warmup | Acc=25.860 | RoundTime=37.61s | TotalTime=926.57s | Method=fedrdn
[Round 028/100] Phase=standard | Stage=warmup | Acc=26.610 | RoundTime=33.23s | TotalTime=959.82s | Method=fedrdn
[Round 029/100] Phase=standard | Stage=warmup | Acc=27.150 | RoundTime=28.12s | TotalTime=987.96s | Method=fedrdn
[Round 030/100] Phase=standard | Stage=warmup | Acc=27.480 | RoundTime=28.49s | TotalTime=1016.47s | Method=fedrdn
[Round 031/100] Phase=standard | Stage=warmup | Acc=28.550 | RoundTime=27.84s | TotalTime=1044.33s | Method=fedrdn
[Round 032/100] Phase=standard | Stage=warmup | Acc=29.230 | RoundTime=29.58s | TotalTime=1073.94s | Method=fedrdn
[Round 033/100] Phase=standard | Stage=warmup | Acc=29.510 | RoundTime=26.57s | TotalTime=1100.52s | Method=fedrdn
[Round 034/100] Phase=standard | Stage=warmup | Acc=29.910 | RoundTime=26.35s | TotalTime=1126.90s | Method=fedrdn
[Round 035/100] Phase=standard | Stage=warmup | Acc=30.710 | RoundTime=26.54s | TotalTime=1153.48s | Method=fedrdn
[Round 036/100] Phase=standard | Stage=warmup | Acc=30.310 | RoundTime=36.11s | TotalTime=1189.62s | Method=fedrdn
[Round 037/100] Phase=standard | Stage=warmup | Acc=31.750 | RoundTime=35.81s | TotalTime=1225.47s | Method=fedrdn
[Round 038/100] Phase=standard | Stage=warmup | Acc=32.180 | RoundTime=35.69s | TotalTime=1261.19s | Method=fedrdn
[Round 039/100] Phase=standard | Stage=warmup | Acc=32.280 | RoundTime=36.40s | TotalTime=1297.63s | Method=fedrdn
[Round 040/100] Phase=standard | Stage=warmup | Acc=32.960 | RoundTime=36.82s | TotalTime=1334.47s | Method=fedrdn
[Round 041/100] Phase=standard | Stage=warmup | Acc=33.530 | RoundTime=36.33s | TotalTime=1370.83s | Method=fedrdn
[Round 042/100] Phase=standard | Stage=warmup | Acc=33.790 | RoundTime=35.19s | TotalTime=1406.04s | Method=fedrdn
[Round 043/100] Phase=standard | Stage=warmup | Acc=34.360 | RoundTime=36.38s | TotalTime=1442.45s | Method=fedrdn
[Round 044/100] Phase=standard | Stage=warmup | Acc=35.030 | RoundTime=36.28s | TotalTime=1478.76s | Method=fedrdn
[Round 045/100] Phase=standard | Stage=warmup | Acc=35.140 | RoundTime=36.87s | TotalTime=1515.69s | Method=fedrdn
[Round 046/100] Phase=standard | Stage=warmup | Acc=35.410 | RoundTime=32.62s | TotalTime=1548.32s | Method=fedrdn
[Round 047/100] Phase=standard | Stage=warmup | Acc=36.110 | RoundTime=36.26s | TotalTime=1584.62s | Method=fedrdn
[Round 048/100] Phase=standard | Stage=warmup | Acc=36.100 | RoundTime=27.47s | TotalTime=1612.12s | Method=fedrdn
[Round 049/100] Phase=standard | Stage=warmup | Acc=36.470 | RoundTime=26.38s | TotalTime=1638.56s | Method=fedrdn
[Round 050/100] Phase=standard | Stage=warmup | Acc=37.380 | RoundTime=26.94s | TotalTime=1665.52s | Method=fedrdn
[Round 051/100] Phase=standard | Stage=warmup | Acc=37.430 | RoundTime=27.01s | TotalTime=1692.55s | Method=fedrdn
