========================================================================================================================
Training started at: 2026-04-07 22:22:32
Result directory: results/fl_cifar10/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar10/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260407-222232-893608_pid3674170.txt
Result log file : results/fl_cifar10/fedavg/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar10_20260407-222232-893608_pid3674170.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=53.63s | TotalTime=53.64s | Method=fedavg
[Round 002/110] Phase=standard | Stage=warmup | Acc=15.280 | RoundTime=53.97s | TotalTime=107.62s | Method=fedavg
[Round 003/110] Phase=standard | Stage=warmup | Acc=28.740 | RoundTime=52.89s | TotalTime=160.52s | Method=fedavg
[Round 004/110] Phase=standard | Stage=warmup | Acc=35.080 | RoundTime=53.31s | TotalTime=213.86s | Method=fedavg
[Round 005/110] Phase=standard | Stage=warmup | Acc=35.910 | RoundTime=52.44s | TotalTime=266.30s | Method=fedavg
[Round 006/110] Phase=standard | Stage=warmup | Acc=39.440 | RoundTime=53.30s | TotalTime=319.61s | Method=fedavg
[Round 007/110] Phase=standard | Stage=warmup | Acc=40.660 | RoundTime=54.13s | TotalTime=373.75s | Method=fedavg
[Round 008/110] Phase=standard | Stage=warmup | Acc=42.530 | RoundTime=52.87s | TotalTime=426.62s | Method=fedavg
[Round 009/110] Phase=standard | Stage=warmup | Acc=46.870 | RoundTime=52.81s | TotalTime=479.44s | Method=fedavg
[Round 010/110] Phase=standard | Stage=warmup | Acc=45.510 | RoundTime=52.76s | TotalTime=532.21s | Method=fedavg
[Round 011/110] Phase=standard | Stage=warmup | Acc=48.570 | RoundTime=52.80s | TotalTime=585.02s | Method=fedavg
[Round 012/110] Phase=standard | Stage=warmup | Acc=51.100 | RoundTime=54.35s | TotalTime=639.37s | Method=fedavg
[Round 013/110] Phase=standard | Stage=warmup | Acc=51.010 | RoundTime=52.68s | TotalTime=692.06s | Method=fedavg
[Round 014/110] Phase=standard | Stage=warmup | Acc=54.410 | RoundTime=53.15s | TotalTime=745.21s | Method=fedavg
[Round 015/110] Phase=standard | Stage=warmup | Acc=54.060 | RoundTime=51.10s | TotalTime=796.32s | Method=fedavg
[Round 016/110] Phase=standard | Stage=warmup | Acc=54.620 | RoundTime=52.72s | TotalTime=849.05s | Method=fedavg
[Round 017/110] Phase=standard | Stage=warmup | Acc=56.010 | RoundTime=52.72s | TotalTime=901.78s | Method=fedavg
[Round 018/110] Phase=standard | Stage=warmup | Acc=57.350 | RoundTime=53.54s | TotalTime=955.33s | Method=fedavg
[Round 019/110] Phase=standard | Stage=warmup | Acc=56.940 | RoundTime=52.92s | TotalTime=1008.25s | Method=fedavg
[Round 020/110] Phase=standard | Stage=warmup | Acc=57.780 | RoundTime=52.80s | TotalTime=1061.06s | Method=fedavg
[Round 021/110] Phase=standard | Stage=warmup | Acc=58.650 | RoundTime=54.72s | TotalTime=1115.79s | Method=fedavg
[Round 022/110] Phase=standard | Stage=warmup | Acc=59.050 | RoundTime=54.09s | TotalTime=1169.89s | Method=fedavg
[Round 023/110] Phase=standard | Stage=warmup | Acc=60.310 | RoundTime=52.82s | TotalTime=1222.72s | Method=fedavg
[Round 024/110] Phase=standard | Stage=warmup | Acc=61.520 | RoundTime=52.69s | TotalTime=1275.42s | Method=fedavg
[Round 025/110] Phase=standard | Stage=warmup | Acc=61.910 | RoundTime=52.54s | TotalTime=1327.96s | Method=fedavg
[Round 026/110] Phase=standard | Stage=warmup | Acc=61.370 | RoundTime=52.70s | TotalTime=1380.67s | Method=fedavg
[Round 027/110] Phase=standard | Stage=warmup | Acc=62.210 | RoundTime=52.67s | TotalTime=1433.36s | Method=fedavg
[Round 028/110] Phase=standard | Stage=warmup | Acc=63.920 | RoundTime=52.72s | TotalTime=1486.09s | Method=fedavg
[Round 029/110] Phase=standard | Stage=warmup | Acc=62.770 | RoundTime=52.63s | TotalTime=1538.73s | Method=fedavg
[Round 030/110] Phase=standard | Stage=warmup | Acc=63.150 | RoundTime=51.71s | TotalTime=1590.45s | Method=fedavg
[Round 031/110] Phase=standard | Stage=warmup | Acc=64.080 | RoundTime=54.33s | TotalTime=1644.79s | Method=fedavg
[Round 032/110] Phase=standard | Stage=warmup | Acc=64.190 | RoundTime=52.75s | TotalTime=1697.55s | Method=fedavg
[Round 033/110] Phase=standard | Stage=warmup | Acc=65.570 | RoundTime=52.80s | TotalTime=1750.35s | Method=fedavg
[Round 034/110] Phase=standard | Stage=warmup | Acc=66.990 | RoundTime=54.02s | TotalTime=1804.38s | Method=fedavg
[Round 035/110] Phase=standard | Stage=warmup | Acc=66.490 | RoundTime=52.77s | TotalTime=1857.16s | Method=fedavg
[Round 036/110] Phase=standard | Stage=warmup | Acc=67.370 | RoundTime=52.78s | TotalTime=1909.95s | Method=fedavg
[Round 037/110] Phase=standard | Stage=warmup | Acc=66.870 | RoundTime=53.47s | TotalTime=1963.43s | Method=fedavg
[Round 038/110] Phase=standard | Stage=warmup | Acc=67.270 | RoundTime=52.66s | TotalTime=2016.10s | Method=fedavg
[Round 039/110] Phase=standard | Stage=warmup | Acc=67.340 | RoundTime=49.02s | TotalTime=2065.13s | Method=fedavg
[Round 040/110] Phase=standard | Stage=warmup | Acc=68.730 | RoundTime=43.61s | TotalTime=2108.75s | Method=fedavg
[Round 041/110] Phase=standard | Stage=warmup | Acc=68.950 | RoundTime=49.59s | TotalTime=2158.35s | Method=fedavg
[Round 042/110] Phase=standard | Stage=warmup | Acc=68.330 | RoundTime=52.89s | TotalTime=2211.25s | Method=fedavg
[Round 043/110] Phase=standard | Stage=warmup | Acc=69.810 | RoundTime=52.83s | TotalTime=2264.09s | Method=fedavg
[Round 044/110] Phase=standard | Stage=warmup | Acc=69.480 | RoundTime=52.50s | TotalTime=2316.59s | Method=fedavg
[Round 045/110] Phase=standard | Stage=warmup | Acc=69.470 | RoundTime=53.05s | TotalTime=2369.66s | Method=fedavg
[Round 046/110] Phase=standard | Stage=warmup | Acc=70.810 | RoundTime=52.82s | TotalTime=2422.48s | Method=fedavg
[Round 047/110] Phase=standard | Stage=warmup | Acc=71.870 | RoundTime=52.67s | TotalTime=2475.17s | Method=fedavg
[Round 048/110] Phase=standard | Stage=warmup | Acc=70.700 | RoundTime=51.87s | TotalTime=2527.04s | Method=fedavg
[Round 049/110] Phase=standard | Stage=warmup | Acc=72.250 | RoundTime=53.91s | TotalTime=2580.96s | Method=fedavg
[Round 050/110] Phase=standard | Stage=warmup | Acc=72.390 | RoundTime=52.78s | TotalTime=2633.74s | Method=fedavg
[Round 051/110] Phase=standard | Stage=warmup | Acc=72.050 | RoundTime=52.46s | TotalTime=2686.22s | Method=fedavg
[Round 052/110] Phase=standard | Stage=warmup | Acc=72.980 | RoundTime=53.40s | TotalTime=2739.63s | Method=fedavg
[Round 053/110] Phase=standard | Stage=warmup | Acc=71.240 | RoundTime=52.82s | TotalTime=2792.46s | Method=fedavg
[Round 054/110] Phase=standard | Stage=warmup | Acc=72.020 | RoundTime=52.99s | TotalTime=2845.46s | Method=fedavg
[Round 055/110] Phase=standard | Stage=warmup | Acc=72.360 | RoundTime=52.54s | TotalTime=2898.00s | Method=fedavg
[Round 056/110] Phase=standard | Stage=warmup | Acc=73.770 | RoundTime=52.81s | TotalTime=2950.82s | Method=fedavg
[Round 057/110] Phase=standard | Stage=warmup | Acc=72.400 | RoundTime=52.79s | TotalTime=3003.62s | Method=fedavg
[Round 058/110] Phase=standard | Stage=warmup | Acc=73.120 | RoundTime=52.68s | TotalTime=3056.31s | Method=fedavg
[Round 059/110] Phase=standard | Stage=warmup | Acc=73.560 | RoundTime=52.76s | TotalTime=3109.08s | Method=fedavg
[Round 060/110] Phase=standard | Stage=warmup | Acc=73.590 | RoundTime=52.59s | TotalTime=3161.68s | Method=fedavg
[Round 061/110] Phase=standard | Stage=warmup | Acc=73.570 | RoundTime=53.07s | TotalTime=3214.76s | Method=fedavg
[Round 062/110] Phase=standard | Stage=warmup | Acc=74.470 | RoundTime=52.63s | TotalTime=3267.40s | Method=fedavg
[Round 063/110] Phase=standard | Stage=warmup | Acc=74.220 | RoundTime=52.82s | TotalTime=3320.23s | Method=fedavg
