========================================================================================================================
Training started at: 2026-04-07 23:59:19
Result directory: results/fl_cifar100/fedavg/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric
Result txt file : results/fl_cifar100/fedavg/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-235919-417043_pid62130.txt
Result log file : results/fl_cifar100/fedavg/pm-dir_a-0.1_nm-uni_nr-0.3_nt-symmetric/fedavg_fl_cifar100_20260407-235919-417043_pid62130.log
------------------------------------------------------------------------------------------------------------------------
Model: fedavg
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 110
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
========================================================================================================================
[Round 001/110] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=46.23s | TotalTime=46.23s | Method=fedavg
[Round 002/110] Phase=standard | Stage=warmup | Acc=1.100 | RoundTime=52.35s | TotalTime=98.60s | Method=fedavg
[Round 003/110] Phase=standard | Stage=warmup | Acc=2.890 | RoundTime=52.74s | TotalTime=151.35s | Method=fedavg
[Round 004/110] Phase=standard | Stage=warmup | Acc=5.250 | RoundTime=53.01s | TotalTime=204.37s | Method=fedavg
[Round 005/110] Phase=standard | Stage=warmup | Acc=6.640 | RoundTime=53.46s | TotalTime=257.87s | Method=fedavg
[Round 006/110] Phase=standard | Stage=warmup | Acc=7.470 | RoundTime=52.71s | TotalTime=310.59s | Method=fedavg
[Round 007/110] Phase=standard | Stage=warmup | Acc=8.610 | RoundTime=52.92s | TotalTime=363.53s | Method=fedavg
[Round 008/110] Phase=standard | Stage=warmup | Acc=9.710 | RoundTime=52.75s | TotalTime=416.28s | Method=fedavg
[Round 009/110] Phase=standard | Stage=warmup | Acc=9.860 | RoundTime=52.75s | TotalTime=469.03s | Method=fedavg
[Round 010/110] Phase=standard | Stage=warmup | Acc=10.910 | RoundTime=53.59s | TotalTime=522.63s | Method=fedavg
[Round 011/110] Phase=standard | Stage=warmup | Acc=12.050 | RoundTime=51.69s | TotalTime=574.33s | Method=fedavg
[Round 012/110] Phase=standard | Stage=warmup | Acc=12.700 | RoundTime=52.67s | TotalTime=627.01s | Method=fedavg
[Round 013/110] Phase=standard | Stage=warmup | Acc=13.220 | RoundTime=52.56s | TotalTime=679.58s | Method=fedavg
[Round 014/110] Phase=standard | Stage=warmup | Acc=14.140 | RoundTime=52.65s | TotalTime=732.23s | Method=fedavg
[Round 015/110] Phase=standard | Stage=warmup | Acc=15.230 | RoundTime=52.92s | TotalTime=785.20s | Method=fedavg
[Round 016/110] Phase=standard | Stage=warmup | Acc=15.640 | RoundTime=53.54s | TotalTime=838.75s | Method=fedavg
[Round 017/110] Phase=standard | Stage=warmup | Acc=16.290 | RoundTime=52.60s | TotalTime=891.35s | Method=fedavg
[Round 018/110] Phase=standard | Stage=warmup | Acc=16.760 | RoundTime=52.46s | TotalTime=943.82s | Method=fedavg
[Round 019/110] Phase=standard | Stage=warmup | Acc=16.810 | RoundTime=52.80s | TotalTime=996.63s | Method=fedavg
[Round 020/110] Phase=standard | Stage=warmup | Acc=18.600 | RoundTime=53.20s | TotalTime=1049.84s | Method=fedavg
[Round 021/110] Phase=standard | Stage=warmup | Acc=18.760 | RoundTime=52.72s | TotalTime=1102.56s | Method=fedavg
[Round 022/110] Phase=standard | Stage=warmup | Acc=19.220 | RoundTime=52.64s | TotalTime=1155.22s | Method=fedavg
[Round 023/110] Phase=standard | Stage=warmup | Acc=20.520 | RoundTime=54.31s | TotalTime=1209.53s | Method=fedavg
[Round 024/110] Phase=standard | Stage=warmup | Acc=20.590 | RoundTime=53.33s | TotalTime=1262.87s | Method=fedavg
[Round 025/110] Phase=standard | Stage=warmup | Acc=21.120 | RoundTime=52.76s | TotalTime=1315.63s | Method=fedavg
[Round 026/110] Phase=standard | Stage=warmup | Acc=22.180 | RoundTime=53.25s | TotalTime=1368.89s | Method=fedavg
[Round 027/110] Phase=standard | Stage=warmup | Acc=22.320 | RoundTime=54.22s | TotalTime=1423.13s | Method=fedavg
[Round 028/110] Phase=standard | Stage=warmup | Acc=22.720 | RoundTime=52.67s | TotalTime=1475.81s | Method=fedavg
[Round 029/110] Phase=standard | Stage=warmup | Acc=23.390 | RoundTime=52.81s | TotalTime=1528.63s | Method=fedavg
[Round 030/110] Phase=standard | Stage=warmup | Acc=24.370 | RoundTime=52.75s | TotalTime=1581.39s | Method=fedavg
[Round 031/110] Phase=standard | Stage=warmup | Acc=24.550 | RoundTime=52.78s | TotalTime=1634.18s | Method=fedavg
[Round 032/110] Phase=standard | Stage=warmup | Acc=24.880 | RoundTime=53.36s | TotalTime=1687.55s | Method=fedavg
[Round 033/110] Phase=standard | Stage=warmup | Acc=25.410 | RoundTime=52.78s | TotalTime=1740.34s | Method=fedavg
[Round 034/110] Phase=standard | Stage=warmup | Acc=25.800 | RoundTime=52.83s | TotalTime=1793.18s | Method=fedavg
[Round 035/110] Phase=standard | Stage=warmup | Acc=25.380 | RoundTime=53.05s | TotalTime=1846.23s | Method=fedavg
[Round 036/110] Phase=standard | Stage=warmup | Acc=26.200 | RoundTime=52.69s | TotalTime=1898.93s | Method=fedavg
[Round 037/110] Phase=standard | Stage=warmup | Acc=26.430 | RoundTime=52.74s | TotalTime=1951.68s | Method=fedavg
