========================================================================================================================
Training started at: 2026-04-08 14:36:14
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-143614-034206_pid225805.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-143614-034206_pid225805.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/210] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=55.32s | TotalTime=55.33s | Method=fedrdn
[Round 002/210] Phase=standard | Stage=warmup | Acc=1.330 | RoundTime=41.22s | TotalTime=96.55s | Method=fedrdn
[Round 003/210] Phase=standard | Stage=warmup | Acc=3.430 | RoundTime=40.91s | TotalTime=137.47s | Method=fedrdn
[Round 004/210] Phase=standard | Stage=warmup | Acc=7.510 | RoundTime=41.10s | TotalTime=178.58s | Method=fedrdn
[Round 005/210] Phase=standard | Stage=warmup | Acc=8.550 | RoundTime=41.09s | TotalTime=219.67s | Method=fedrdn
[Round 006/210] Phase=standard | Stage=warmup | Acc=10.430 | RoundTime=41.02s | TotalTime=260.70s | Method=fedrdn
[Round 007/210] Phase=standard | Stage=warmup | Acc=11.050 | RoundTime=42.29s | TotalTime=303.00s | Method=fedrdn
[Round 008/210] Phase=standard | Stage=warmup | Acc=12.470 | RoundTime=43.51s | TotalTime=346.52s | Method=fedrdn
[Round 009/210] Phase=standard | Stage=warmup | Acc=13.320 | RoundTime=40.32s | TotalTime=386.85s | Method=fedrdn
[Round 010/210] Phase=standard | Stage=warmup | Acc=14.190 | RoundTime=39.07s | TotalTime=425.93s | Method=fedrdn
[Round 011/210] Phase=standard | Stage=warmup | Acc=15.310 | RoundTime=39.90s | TotalTime=465.84s | Method=fedrdn
[Round 012/210] Phase=standard | Stage=warmup | Acc=15.750 | RoundTime=40.62s | TotalTime=506.46s | Method=fedrdn
[Round 013/210] Phase=standard | Stage=warmup | Acc=16.380 | RoundTime=39.82s | TotalTime=546.29s | Method=fedrdn
[Round 014/210] Phase=standard | Stage=warmup | Acc=17.050 | RoundTime=39.93s | TotalTime=586.22s | Method=fedrdn
[Round 015/210] Phase=standard | Stage=warmup | Acc=18.340 | RoundTime=39.99s | TotalTime=626.22s | Method=fedrdn
[Round 016/210] Phase=standard | Stage=warmup | Acc=18.990 | RoundTime=39.79s | TotalTime=666.01s | Method=fedrdn
[Round 017/210] Phase=standard | Stage=warmup | Acc=19.780 | RoundTime=42.30s | TotalTime=708.32s | Method=fedrdn
[Round 018/210] Phase=standard | Stage=warmup | Acc=20.240 | RoundTime=41.99s | TotalTime=750.32s | Method=fedrdn
[Round 019/210] Phase=standard | Stage=warmup | Acc=21.500 | RoundTime=40.37s | TotalTime=790.69s | Method=fedrdn
[Round 020/210] Phase=standard | Stage=warmup | Acc=22.000 | RoundTime=40.01s | TotalTime=830.71s | Method=fedrdn
[Round 021/210] Phase=standard | Stage=warmup | Acc=22.170 | RoundTime=39.36s | TotalTime=870.08s | Method=fedrdn
[Round 022/210] Phase=standard | Stage=warmup | Acc=23.160 | RoundTime=39.55s | TotalTime=909.64s | Method=fedrdn
[Round 023/210] Phase=standard | Stage=warmup | Acc=23.860 | RoundTime=41.71s | TotalTime=951.35s | Method=fedrdn
[Round 024/210] Phase=standard | Stage=warmup | Acc=24.000 | RoundTime=42.41s | TotalTime=993.77s | Method=fedrdn
[Round 025/210] Phase=standard | Stage=warmup | Acc=24.950 | RoundTime=39.85s | TotalTime=1033.63s | Method=fedrdn
[Round 026/210] Phase=standard | Stage=warmup | Acc=25.910 | RoundTime=41.18s | TotalTime=1074.82s | Method=fedrdn
[Round 027/210] Phase=standard | Stage=warmup | Acc=26.620 | RoundTime=42.79s | TotalTime=1117.62s | Method=fedrdn
[Round 028/210] Phase=standard | Stage=warmup | Acc=26.660 | RoundTime=41.36s | TotalTime=1158.99s | Method=fedrdn
[Round 029/210] Phase=standard | Stage=warmup | Acc=27.200 | RoundTime=42.11s | TotalTime=1201.11s | Method=fedrdn
[Round 030/210] Phase=standard | Stage=warmup | Acc=27.830 | RoundTime=39.78s | TotalTime=1240.90s | Method=fedrdn
[Round 031/210] Phase=standard | Stage=warmup | Acc=28.680 | RoundTime=39.83s | TotalTime=1280.74s | Method=fedrdn
[Round 032/210] Phase=standard | Stage=warmup | Acc=29.230 | RoundTime=39.34s | TotalTime=1320.08s | Method=fedrdn
[Round 033/210] Phase=standard | Stage=warmup | Acc=29.500 | RoundTime=39.99s | TotalTime=1360.09s | Method=fedrdn
[Round 034/210] Phase=standard | Stage=warmup | Acc=30.190 | RoundTime=41.70s | TotalTime=1401.79s | Method=fedrdn
[Round 035/210] Phase=standard | Stage=warmup | Acc=31.250 | RoundTime=41.71s | TotalTime=1443.51s | Method=fedrdn
[Round 036/210] Phase=standard | Stage=warmup | Acc=32.030 | RoundTime=40.38s | TotalTime=1483.89s | Method=fedrdn
[Round 037/210] Phase=standard | Stage=warmup | Acc=31.560 | RoundTime=39.11s | TotalTime=1523.01s | Method=fedrdn
[Round 038/210] Phase=standard | Stage=warmup | Acc=32.350 | RoundTime=39.71s | TotalTime=1562.73s | Method=fedrdn
[Round 039/210] Phase=standard | Stage=warmup | Acc=32.730 | RoundTime=40.23s | TotalTime=1602.96s | Method=fedrdn
[Round 040/210] Phase=standard | Stage=warmup | Acc=33.470 | RoundTime=43.90s | TotalTime=1646.87s | Method=fedrdn
[Round 041/210] Phase=standard | Stage=warmup | Acc=33.980 | RoundTime=40.86s | TotalTime=1687.74s | Method=fedrdn
[Round 042/210] Phase=standard | Stage=warmup | Acc=34.760 | RoundTime=40.07s | TotalTime=1727.81s | Method=fedrdn
[Round 043/210] Phase=standard | Stage=warmup | Acc=34.590 | RoundTime=39.36s | TotalTime=1767.18s | Method=fedrdn
[Round 044/210] Phase=standard | Stage=warmup | Acc=35.270 | RoundTime=44.22s | TotalTime=1811.41s | Method=fedrdn
[Round 045/210] Phase=standard | Stage=warmup | Acc=35.650 | RoundTime=40.91s | TotalTime=1852.34s | Method=fedrdn
[Round 046/210] Phase=standard | Stage=warmup | Acc=35.530 | RoundTime=39.63s | TotalTime=1891.98s | Method=fedrdn
[Round 047/210] Phase=standard | Stage=warmup | Acc=35.920 | RoundTime=39.76s | TotalTime=1931.75s | Method=fedrdn
[Round 048/210] Phase=standard | Stage=warmup | Acc=36.580 | RoundTime=41.04s | TotalTime=1972.79s | Method=fedrdn
[Round 049/210] Phase=standard | Stage=warmup | Acc=37.200 | RoundTime=41.51s | TotalTime=2014.31s | Method=fedrdn
[Round 050/210] Phase=standard | Stage=warmup | Acc=37.460 | RoundTime=38.25s | TotalTime=2052.56s | Method=fedrdn
[Round 051/210] Phase=standard | Stage=warmup | Acc=37.710 | RoundTime=40.08s | TotalTime=2092.65s | Method=fedrdn
[Round 052/210] Phase=standard | Stage=warmup | Acc=37.830 | RoundTime=39.67s | TotalTime=2132.33s | Method=fedrdn
[Round 053/210] Phase=standard | Stage=warmup | Acc=39.170 | RoundTime=40.11s | TotalTime=2172.46s | Method=fedrdn
[Round 054/210] Phase=standard | Stage=warmup | Acc=39.230 | RoundTime=39.93s | TotalTime=2212.40s | Method=fedrdn
[Round 055/210] Phase=standard | Stage=warmup | Acc=39.810 | RoundTime=39.27s | TotalTime=2251.69s | Method=fedrdn
[Round 056/210] Phase=standard | Stage=warmup | Acc=40.220 | RoundTime=38.18s | TotalTime=2289.87s | Method=fedrdn
[Round 057/210] Phase=standard | Stage=warmup | Acc=40.500 | RoundTime=39.90s | TotalTime=2329.78s | Method=fedrdn
[Round 058/210] Phase=standard | Stage=warmup | Acc=40.960 | RoundTime=39.61s | TotalTime=2369.40s | Method=fedrdn
[Round 059/210] Phase=standard | Stage=warmup | Acc=41.030 | RoundTime=39.70s | TotalTime=2409.11s | Method=fedrdn
[Round 060/210] Phase=standard | Stage=warmup | Acc=41.290 | RoundTime=38.25s | TotalTime=2447.37s | Method=fedrdn
[Round 061/210] Phase=standard | Stage=warmup | Acc=41.660 | RoundTime=39.95s | TotalTime=2487.33s | Method=fedrdn
[Round 062/210] Phase=standard | Stage=warmup | Acc=42.160 | RoundTime=41.68s | TotalTime=2529.02s | Method=fedrdn
[Round 063/210] Phase=standard | Stage=warmup | Acc=42.450 | RoundTime=42.26s | TotalTime=2571.28s | Method=fedrdn
[Round 064/210] Phase=standard | Stage=warmup | Acc=42.930 | RoundTime=39.59s | TotalTime=2610.87s | Method=fedrdn
[Round 065/210] Phase=standard | Stage=warmup | Acc=43.080 | RoundTime=41.53s | TotalTime=2652.41s | Method=fedrdn
[Round 066/210] Phase=standard | Stage=warmup | Acc=43.860 | RoundTime=39.87s | TotalTime=2692.30s | Method=fedrdn
[Round 067/210] Phase=standard | Stage=warmup | Acc=43.400 | RoundTime=40.67s | TotalTime=2732.98s | Method=fedrdn
[Round 068/210] Phase=standard | Stage=warmup | Acc=44.110 | RoundTime=40.62s | TotalTime=2773.61s | Method=fedrdn
[Round 069/210] Phase=standard | Stage=warmup | Acc=44.410 | RoundTime=39.86s | TotalTime=2813.48s | Method=fedrdn
[Round 070/210] Phase=standard | Stage=warmup | Acc=44.890 | RoundTime=39.08s | TotalTime=2852.56s | Method=fedrdn
[Round 071/210] Phase=standard | Stage=warmup | Acc=44.900 | RoundTime=39.95s | TotalTime=2892.52s | Method=fedrdn
[Round 072/210] Phase=standard | Stage=warmup | Acc=45.060 | RoundTime=40.21s | TotalTime=2932.74s | Method=fedrdn
[Round 073/210] Phase=standard | Stage=warmup | Acc=45.680 | RoundTime=40.25s | TotalTime=2973.00s | Method=fedrdn
[Round 074/210] Phase=standard | Stage=warmup | Acc=45.680 | RoundTime=40.08s | TotalTime=3013.10s | Method=fedrdn
[Round 075/210] Phase=standard | Stage=warmup | Acc=46.080 | RoundTime=40.66s | TotalTime=3053.77s | Method=fedrdn
