========================================================================================================================
Training started at: 2026-04-08 12:04:45
Result directory: results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-120445-784235_pid3641065.txt
Result log file : results/fl_cifar100/fedrdn/pm-dir_a-0.3_nm-uni_nr-0.3_nt-symmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar100_20260408-120445-784235_pid3641065.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar100
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 1
Local batch size: 64
Local lr: 0.1
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=1.000 | RoundTime=50.89s | TotalTime=50.93s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=1.180 | RoundTime=23.99s | TotalTime=74.95s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=3.300 | RoundTime=24.92s | TotalTime=99.88s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=6.610 | RoundTime=25.69s | TotalTime=125.57s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=8.400 | RoundTime=27.20s | TotalTime=152.83s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=10.140 | RoundTime=26.27s | TotalTime=179.13s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=11.060 | RoundTime=27.25s | TotalTime=206.41s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=12.490 | RoundTime=26.32s | TotalTime=232.78s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=13.110 | RoundTime=27.13s | TotalTime=259.95s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=13.960 | RoundTime=27.10s | TotalTime=287.09s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=14.990 | RoundTime=27.47s | TotalTime=314.59s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=16.270 | RoundTime=23.11s | TotalTime=337.72s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=16.750 | RoundTime=23.37s | TotalTime=361.12s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=17.310 | RoundTime=26.91s | TotalTime=388.07s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=18.480 | RoundTime=26.48s | TotalTime=414.57s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=19.220 | RoundTime=26.90s | TotalTime=441.49s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=20.150 | RoundTime=27.20s | TotalTime=468.72s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=20.690 | RoundTime=26.75s | TotalTime=495.48s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=21.590 | RoundTime=25.99s | TotalTime=521.51s | Method=fedrdn
