====================================================================================================
Training started at: 2026-03-30 09:40:08
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.35
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.35/fedcda_fl_cifar10_20260330-094008-436027_pid1388996.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.1_nm-uni_nr-0.4_nt-symmetric_st-least_sim_dr-0.35/fedcda_fl_cifar10_20260330-094008-436027_pid1388996.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 48
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.1
Noise mode: uniform
Noise rate: 0.4
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.35
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=24.49s | TotalTime=24.49s | Method=fedcda
[Round 002/100] Acc=10.000 | RoundTime=24.29s | TotalTime=48.77s | Method=fedcda
[Round 003/100] Acc=19.480 | RoundTime=23.98s | TotalTime=72.75s | Method=fedcda
[Round 004/100] Acc=18.070 | RoundTime=24.16s | TotalTime=96.91s | Method=fedcda
[Round 005/100] Acc=26.090 | RoundTime=23.70s | TotalTime=120.62s | Method=fedcda
[Round 006/100] Acc=20.210 | RoundTime=23.82s | TotalTime=144.43s | Method=fedcda
[Round 007/100] Acc=18.970 | RoundTime=23.90s | TotalTime=168.34s | Method=fedcda
[Round 008/100] Acc=23.890 | RoundTime=23.78s | TotalTime=192.12s | Method=fedcda
[Round 009/100] Acc=16.480 | RoundTime=24.11s | TotalTime=216.23s | Method=fedcda
[Round 010/100] Acc=25.060 | RoundTime=24.47s | TotalTime=240.70s | Method=fedcda
[Round 011/100] Acc=16.570 | RoundTime=25.82s | TotalTime=266.52s | Method=fedcda
[Round 012/100] Acc=18.310 | RoundTime=23.35s | TotalTime=289.87s | Method=fedcda
[Round 013/100] Acc=20.150 | RoundTime=24.86s | TotalTime=314.73s | Method=fedcda
[Round 014/100] Acc=20.650 | RoundTime=22.25s | TotalTime=336.98s | Method=fedcda
[Round 015/100] Acc=21.850 | RoundTime=21.80s | TotalTime=358.78s | Method=fedcda
[Round 016/100] Acc=18.620 | RoundTime=21.51s | TotalTime=380.28s | Method=fedcda
[Round 017/100] Acc=15.600 | RoundTime=21.88s | TotalTime=402.16s | Method=fedcda
