========================================================================================================================
Training started at: 2026-04-11 15:20:37
Result directory: results/fl_cifar10/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-asymmetric_std-0.01_eps-1e-06
Result txt file : results/fl_cifar10/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-asymmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar10_20260411-152037-971452_pid2106093.txt
Result log file : results/fl_cifar10/fedrdn/pm-dir_a-0.5_nm-uni_nr-0.5_nt-asymmetric_std-0.01_eps-1e-06/fedrdn_fl_cifar10_20260411-152037-971452_pid2106093.log
------------------------------------------------------------------------------------------------------------------------
Model: fedrdn
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 100
Local epoch: 5
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.5
Noise type: asymmetric
Noise max: 0.3
Averaging: weight
Seed: 0
FedRDN std: 0.01
FedRDN eps: 1e-06
========================================================================================================================
[Round 001/100] Phase=standard | Stage=warmup | Acc=10.000 | RoundTime=169.13s | TotalTime=169.13s | Method=fedrdn
[Round 002/100] Phase=standard | Stage=warmup | Acc=13.580 | RoundTime=155.52s | TotalTime=324.66s | Method=fedrdn
[Round 003/100] Phase=standard | Stage=warmup | Acc=21.250 | RoundTime=155.92s | TotalTime=480.59s | Method=fedrdn
[Round 004/100] Phase=standard | Stage=warmup | Acc=28.290 | RoundTime=155.94s | TotalTime=636.53s | Method=fedrdn
[Round 005/100] Phase=standard | Stage=warmup | Acc=29.790 | RoundTime=155.51s | TotalTime=792.05s | Method=fedrdn
[Round 006/100] Phase=standard | Stage=warmup | Acc=32.890 | RoundTime=156.20s | TotalTime=948.26s | Method=fedrdn
[Round 007/100] Phase=standard | Stage=warmup | Acc=35.020 | RoundTime=155.64s | TotalTime=1103.92s | Method=fedrdn
[Round 008/100] Phase=standard | Stage=warmup | Acc=33.320 | RoundTime=155.28s | TotalTime=1259.20s | Method=fedrdn
[Round 009/100] Phase=standard | Stage=warmup | Acc=36.550 | RoundTime=156.24s | TotalTime=1415.46s | Method=fedrdn
[Round 010/100] Phase=standard | Stage=warmup | Acc=39.810 | RoundTime=155.84s | TotalTime=1571.31s | Method=fedrdn
[Round 011/100] Phase=standard | Stage=warmup | Acc=39.390 | RoundTime=158.11s | TotalTime=1729.44s | Method=fedrdn
[Round 012/100] Phase=standard | Stage=warmup | Acc=42.830 | RoundTime=156.01s | TotalTime=1885.45s | Method=fedrdn
[Round 013/100] Phase=standard | Stage=warmup | Acc=41.720 | RoundTime=156.82s | TotalTime=2042.28s | Method=fedrdn
[Round 014/100] Phase=standard | Stage=warmup | Acc=39.570 | RoundTime=155.90s | TotalTime=2198.19s | Method=fedrdn
[Round 015/100] Phase=standard | Stage=warmup | Acc=46.320 | RoundTime=156.77s | TotalTime=2354.97s | Method=fedrdn
[Round 016/100] Phase=standard | Stage=warmup | Acc=42.500 | RoundTime=155.47s | TotalTime=2510.45s | Method=fedrdn
[Round 017/100] Phase=standard | Stage=warmup | Acc=40.900 | RoundTime=155.76s | TotalTime=2666.22s | Method=fedrdn
[Round 018/100] Phase=standard | Stage=warmup | Acc=47.540 | RoundTime=155.65s | TotalTime=2821.88s | Method=fedrdn
[Round 019/100] Phase=standard | Stage=warmup | Acc=43.290 | RoundTime=156.96s | TotalTime=2978.85s | Method=fedrdn
[Round 020/100] Phase=standard | Stage=warmup | Acc=45.080 | RoundTime=158.06s | TotalTime=3136.92s | Method=fedrdn
[Round 021/100] Phase=standard | Stage=warmup | Acc=44.340 | RoundTime=155.79s | TotalTime=3292.73s | Method=fedrdn
[Round 022/100] Phase=standard | Stage=warmup | Acc=45.130 | RoundTime=157.01s | TotalTime=3449.75s | Method=fedrdn
[Round 023/100] Phase=standard | Stage=warmup | Acc=42.060 | RoundTime=157.30s | TotalTime=3607.05s | Method=fedrdn
[Round 024/100] Phase=standard | Stage=warmup | Acc=43.860 | RoundTime=157.05s | TotalTime=3764.11s | Method=fedrdn
[Round 025/100] Phase=standard | Stage=warmup | Acc=44.740 | RoundTime=156.40s | TotalTime=3920.52s | Method=fedrdn
[Round 026/100] Phase=standard | Stage=warmup | Acc=41.890 | RoundTime=156.06s | TotalTime=4076.59s | Method=fedrdn
[Round 027/100] Phase=standard | Stage=warmup | Acc=40.550 | RoundTime=156.25s | TotalTime=4232.85s | Method=fedrdn
[Round 028/100] Phase=standard | Stage=warmup | Acc=44.000 | RoundTime=156.13s | TotalTime=4388.99s | Method=fedrdn
[Round 029/100] Phase=standard | Stage=warmup | Acc=45.350 | RoundTime=156.38s | TotalTime=4545.38s | Method=fedrdn
[Round 030/100] Phase=standard | Stage=warmup | Acc=45.980 | RoundTime=157.01s | TotalTime=4702.40s | Method=fedrdn
[Round 031/100] Phase=standard | Stage=warmup | Acc=46.880 | RoundTime=156.91s | TotalTime=4859.31s | Method=fedrdn
[Round 032/100] Phase=standard | Stage=warmup | Acc=46.380 | RoundTime=156.21s | TotalTime=5015.53s | Method=fedrdn
[Round 033/100] Phase=standard | Stage=warmup | Acc=45.990 | RoundTime=157.45s | TotalTime=5172.99s | Method=fedrdn
[Round 034/100] Phase=standard | Stage=warmup | Acc=47.060 | RoundTime=157.56s | TotalTime=5330.57s | Method=fedrdn
[Round 035/100] Phase=standard | Stage=warmup | Acc=44.610 | RoundTime=156.81s | TotalTime=5487.38s | Method=fedrdn
[Round 036/100] Phase=standard | Stage=warmup | Acc=45.940 | RoundTime=157.48s | TotalTime=5644.87s | Method=fedrdn
[Round 037/100] Phase=standard | Stage=warmup | Acc=45.070 | RoundTime=156.61s | TotalTime=5801.50s | Method=fedrdn
[Round 038/100] Phase=standard | Stage=warmup | Acc=46.100 | RoundTime=156.49s | TotalTime=5957.99s | Method=fedrdn
[Round 039/100] Phase=standard | Stage=warmup | Acc=45.330 | RoundTime=156.62s | TotalTime=6114.62s | Method=fedrdn
[Round 040/100] Phase=standard | Stage=warmup | Acc=44.410 | RoundTime=157.55s | TotalTime=6272.18s | Method=fedrdn
[Round 041/100] Phase=standard | Stage=warmup | Acc=46.360 | RoundTime=156.86s | TotalTime=6429.05s | Method=fedrdn
[Round 042/100] Phase=standard | Stage=warmup | Acc=44.080 | RoundTime=156.49s | TotalTime=6585.55s | Method=fedrdn
[Round 043/100] Phase=standard | Stage=warmup | Acc=43.000 | RoundTime=157.58s | TotalTime=6743.14s | Method=fedrdn
[Round 044/100] Phase=standard | Stage=warmup | Acc=42.070 | RoundTime=157.22s | TotalTime=6900.37s | Method=fedrdn
[Round 045/100] Phase=standard | Stage=warmup | Acc=43.940 | RoundTime=154.72s | TotalTime=7055.10s | Method=fedrdn
[Round 046/100] Phase=standard | Stage=warmup | Acc=44.200 | RoundTime=156.22s | TotalTime=7211.33s | Method=fedrdn
