====================================================================================================
Training started at: 2026-03-30 15:59:40
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.35
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.35/fedcda_fl_cifar10_20260330-155940-105870_pid367501.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.35/fedcda_fl_cifar10_20260330-155940-105870_pid367501.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 54
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.1
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.35
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.150 | RoundTime=25.92s | TotalTime=25.92s | Method=fedcda
[Round 002/100] Acc=16.150 | RoundTime=25.20s | TotalTime=51.11s | Method=fedcda
[Round 003/100] Acc=22.760 | RoundTime=26.39s | TotalTime=77.50s | Method=fedcda
[Round 004/100] Acc=35.350 | RoundTime=26.09s | TotalTime=103.59s | Method=fedcda
[Round 005/100] Acc=34.550 | RoundTime=26.39s | TotalTime=129.98s | Method=fedcda
[Round 006/100] Acc=36.000 | RoundTime=27.52s | TotalTime=157.50s | Method=fedcda
[Round 007/100] Acc=23.650 | RoundTime=26.31s | TotalTime=183.81s | Method=fedcda
[Round 008/100] Acc=37.030 | RoundTime=26.90s | TotalTime=210.71s | Method=fedcda
[Round 009/100] Acc=36.860 | RoundTime=25.92s | TotalTime=236.63s | Method=fedcda
[Round 010/100] Acc=32.760 | RoundTime=22.68s | TotalTime=259.31s | Method=fedcda
[Round 011/100] Acc=24.530 | RoundTime=24.92s | TotalTime=284.23s | Method=fedcda
[Round 012/100] Acc=37.750 | RoundTime=24.31s | TotalTime=308.54s | Method=fedcda
[Round 013/100] Acc=41.880 | RoundTime=22.23s | TotalTime=330.77s | Method=fedcda
[Round 014/100] Acc=42.970 | RoundTime=22.36s | TotalTime=353.13s | Method=fedcda
[Round 015/100] Acc=41.170 | RoundTime=23.12s | TotalTime=376.25s | Method=fedcda
[Round 016/100] Acc=50.720 | RoundTime=23.62s | TotalTime=399.87s | Method=fedcda
[Round 017/100] Acc=46.310 | RoundTime=23.88s | TotalTime=423.75s | Method=fedcda
[Round 018/100] Acc=43.980 | RoundTime=22.32s | TotalTime=446.08s | Method=fedcda
[Round 019/100] Acc=31.860 | RoundTime=22.88s | TotalTime=468.95s | Method=fedcda
[Round 020/100] Acc=46.010 | RoundTime=22.79s | TotalTime=491.74s | Method=fedcda
[Round 021/100] Acc=46.820 | RoundTime=22.61s | TotalTime=514.35s | Method=fedcda
[Round 022/100] Acc=57.850 | RoundTime=23.47s | TotalTime=537.83s | Method=fedcda
[Round 023/100] Acc=42.940 | RoundTime=22.57s | TotalTime=560.40s | Method=fedcda
[Round 024/100] Acc=49.230 | RoundTime=24.92s | TotalTime=585.32s | Method=fedcda
[Round 025/100] Acc=43.350 | RoundTime=23.54s | TotalTime=608.86s | Method=fedcda
[Round 026/100] Acc=31.500 | RoundTime=23.45s | TotalTime=632.31s | Method=fedcda
[Round 027/100] Acc=47.930 | RoundTime=22.78s | TotalTime=655.09s | Method=fedcda
[Round 028/100] Acc=53.220 | RoundTime=23.05s | TotalTime=678.14s | Method=fedcda
[Round 029/100] Acc=58.180 | RoundTime=22.94s | TotalTime=701.08s | Method=fedcda
[Round 030/100] Acc=52.920 | RoundTime=22.91s | TotalTime=723.99s | Method=fedcda
[Round 031/100] Acc=58.110 | RoundTime=22.74s | TotalTime=746.74s | Method=fedcda
[Round 032/100] Acc=52.890 | RoundTime=23.79s | TotalTime=770.53s | Method=fedcda
[Round 033/100] Acc=52.390 | RoundTime=23.52s | TotalTime=794.04s | Method=fedcda
