====================================================================================================
Training started at: 2026-03-30 15:59:40
Result directory: results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.35
Result txt file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.35/fedcda_fl_cifar10_20260330-155940-063260_pid367502.txt
Result log file : results/fl_cifar10/fedcda/pm-dir_a-0.3_nm-uni_nr-0.1_nt-symmetric_st-least_sim_dr-0.35/fedcda_fl_cifar10_20260330-155940-063260_pid367502.log
----------------------------------------------------------------------------------------------------
Model: fedcda
Dataset: fl_cifar10
Structure: homogeneity
Participants: 100
Online ratio: 0.1
Communication epochs: 100
Local epoch: 10
Local batch size: 60
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.3
Noise mode: uniform
Noise rate: 0.1
Noise type: symmetric
Noise max: 0.3
Denoise score alpha: 0.5
Drop rate: 0.35
Denoise strategy: least_sim
FedProx mu: 0.01
FedRDN std: 0.01
FedCDA history size: NA
FedGLoSS beta: 0.01
Averaging: weight
Seed: 0
====================================================================================================
[Round 001/100] Acc=10.000 | RoundTime=24.93s | TotalTime=24.93s | Method=fedcda
[Round 002/100] Acc=13.490 | RoundTime=24.22s | TotalTime=49.14s | Method=fedcda
[Round 003/100] Acc=15.810 | RoundTime=25.14s | TotalTime=74.29s | Method=fedcda
[Round 004/100] Acc=23.350 | RoundTime=24.93s | TotalTime=99.21s | Method=fedcda
[Round 005/100] Acc=19.890 | RoundTime=24.81s | TotalTime=124.02s | Method=fedcda
[Round 006/100] Acc=36.510 | RoundTime=25.86s | TotalTime=149.88s | Method=fedcda
[Round 007/100] Acc=33.210 | RoundTime=25.40s | TotalTime=175.28s | Method=fedcda
[Round 008/100] Acc=27.440 | RoundTime=25.39s | TotalTime=200.67s | Method=fedcda
[Round 009/100] Acc=33.760 | RoundTime=26.20s | TotalTime=226.87s | Method=fedcda
[Round 010/100] Acc=38.440 | RoundTime=22.26s | TotalTime=249.13s | Method=fedcda
[Round 011/100] Acc=39.800 | RoundTime=24.27s | TotalTime=273.40s | Method=fedcda
[Round 012/100] Acc=39.150 | RoundTime=23.01s | TotalTime=296.41s | Method=fedcda
[Round 013/100] Acc=43.330 | RoundTime=22.13s | TotalTime=318.54s | Method=fedcda
[Round 014/100] Acc=29.490 | RoundTime=21.48s | TotalTime=340.02s | Method=fedcda
[Round 015/100] Acc=22.800 | RoundTime=21.89s | TotalTime=361.91s | Method=fedcda
[Round 016/100] Acc=24.810 | RoundTime=22.84s | TotalTime=384.74s | Method=fedcda
[Round 017/100] Acc=40.610 | RoundTime=23.59s | TotalTime=408.34s | Method=fedcda
[Round 018/100] Acc=45.540 | RoundTime=23.09s | TotalTime=431.42s | Method=fedcda
[Round 019/100] Acc=48.030 | RoundTime=21.63s | TotalTime=453.05s | Method=fedcda
[Round 020/100] Acc=48.560 | RoundTime=21.97s | TotalTime=475.03s | Method=fedcda
[Round 021/100] Acc=44.640 | RoundTime=22.58s | TotalTime=497.61s | Method=fedcda
[Round 022/100] Acc=26.100 | RoundTime=21.55s | TotalTime=519.16s | Method=fedcda
[Round 023/100] Acc=51.710 | RoundTime=23.02s | TotalTime=542.18s | Method=fedcda
[Round 024/100] Acc=35.550 | RoundTime=23.82s | TotalTime=566.00s | Method=fedcda
[Round 025/100] Acc=49.580 | RoundTime=21.45s | TotalTime=587.45s | Method=fedcda
[Round 026/100] Acc=35.730 | RoundTime=22.70s | TotalTime=610.15s | Method=fedcda
[Round 027/100] Acc=31.110 | RoundTime=22.31s | TotalTime=632.47s | Method=fedcda
[Round 028/100] Acc=40.030 | RoundTime=22.07s | TotalTime=654.54s | Method=fedcda
[Round 029/100] Acc=29.040 | RoundTime=22.54s | TotalTime=677.08s | Method=fedcda
[Round 030/100] Acc=39.660 | RoundTime=22.28s | TotalTime=699.36s | Method=fedcda
[Round 031/100] Acc=41.790 | RoundTime=22.06s | TotalTime=721.43s | Method=fedcda
[Round 032/100] Acc=52.570 | RoundTime=21.78s | TotalTime=743.21s | Method=fedcda
[Round 033/100] Acc=45.800 | RoundTime=22.77s | TotalTime=765.98s | Method=fedcda
[Round 034/100] Acc=51.890 | RoundTime=22.22s | TotalTime=788.20s | Method=fedcda
[Round 035/100] Acc=38.910 | RoundTime=22.84s | TotalTime=811.04s | Method=fedcda
[Round 036/100] Acc=51.380 | RoundTime=22.32s | TotalTime=833.36s | Method=fedcda
[Round 037/100] Acc=63.620 | RoundTime=25.61s | TotalTime=858.97s | Method=fedcda
[Round 038/100] Acc=49.230 | RoundTime=24.92s | TotalTime=883.89s | Method=fedcda
[Round 039/100] Acc=56.670 | RoundTime=23.31s | TotalTime=907.21s | Method=fedcda
[Round 040/100] Acc=55.700 | RoundTime=23.88s | TotalTime=931.08s | Method=fedcda
[Round 041/100] Acc=31.290 | RoundTime=24.08s | TotalTime=955.17s | Method=fedcda
[Round 042/100] Acc=39.830 | RoundTime=23.70s | TotalTime=978.86s | Method=fedcda
[Round 043/100] Acc=48.780 | RoundTime=24.14s | TotalTime=1003.00s | Method=fedcda
[Round 044/100] Acc=46.720 | RoundTime=24.45s | TotalTime=1027.45s | Method=fedcda
[Round 045/100] Acc=44.640 | RoundTime=24.40s | TotalTime=1051.85s | Method=fedcda
