========================================================================================================================
Training started at: 2026-04-07 10:53:38
Result directory: results/fl_cifar10/feddenoise_v3/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_wr-10_sr-50_ts-4,3,2,1_tss-random_tsim-backbone_cosine_wm-backbone_only_dr-0.3_drs-None
Result txt file : results/fl_cifar10/feddenoise_v3/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_wr-10_sr-50_ts-4,3,2,1_tss-random_tsim-backbone_cosine_wm-backbone_only_dr-0.3_drs-None/feddenoise_v3_fl_cifar10_20260407-105338-335284_pid444785.txt
Result log file : results/fl_cifar10/feddenoise_v3/pm-dir_a-0.5_nm-uni_nr-0.3_nt-symmetric_wr-10_sr-50_ts-4,3,2,1_tss-random_tsim-backbone_cosine_wm-backbone_only_dr-0.3_drs-None/feddenoise_v3_fl_cifar10_20260407-105338-335284_pid444785.log
------------------------------------------------------------------------------------------------------------------------
Model: feddenoise_v3
Dataset: fl_cifar10
Structure: homogeneity
Participants: 10
Online ratio: 1.0
Communication epochs: 210
Local epoch: 1
Local batch size: 64
Local lr: 0.01
Partition mode: dirichlet
Dirichlet alpha: 0.5
Noise mode: uniform
Noise rate: 0.3
Noise type: symmetric
Noise max: 0.3
Averaging: weight
Seed: 0
Warmup round: 10
Stage round: 50
Teacher schedule: 4,3,2,1
Teacher select strategy: random
Teacher similarity: backbone_cosine
Teacher score mode: teacher_mean
Warmup mode: backbone_only
Drop rate: 0.3
Drop rate schedule: None
Exclude self teacher: True
========================================================================================================================
[Round 001/210] Phase=warmup | Stage=warmup | Acc=10.000 | RoundTime=36.04s | TotalTime=36.04s | Method=feddenoise_v3
[Round 002/210] Phase=warmup | Stage=warmup | Acc=15.550 | RoundTime=34.78s | TotalTime=70.84s | Method=feddenoise_v3
[Round 003/210] Phase=warmup | Stage=warmup | Acc=31.260 | RoundTime=31.74s | TotalTime=102.59s | Method=feddenoise_v3
[Round 004/210] Phase=warmup | Stage=warmup | Acc=36.430 | RoundTime=26.58s | TotalTime=129.17s | Method=feddenoise_v3
[Round 005/210] Phase=warmup | Stage=warmup | Acc=38.500 | RoundTime=32.45s | TotalTime=161.63s | Method=feddenoise_v3
[Round 006/210] Phase=warmup | Stage=warmup | Acc=42.240 | RoundTime=30.06s | TotalTime=191.70s | Method=feddenoise_v3
[Round 007/210] Phase=warmup | Stage=warmup | Acc=42.010 | RoundTime=34.58s | TotalTime=226.29s | Method=feddenoise_v3
[Round 008/210] Phase=warmup | Stage=warmup | Acc=44.110 | RoundTime=34.66s | TotalTime=260.95s | Method=feddenoise_v3
[Round 009/210] Phase=warmup | Stage=warmup | Acc=47.220 | RoundTime=34.11s | TotalTime=295.07s | Method=feddenoise_v3
[Round 010/210] Phase=warmup | Stage=warmup | Acc=47.330 | RoundTime=62.38s | TotalTime=357.46s | Method=feddenoise_v3
[Round 011/210] Phase=stage_1 | Stage=0 | Acc=39.070 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=23.22s | TotalTime=380.69s | Method=feddenoise_v3
[Round 012/210] Phase=stage_1 | Stage=0 | Acc=42.760 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.30s | TotalTime=408.00s | Method=feddenoise_v3
[Round 013/210] Phase=stage_1 | Stage=0 | Acc=46.890 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=26.95s | TotalTime=434.96s | Method=feddenoise_v3
[Round 014/210] Phase=stage_1 | Stage=0 | Acc=48.620 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.33s | TotalTime=462.30s | Method=feddenoise_v3
[Round 015/210] Phase=stage_1 | Stage=0 | Acc=50.500 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=24.39s | TotalTime=486.70s | Method=feddenoise_v3
[Round 016/210] Phase=stage_1 | Stage=0 | Acc=52.480 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=21.03s | TotalTime=507.74s | Method=feddenoise_v3
[Round 017/210] Phase=stage_1 | Stage=0 | Acc=50.390 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=23.49s | TotalTime=531.25s | Method=feddenoise_v3
[Round 018/210] Phase=stage_1 | Stage=0 | Acc=53.380 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=24.04s | TotalTime=555.30s | Method=feddenoise_v3
[Round 019/210] Phase=stage_1 | Stage=0 | Acc=53.780 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=24.04s | TotalTime=579.35s | Method=feddenoise_v3
[Round 020/210] Phase=stage_1 | Stage=0 | Acc=55.590 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.19s | TotalTime=606.54s | Method=feddenoise_v3
[Round 021/210] Phase=stage_1 | Stage=0 | Acc=55.320 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=26.98s | TotalTime=633.54s | Method=feddenoise_v3
[Round 022/210] Phase=stage_1 | Stage=0 | Acc=56.010 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.01s | TotalTime=660.55s | Method=feddenoise_v3
[Round 023/210] Phase=stage_1 | Stage=0 | Acc=57.070 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=25.22s | TotalTime=685.78s | Method=feddenoise_v3
[Round 024/210] Phase=stage_1 | Stage=0 | Acc=58.060 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=20.40s | TotalTime=706.19s | Method=feddenoise_v3
[Round 025/210] Phase=stage_1 | Stage=0 | Acc=58.360 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=23.51s | TotalTime=729.72s | Method=feddenoise_v3
[Round 026/210] Phase=stage_1 | Stage=0 | Acc=57.840 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=23.75s | TotalTime=753.47s | Method=feddenoise_v3
[Round 027/210] Phase=stage_1 | Stage=0 | Acc=58.230 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=25.09s | TotalTime=778.56s | Method=feddenoise_v3
[Round 028/210] Phase=stage_1 | Stage=0 | Acc=58.600 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.28s | TotalTime=805.85s | Method=feddenoise_v3
[Round 029/210] Phase=stage_1 | Stage=0 | Acc=60.230 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.03s | TotalTime=832.89s | Method=feddenoise_v3
[Round 030/210] Phase=stage_1 | Stage=0 | Acc=60.460 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.54s | TotalTime=860.44s | Method=feddenoise_v3
[Round 031/210] Phase=stage_1 | Stage=0 | Acc=60.680 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=26.16s | TotalTime=886.61s | Method=feddenoise_v3
[Round 032/210] Phase=stage_1 | Stage=0 | Acc=60.960 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=20.46s | TotalTime=907.08s | Method=feddenoise_v3
[Round 033/210] Phase=stage_1 | Stage=0 | Acc=61.410 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=21.98s | TotalTime=929.06s | Method=feddenoise_v3
[Round 034/210] Phase=stage_1 | Stage=0 | Acc=62.100 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=25.48s | TotalTime=954.55s | Method=feddenoise_v3
[Round 035/210] Phase=stage_1 | Stage=0 | Acc=62.540 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=23.23s | TotalTime=977.78s | Method=feddenoise_v3
[Round 036/210] Phase=stage_1 | Stage=0 | Acc=62.550 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.76s | TotalTime=1005.56s | Method=feddenoise_v3
[Round 037/210] Phase=stage_1 | Stage=0 | Acc=63.810 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.65s | TotalTime=1033.22s | Method=feddenoise_v3
[Round 038/210] Phase=stage_1 | Stage=0 | Acc=63.670 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=28.13s | TotalTime=1061.35s | Method=feddenoise_v3
[Round 039/210] Phase=stage_1 | Stage=0 | Acc=63.610 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=22.83s | TotalTime=1084.19s | Method=feddenoise_v3
[Round 040/210] Phase=stage_1 | Stage=0 | Acc=63.720 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=21.57s | TotalTime=1105.77s | Method=feddenoise_v3
[Round 041/210] Phase=stage_1 | Stage=0 | Acc=64.700 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=22.05s | TotalTime=1127.83s | Method=feddenoise_v3
[Round 042/210] Phase=stage_1 | Stage=0 | Acc=64.580 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=20.31s | TotalTime=1148.15s | Method=feddenoise_v3
[Round 043/210] Phase=stage_1 | Stage=0 | Acc=64.050 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=20.46s | TotalTime=1168.62s | Method=feddenoise_v3
[Round 044/210] Phase=stage_1 | Stage=0 | Acc=64.750 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=20.38s | TotalTime=1189.01s | Method=feddenoise_v3
[Round 045/210] Phase=stage_1 | Stage=0 | Acc=64.380 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=20.51s | TotalTime=1209.53s | Method=feddenoise_v3
[Round 046/210] Phase=stage_1 | Stage=0 | Acc=65.800 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=21.21s | TotalTime=1230.75s | Method=feddenoise_v3
[Round 047/210] Phase=stage_1 | Stage=0 | Acc=65.100 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=20.32s | TotalTime=1251.08s | Method=feddenoise_v3
[Round 048/210] Phase=stage_1 | Stage=0 | Acc=65.750 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=23.04s | TotalTime=1274.12s | Method=feddenoise_v3
[Round 049/210] Phase=stage_1 | Stage=0 | Acc=66.280 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.72s | TotalTime=1301.86s | Method=feddenoise_v3
[Round 050/210] Phase=stage_1 | Stage=0 | Acc=66.270 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=30.79s | TotalTime=1332.65s | Method=feddenoise_v3
[Round 051/210] Phase=stage_1 | Stage=0 | Acc=66.320 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.95s | TotalTime=1360.70s | Method=feddenoise_v3
[Round 052/210] Phase=stage_1 | Stage=0 | Acc=66.730 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=28.12s | TotalTime=1388.92s | Method=feddenoise_v3
[Round 053/210] Phase=stage_1 | Stage=0 | Acc=66.900 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=23.09s | TotalTime=1412.01s | Method=feddenoise_v3
[Round 054/210] Phase=stage_1 | Stage=0 | Acc=66.890 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=20.36s | TotalTime=1432.38s | Method=feddenoise_v3
[Round 055/210] Phase=stage_1 | Stage=0 | Acc=67.040 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=26.21s | TotalTime=1458.60s | Method=feddenoise_v3
[Round 056/210] Phase=stage_1 | Stage=0 | Acc=67.970 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=23.35s | TotalTime=1481.96s | Method=feddenoise_v3
[Round 057/210] Phase=stage_1 | Stage=0 | Acc=68.370 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=27.51s | TotalTime=1509.48s | Method=feddenoise_v3
[Round 058/210] Phase=stage_1 | Stage=0 | Acc=69.250 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=24.18s | TotalTime=1533.66s | Method=feddenoise_v3
[Round 059/210] Phase=stage_1 | Stage=0 | Acc=67.930 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=25.16s | TotalTime=1558.83s | Method=feddenoise_v3
[Round 060/210] Phase=stage_1 | Stage=0 | Acc=68.940 | StagePure=82.720 | CPrec=82.720 | CRec=82.720 | NPrec=59.680 | NRec=59.680 | Keep=70.000 | TSim=0.988 | RoundTime=53.04s | TotalTime=1611.88s | Method=feddenoise_v3
[Round 061/210] Phase=stage_2 | Stage=1 | Acc=69.600 | StagePure=90.303 | CPrec=90.303 | CRec=90.303 | NPrec=77.373 | NRec=77.373 | Keep=70.000 | TSim=0.984 | RoundTime=27.20s | TotalTime=1639.09s | Method=feddenoise_v3
[Round 062/210] Phase=stage_2 | Stage=1 | Acc=70.230 | StagePure=90.303 | CPrec=90.303 | CRec=90.303 | NPrec=77.373 | NRec=77.373 | Keep=70.000 | TSim=0.984 | RoundTime=27.97s | TotalTime=1667.06s | Method=feddenoise_v3
[Round 063/210] Phase=stage_2 | Stage=1 | Acc=71.090 | StagePure=90.303 | CPrec=90.303 | CRec=90.303 | NPrec=77.373 | NRec=77.373 | Keep=70.000 | TSim=0.984 | RoundTime=25.69s | TotalTime=1692.76s | Method=feddenoise_v3
[Round 064/210] Phase=stage_2 | Stage=1 | Acc=71.870 | StagePure=90.303 | CPrec=90.303 | CRec=90.303 | NPrec=77.373 | NRec=77.373 | Keep=70.000 | TSim=0.984 | RoundTime=20.94s | TotalTime=1713.71s | Method=feddenoise_v3
